Sleep_Stage,MeanP_Delta_F4,MedianF_Delta_F4,MeanF_Delta_F4,Spectral Edge_Delta_F4,PeakF_Delta_F4
NREM,0.00102,0.62439,6.74341,2.99707,0.49951
NREM,0.00199,0.49951,6.36878,1.74829,0.37463
NREM,0.00059,0.87415,7.61756,3.62146,0.24976
NREM,0.00093,0.62439,6.74341,2.99707,0.24976
REM,0.00072,0.74927,6.61854,3.24683,0.49951
REM,0.00072,0.74927,6.99317,2.74732,0.37463
REM,0.0008,0.49951,6.86829,2.62244,0.49951
REM,0.00097,0.87415,5.49463,2.8722,0.49951
REM,0.00127,0.74927,5.12,2.2478,0.49951
REM,0.01173,0.24976,3.9961,0.49951,0.24976
REM,0.00135,0.49951,5.61951,2.2478,0.24976
REM,0.00091,0.62439,5.86927,2.37268,0.49951
REM,0.00149,0.87415,5.12,2.62244,0.49951
REM,0.00112,0.62439,6.49366,1.99805,0.49951
REM,0.00081,0.74927,6.49366,2.49756,0.49951
REM,0.00092,0.62439,5.74439,2.62244,0.49951
REM,0.00178,0.62439,4.87024,1.99805,0.49951
REM,0.00118,0.74927,5.74439,2.37268,0.62439
REM,0.00103,0.49951,7.61756,1.99805,0.49951
REM,0.00066,0.87415,6.36878,2.8722,0.62439
REM,0.00089,0.87415,5.49463,2.99707,0.49951
REM,0.0011,0.74927,6.86829,2.37268,0.49951
REM,0.00078,0.87415,5.99415,2.8722,0.37463
REM,0.00162,0.99902,4.74537,2.49756,0.49951
REM,0.00082,0.62439,6.86829,2.74732,0.49951
REM,0.00097,0.87415,6.11902,2.62244,0.49951
REM,0.0011,0.74927,5.24488,2.8722,0.49951
REM,0.00062,0.87415,6.86829,2.74732,0.37463
REM,0.00084,0.62439,7.74244,2.37268,0.49951
REM,0.00082,0.74927,7.49268,2.99707,0.49951
REM,0.00075,0.74927,5.99415,2.74732,0.49951
REM,0.00084,0.62439,5.74439,2.62244,0.37463
REM,0.00149,0.62439,4.99512,2.2478,0.49951
REM,0.00121,0.99902,5.12,2.49756,0.74927
REM,0.00146,0.62439,5.61951,2.49756,0.49951
REM,0.00171,0.62439,4.99512,1.99805,0.49951
REM,0.00092,0.87415,5.49463,2.62244,0.49951
REM,0.0009,0.62439,7.74244,2.2478,0.49951
REM,0.00096,0.62439,6.2439,2.74732,0.37463
REM,0.00068,0.74927,6.86829,2.74732,0.37463
REM,0.001,0.62439,6.2439,2.74732,0.49951
REM,0.00114,0.74927,5.36976,2.62244,0.49951
REM,0.00113,0.74927,5.61951,2.37268,0.49951
REM,0.00192,0.74927,4.99512,2.2478,0.62439
REM,0.0007,0.62439,7.86732,2.62244,0.49951
REM,0.00051,0.74927,7.86732,3.37171,0.49951
REM,0.00063,0.62439,7.9922,2.99707,0.49951
REM,0.00088,0.62439,7.86732,2.62244,0.49951
REM,0.00113,0.99902,5.86927,2.8722,0.62439
REM,0.00116,1.1239,5.24488,2.49756,1.1239
REM,0.00149,0.49951,7.3678,1.87317,0.37463
REM,0.00086,0.62439,7.3678,2.74732,0.49951
REM,0.00072,0.62439,7.61756,2.62244,0.49951
REM,0.00108,0.62439,7.3678,2.12293,0.62439
REM,0.00081,0.49951,7.49268,2.49756,0.49951
REM,0.00077,0.62439,7.3678,2.49756,0.49951
REM,0.00098,0.62439,6.99317,2.37268,0.62439
REM,0.00077,0.74927,7.9922,2.99707,0.49951
REM,0.00092,0.49951,7.11805,2.49756,0.49951
REM,0.00091,0.74927,7.24293,2.62244,0.62439
REM,0.00081,0.74927,7.11805,2.74732,0.49951
REM,0.00123,0.49951,7.24293,1.99805,0.49951
REM,0.00082,0.74927,7.61756,2.49756,0.49951
REM,0.00083,0.62439,6.99317,2.62244,0.49951
REM,0.00092,0.87415,7.11805,3.12195,0.62439
REM,0.00127,0.62439,7.11805,2.62244,0.49951
REM,0.00084,0.62439,7.74244,2.99707,0.49951
NREM,0.00834,0.37463,4.62049,1.1239,0.37463
NREM,0.01376,0.37463,3.9961,0.74927,0.37463
NREM,0.0215,0.37463,2.62244,0.74927,0.62439
NREM,0.02834,0.37463,2.74732,0.62439,0.37463
NREM,0.01314,0.37463,3.9961,0.62439,0.49951
NREM,0.03612,0.62439,2.37268,1.24878,0.37463
NREM,0.00136,0.49951,6.2439,2.12293,0.37463
NREM,0.00237,0.49951,5.61951,1.99805,0.37463
NREM,0.00145,0.74927,5.61951,2.99707,0.37463
NREM,0.00118,0.74927,6.11902,2.74732,0.49951
NREM,0.00105,1.1239,6.11902,3.12195,0.49951
NREM,0.00129,0.87415,5.86927,2.99707,0.49951
NREM,0.00107,1.24878,5.86927,2.8722,0.49951
NREM,0.00089,0.74927,6.2439,2.8722,0.62439
NREM,0.00121,0.62439,5.74439,2.99707,0.37463
NREM,0.00124,0.62439,5.61951,2.99707,0.49951
NREM,0.00103,0.74927,5.61951,2.49756,0.37463
NREM,0.00145,0.62439,5.99415,2.2478,0.49951
NREM,0.00682,0.62439,3.9961,1.87317,0.62439
NREM,0.00181,0.49951,5.74439,2.49756,0.49951
NREM,0.00209,0.74927,5.24488,2.37268,0.49951
NREM,0.00135,0.74927,5.49463,2.62244,0.49951
NREM,0.00189,0.87415,4.87024,2.49756,0.49951
NREM,0.00157,0.74927,5.49463,2.74732,0.24976
NREM,0.00196,0.87415,5.12,2.62244,0.49951
NREM,0.00151,0.74927,5.49463,2.74732,0.49951
NREM,0.00208,0.62439,5.24488,2.37268,0.49951
NREM,0.00162,0.49951,5.36976,2.62244,0.49951
NREM,0.00225,0.49951,5.49463,2.2478,0.49951
NREM,0.00204,0.62439,5.86927,2.37268,0.49951
NREM,0.00289,0.62439,4.87024,2.37268,0.49951
NREM,0.00141,0.62439,5.99415,2.8722,0.49951
NREM,0.00181,0.87415,5.24488,2.99707,0.74927
NREM,0.00252,1.1239,5.36976,2.49756,0.49951
NREM,0.00274,0.87415,5.36976,2.37268,0.49951
NREM,0.0026,0.87415,5.12,2.49756,0.49951
NREM,0.00163,0.87415,5.61951,2.8722,0.49951
NREM,0.00223,0.62439,5.74439,2.74732,0.49951
NREM,0.00192,0.74927,5.61951,2.49756,0.37463
NREM,0.00236,1.1239,5.74439,3.12195,0.62439
NREM,0.00197,0.74927,5.86927,2.74732,0.37463
NREM,0.00337,0.99902,5.36976,2.62244,0.99902
NREM,0.00161,0.87415,5.61951,2.74732,0.37463
NREM,0.00177,0.99902,6.11902,2.99707,0.37463
NREM,0.00295,0.87415,5.24488,2.62244,0.74927
NREM,0.00197,0.74927,5.61951,2.8722,0.37463
NREM,0.00252,0.74927,5.24488,2.2478,0.49951
NREM,0.0189,0.87415,3.37171,1.62341,0.99902
NREM,0.00625,0.62439,4.99512,2.12293,0.49951
NREM,0.00221,1.1239,5.74439,2.37268,0.62439
NREM,0.0022,0.62439,5.24488,2.49756,0.49951
NREM,0.00204,0.62439,5.49463,2.37268,0.37463
NREM,0.00172,1.24878,5.49463,2.8722,0.87415
NREM,0.00178,0.99902,5.49463,2.99707,0.49951
NREM,0.00288,0.62439,5.12,2.37268,0.49951
NREM,0.00163,0.87415,5.36976,2.99707,0.62439
NREM,0.00194,0.87415,5.12,2.62244,0.49951
NREM,0.00176,0.74927,5.86927,2.8722,0.49951
NREM,0.00196,0.99902,5.74439,2.8722,0.49951
NREM,0.00257,0.62439,5.12,2.62244,0.37463
NREM,0.00301,0.62439,5.12,1.87317,0.49951
NREM,0.00242,0.74927,5.86927,2.62244,0.37463
NREM,0.00186,1.1239,5.99415,2.8722,0.37463
NREM,0.00299,1.1239,4.99512,2.49756,0.87415
NREM,0.00119,0.87415,5.99415,2.99707,0.49951
NREM,0.0032,0.74927,5.24488,2.12293,0.74927
NREM,0.00188,0.87415,5.74439,2.37268,0.87415
NREM,0.00452,0.99902,4.74537,2.37268,1.1239
NREM,0.00162,0.87415,5.74439,2.99707,0.37463
NREM,0.00139,0.99902,6.11902,2.99707,0.87415
NREM,0.00467,0.87415,5.24488,2.37268,0.62439
NREM,0.00237,0.74927,5.86927,2.49756,0.37463
NREM,0.00187,0.87415,5.36976,2.74732,0.37463
NREM,0.00252,0.74927,5.49463,2.49756,0.24976
NREM,0.0042,0.74927,4.74537,1.99805,0.37463
NREM,0.00209,0.87415,5.49463,2.99707,0.62439
NREM,0.00286,0.99902,5.49463,1.99805,0.87415
NREM,0.00198,0.87415,5.86927,2.99707,0.24976
NREM,0.00297,0.99902,5.74439,2.49756,0.87415
NREM,0.0022,0.99902,5.36976,2.49756,0.74927
NREM,0.00446,0.87415,4.74537,2.2478,0.99902
NREM,0.00177,0.49951,5.99415,2.12293,0.49951
NREM,0.00508,0.74927,5.36976,2.2478,0.49951
NREM,0.0019,0.99902,5.49463,2.74732,0.87415
NREM,0.0032,0.99902,5.36976,2.49756,0.62439
NREM,0.00188,0.74927,5.86927,2.37268,0.87415
NREM,0.00408,0.99902,4.74537,2.49756,0.62439
NREM,0.00366,0.87415,4.87024,2.2478,0.37463
NREM,0.00383,0.87415,5.24488,2.2478,0.49951
NREM,0.00133,0.99902,5.61951,2.74732,0.74927
NREM,0.00399,0.74927,5.24488,2.49756,0.87415
NREM,0.00166,0.87415,5.86927,2.8722,0.87415
NREM,0.0018,0.74927,5.86927,2.37268,0.37463
NREM,0.00395,0.74927,5.24488,2.2478,0.49951
NREM,0.00204,0.87415,5.61951,2.62244,0.37463
NREM,0.00305,0.49951,5.24488,2.2478,0.24976
NREM,0.00244,0.74927,5.49463,2.74732,0.24976
NREM,0.00279,0.49951,5.49463,1.99805,0.37463
NREM,0.0053,0.62439,4.87024,1.74829,0.49951
NREM,0.00169,0.74927,5.99415,2.74732,0.37463
NREM,0.00347,0.37463,4.87024,1.87317,0.37463
NREM,0.00328,0.49951,4.99512,1.99805,0.24976
NREM,0.00545,0.49951,4.99512,1.99805,0.24976
NREM,0.00383,0.49951,5.49463,2.2478,0.49951
NREM,0.00444,0.62439,4.99512,1.74829,0.37463
NREM,0.00668,0.49951,4.74537,1.62341,0.49951
NREM,0.00383,0.62439,5.74439,2.12293,0.62439
NREM,0.00301,0.49951,5.61951,2.12293,0.24976
NREM,0.00391,0.49951,4.87024,2.12293,0.24976
NREM,0.00543,1.1239,5.74439,2.49756,0.49951
NREM,0.0019,0.49951,5.49463,2.2478,0.37463
NREM,0.00295,0.49951,4.87024,1.74829,0.62439
NREM,0.00577,0.74927,4.62049,2.2478,0.62439
NREM,0.00296,0.62439,4.87024,1.99805,0.37463
NREM,0.0018,0.87415,5.61951,2.74732,0.24976
NREM,0.00287,0.37463,5.74439,2.37268,0.37463
NREM,0.02258,0.49951,4.37073,1.49854,0.37463
NREM,0.00262,0.87415,5.36976,1.99805,0.62439
NREM,0.00166,0.62439,5.86927,2.74732,0.49951
NREM,0.00315,0.49951,5.24488,2.74732,0.37463
REM,0.0022,1.37366,5.74439,3.49659,0.37463
NREM,0.00461,0.87415,5.36976,2.37268,0.87415
NREM,0.00232,0.99902,5.36976,2.8722,1.1239
NREM,0.00253,0.62439,6.36878,2.37268,0.37463
NREM,0.00233,0.62439,6.2439,2.62244,0.37463
REM,0.00199,0.74927,5.74439,2.74732,0.49951
REM,0.00438,0.74927,5.49463,1.62341,0.74927
NREM,0.00278,0.37463,5.36976,1.74829,0.37463
NREM,0.00126,0.62439,5.86927,2.62244,0.24976
NREM,0.03003,0.37463,5.49463,2.12293,0.37463
NREM,0.00135,0.49951,6.2439,2.12293,0.62439
NREM,0.00241,0.49951,5.99415,1.99805,0.37463
REM,0.0017,0.37463,6.11902,1.74829,0.49951
REM,0.00126,0.87415,5.49463,2.62244,0.74927
REM,0.00101,0.87415,6.11902,2.49756,0.74927
REM,0.00079,0.99902,5.86927,2.62244,0.24976
REM,0.0014,0.74927,5.61951,2.12293,0.49951
REM,0.00167,0.49951,5.86927,1.87317,0.49951
REM,0.001,0.74927,5.36976,2.8722,0.37463
REM,0.00329,0.74927,4.49561,1.99805,0.62439
REM,0.00125,0.87415,6.2439,2.49756,0.37463
REM,0.00124,0.49951,5.74439,2.12293,0.37463
REM,0.00179,0.49951,6.61854,1.62341,0.37463
NREM,0.00362,0.62439,5.24488,1.99805,0.49951
NREM,0.00175,0.49951,6.74341,1.87317,0.49951
NREM,0.00241,0.49951,6.61854,1.87317,0.37463
NREM,0.00192,0.49951,6.74341,1.87317,0.37463
NREM,0.00359,0.49951,5.36976,1.49854,0.49951
NREM,0.00269,0.49951,6.2439,1.74829,0.49951
NREM,0.00138,0.74927,7.11805,2.74732,0.49951
NREM,0.00135,0.49951,6.61854,2.37268,0.49951
NREM,0.00155,0.62439,7.11805,2.62244,0.49951
NREM,0.00203,0.49951,6.99317,2.12293,0.49951
NREM,0.00144,0.49951,6.61854,2.74732,0.49951
REM,0.00158,0.49951,5.61951,2.12293,0.49951
REM,0.00093,0.74927,6.11902,2.62244,0.37463
REM,0.00232,0.62439,4.74537,1.74829,0.37463
REM,0.00239,0.37463,5.36976,1.62341,0.37463
REM,0.00108,0.74927,6.36878,2.37268,0.37463
NREM,0.05278,0.49951,4.62049,2.12293,0.37463
NREM,0.00087,0.49951,7.49268,2.49756,0.49951
NREM,0.00152,0.62439,6.11902,2.37268,0.62439
NREM,0.00219,0.74927,6.2439,2.49756,0.74927
NREM,0.00336,0.49951,5.86927,1.99805,0.37463
NREM,0.00417,0.62439,4.87024,1.62341,0.37463
NREM,0.00153,0.74927,5.86927,2.62244,0.87415
NREM,0.00209,0.74927,5.61951,1.99805,0.37463
NREM,0.00277,1.1239,5.36976,2.62244,0.87415
NREM,0.00229,0.62439,4.99512,2.12293,0.49951
NREM,0.00345,0.37463,4.99512,1.99805,0.37463
NREM,0.00312,0.49951,5.36976,1.87317,0.37463
NREM,0.00197,0.74927,5.49463,2.62244,0.37463
NREM,0.00304,0.49951,5.36976,1.99805,0.37463
NREM,0.00548,0.49951,4.99512,1.74829,0.24976
NREM,0.00306,0.49951,5.12,2.12293,0.49951
NREM,0.00564,0.37463,4.99512,1.37366,0.37463
NREM,0.00155,0.74927,5.36976,2.62244,0.49951
NREM,0.00267,0.49951,5.61951,2.2478,0.37463
NREM,0.00326,0.49951,4.99512,1.99805,0.37463
NREM,0.00345,0.62439,5.24488,2.2478,0.49951
NREM,0.00427,0.37463,4.74537,1.74829,0.37463
NREM,0.00553,0.37463,4.74537,1.62341,0.37463
NREM,0.00366,0.49951,4.99512,1.87317,0.37463
NREM,0.00419,0.49951,4.87024,2.2478,0.49951
NREM,0.00476,0.49951,4.87024,1.62341,0.49951
NREM,0.00384,0.62439,5.24488,2.12293,0.49951
NREM,0.00304,0.74927,5.61951,2.49756,0.49951
NREM,0.00556,0.37463,4.49561,1.37366,0.37463
NREM,0.00759,0.37463,4.62049,1.1239,0.37463
NREM,0.00478,0.49951,4.87024,1.49854,0.49951
NREM,0.00622,0.74927,4.87024,2.12293,0.37463
NREM,0.00227,0.49951,5.61951,2.49756,0.37463
NREM,0.00593,0.37463,4.74537,1.37366,0.37463
NREM,0.00435,0.37463,4.74537,1.74829,0.37463
NREM,0.0042,0.49951,4.87024,1.99805,0.37463
NREM,0.00428,0.49951,4.99512,1.87317,0.37463
NREM,0.01,0.37463,4.37073,1.1239,0.37463
NREM,0.00211,0.99902,5.36976,2.62244,0.49951
NREM,0.0102,0.37463,4.37073,0.87415,0.37463
NREM,0.00484,0.49951,4.99512,1.99805,0.37463
NREM,0.00771,0.49951,4.37073,1.87317,0.49951
NREM,0.00839,0.37463,4.12098,0.87415,0.37463
NREM,0.00683,0.37463,4.62049,1.1239,0.37463
NREM,0.00579,0.37463,4.62049,1.37366,0.49951
NREM,0.00598,0.49951,4.49561,1.37366,0.37463
NREM,0.00813,0.37463,4.37073,1.49854,0.37463
NREM,0.0087,0.37463,4.49561,0.87415,0.37463
NREM,0.00525,0.49951,4.87024,1.49854,0.37463
NREM,0.01116,0.37463,3.87122,0.87415,0.37463
NREM,0.00828,0.37463,4.74537,1.24878,0.37463
NREM,0.01121,0.37463,3.9961,0.99902,0.37463
NREM,0.0066,0.37463,5.24488,1.99805,0.37463
NREM,0.02248,0.37463,3.37171,0.62439,0.49951
NREM,0.06728,0.37463,3.49659,0.87415,0.37463
NREM,0.00541,0.62439,4.62049,1.62341,0.37463
NREM,0.0031,0.62439,5.12,1.99805,0.37463
NREM,0.00493,0.37463,5.12,1.87317,0.37463
NREM,0.00355,0.62439,4.74537,2.37268,0.37463
NREM,0.00192,0.87415,5.36976,2.49756,0.62439
NREM,0.00603,0.87415,5.24488,2.8722,0.37463
NREM,0.00254,0.62439,5.12,1.99805,0.62439
NREM,0.00154,0.99902,6.11902,2.8722,0.62439
NREM,0.00518,0.37463,5.12,1.37366,0.49951
NREM,0.00367,0.49951,5.12,1.37366,0.49951
NREM,0.00382,0.49951,4.99512,1.74829,0.49951
NREM,0.00469,0.49951,4.62049,1.62341,0.49951
NREM,0.00547,0.37463,4.99512,1.24878,0.49951
NREM,0.00459,0.37463,4.62049,1.49854,0.49951
NREM,0.00579,0.49951,4.37073,1.24878,0.24976
NREM,0.00563,0.49951,4.49561,1.49854,0.49951
NREM,0.00716,0.49951,4.49561,1.49854,0.49951
NREM,0.00979,0.37463,4.24585,0.99902,0.24976
NREM,0.0061,0.37463,4.99512,1.62341,0.37463
NREM,0.00981,0.37463,4.12098,0.74927,0.37463
NREM,0.01009,0.49951,4.24585,1.49854,0.49951
NREM,0.00892,0.37463,4.37073,1.24878,0.49951
NREM,0.00596,0.49951,4.49561,1.62341,0.49951
NREM,0.00641,0.49951,4.99512,1.37366,0.49951
NREM,0.01206,0.37463,4.12098,0.87415,0.37463
NREM,0.01122,0.37463,4.24585,0.87415,0.49951
NREM,0.00377,0.49951,4.99512,1.49854,0.49951
NREM,0.01252,0.99902,4.74537,1.74829,1.1239
NREM,0.00674,0.62439,4.49561,1.74829,0.62439
NREM,0.00382,0.37463,4.87024,1.37366,0.24976
NREM,0.00924,0.49951,4.87024,1.99805,0.49951
NREM,0.02145,0.49951,3.24683,0.87415,0.49951
NREM,0.02939,0.49951,3.49659,1.1239,0.49951
NREM,0.04915,0.49951,3.87122,0.87415,0.37463
NREM,0.0312,0.49951,2.37268,0.87415,0.49951
NREM,0.05226,0.37463,1.49854,0.62439,0.37463
NREM,0.005,0.37463,5.12,0.62439,0.37463
NREM,0.00083,0.49951,7.61756,2.2478,0.37463
NREM,0.00313,0.37463,5.49463,1.1239,0.37463
NREM,0.00125,0.62439,6.61854,2.12293,0.37463
NREM,0.0018,0.49951,6.36878,1.99805,0.37463
NREM,0.00081,0.87415,6.86829,3.24683,0.49951
NREM,0.00677,0.37463,5.24488,1.37366,0.37463
NREM,0.00091,0.74927,6.61854,2.99707,0.62439
NREM,0.00106,0.74927,6.49366,2.99707,0.37463
NREM,0.00179,0.87415,6.36878,3.24683,0.87415
NREM,0.00145,0.74927,6.11902,2.8722,0.49951
NREM,0.00165,0.74927,5.99415,2.74732,0.49951
NREM,0.00186,0.74927,6.2439,2.8722,0.49951
NREM,0.00263,0.62439,5.49463,2.2478,0.62439
NREM,0.00113,1.24878,6.49366,3.62146,0.62439
NREM,0.00184,0.99902,6.11902,2.74732,0.49951
NREM,0.00195,0.74927,6.11902,3.24683,0.62439
NREM,0.00084,1.1239,6.61854,3.49659,0.62439
NREM,0.00124,1.1239,5.99415,2.8722,0.62439
NREM,0.00126,0.99902,5.99415,2.99707,0.87415
NREM,0.00294,0.74927,5.99415,2.99707,0.37463
NREM,0.00185,1.49854,5.86927,3.37171,1.1239
NREM,0.00125,1.24878,6.2439,3.9961,0.37463
NREM,0.00245,1.1239,5.86927,3.9961,0.62439
NREM,0.00143,1.1239,5.99415,5.74439,0.62439
NREM,0.00147,1.37366,6.11902,5.86927,5.99415
NREM,0.00232,1.1239,5.99415,5.86927,0.49951
NREM,0.0021,1.49854,6.11902,5.86927,5.99415
NREM,0.00184,1.49854,6.11902,5.99415,5.99415
NREM,0.00219,1.62341,6.11902,5.99415,5.99415
NREM,0.00164,2.12293,6.11902,5.99415,5.99415
NREM,0.00132,3.9961,6.11902,5.99415,5.99415
NREM,0.02977,0.49951,5.99415,0.99902,0.62439
NREM,0.00116,5.86927,6.11902,5.99415,5.99415
NREM,0.00129,4.74537,6.11902,5.99415,5.99415
NREM,0.00104,5.74439,5.99415,5.99415,5.86927
NREM,0.00688,0.62439,5.99415,2.8722,0.24976
NREM,0.00064,5.74439,5.99415,5.99415,5.86927
NREM,0.00063,4.12098,6.11902,5.99415,5.99415
NREM,0.0008,0.87415,5.99415,5.86927,5.86927
NREM,0.00284,0.74927,6.11902,4.12098,0.37463
NREM,0.00077,1.37366,6.11902,5.99415,5.86927
NREM,0.00087,1.99805,5.99415,5.86927,5.86927
NREM,0.00061,2.37268,5.99415,5.99415,5.86927
NREM,0.00063,1.99805,6.2439,5.99415,5.99415
NREM,0.0077,0.37463,6.11902,1.1239,0.37463
NREM,0.00054,5.74439,5.99415,5.99415,5.86927
NREM,0.00051,5.74439,5.99415,5.99415,5.86927
NREM,0.00055,5.74439,6.11902,5.99415,5.99415
NREM,0.00058,5.61951,5.99415,5.99415,5.86927
NREM,0.00064,5.74439,6.11902,5.99415,5.99415
NREM,0.00104,2.74732,6.11902,5.99415,5.99415
NREM,0.00072,5.99415,6.11902,6.11902,5.99415
NREM,0.00076,5.99415,6.11902,6.11902,5.99415
NREM,0.0012,4.37073,6.11902,5.99415,5.99415
NREM,0.38529,0.74927,4.49561,2.2478,0.37463
NREM,0.00462,0.49951,5.49463,0.87415,0.37463
NREM,0.00534,0.37463,4.99512,0.99902,0.62439
NREM,0.00372,0.49951,5.86927,1.49854,0.62439
NREM,0.00464,0.62439,4.99512,1.62341,0.62439
NREM,0.00483,0.49951,4.99512,1.24878,0.62439
NREM,0.00497,0.49951,5.12,1.37366,0.49951
NREM,0.00492,0.49951,4.99512,1.49854,0.62439
NREM,0.00448,0.49951,4.99512,1.49854,0.62439
NREM,0.00402,0.49951,5.24488,1.62341,0.24976
NREM,0.04996,0.49951,3.49659,1.1239,0.49951
NREM,0.00852,0.49951,3.9961,0.87415,0.49951
NREM,0.00661,0.49951,4.74537,1.62341,0.49951
NREM,0.0056,0.37463,4.99512,0.99902,0.24976
NREM,0.00369,0.37463,5.12,1.1239,0.49951
NREM,0.00726,0.37463,4.37073,0.99902,0.62439
NREM,0.01452,0.37463,3.62146,0.87415,0.37463
NREM,0.01399,0.49951,3.74634,0.99902,0.49951
NREM,0.00683,0.49951,4.12098,0.99902,0.62439
NREM,0.01532,0.37463,3.9961,0.99902,0.24976
NREM,0.01326,0.37463,3.87122,1.1239,0.37463
NREM,0.009,0.37463,4.49561,0.74927,0.49951
NREM,0.01561,0.49951,3.9961,0.87415,0.49951
NREM,0.00437,0.37463,4.87024,1.24878,0.24976
NREM,0.00326,0.49951,5.61951,1.74829,0.62439
NREM,0.00508,0.49951,4.99512,1.62341,0.24976
NREM,0.00662,0.37463,4.24585,1.1239,0.49951
NREM,0.00761,0.37463,4.24585,1.1239,0.24976
NREM,0.00568,0.37463,4.37073,1.1239,0.49951
NREM,0.00849,0.49951,4.74537,1.24878,0.24976
NREM,0.00901,0.37463,4.37073,0.99902,0.49951
NREM,0.01158,0.49951,3.9961,1.37366,0.49951
NREM,0.00937,0.49951,4.49561,1.1239,0.24976
NREM,0.00781,0.49951,4.12098,0.87415,0.49951
NREM,0.00898,0.37463,4.24585,0.74927,0.49951
NREM,0.00876,0.49951,4.49561,0.99902,0.49951
NREM,0.00688,0.37463,4.24585,0.87415,0.49951
NREM,0.01158,0.62439,4.62049,1.49854,0.62439
NREM,0.00544,0.49951,4.74537,1.24878,0.62439
NREM,0.00809,0.37463,4.24585,1.1239,0.24976
NREM,0.00792,0.37463,4.49561,0.99902,0.49951
NREM,0.00924,0.37463,4.74537,1.1239,0.24976
NREM,0.01046,0.37463,4.87024,1.1239,0.24976
NREM,0.0071,0.37463,4.37073,1.24878,0.24976
NREM,0.01122,0.37463,4.24585,1.1239,0.24976
NREM,0.05834,0.49951,2.74732,1.1239,0.62439
NREM,0.01075,0.37463,4.49561,1.37366,0.24976
NREM,0.01175,0.37463,4.24585,0.87415,0.24976
NREM,0.02039,0.99902,5.86927,1.99805,1.24878
NREM,0.00106,0.99902,6.2439,6.11902,6.11902
NREM,0.00093,1.87317,6.2439,6.11902,6.11902
NREM,0.00094,1.87317,6.2439,6.11902,6.11902
NREM,0.00077,3.37171,6.2439,6.11902,6.11902
NREM,0.00107,1.49854,6.2439,6.11902,6.11902
NREM,0.00082,1.87317,6.2439,6.11902,6.11902
NREM,0.00069,2.49756,6.2439,6.11902,6.11902
NREM,0.00049,0.62439,7.74244,2.62244,0.49951
NREM,0.00078,0.62439,6.74341,2.62244,0.49951
NREM,0.00151,0.74927,6.2439,2.74732,0.37463
NREM,0.00067,0.87415,7.3678,5.36976,0.62439
NREM,0.00466,0.37463,5.99415,1.37366,0.49951
NREM,0.00465,0.37463,5.99415,1.24878,0.37463
NREM,0.00325,0.37463,5.99415,0.87415,0.37463
NREM,0.00368,0.24976,6.2439,1.24878,0.24976
NREM,0.00079,5.61951,5.86927,5.74439,5.74439
NREM,0.00071,5.74439,5.86927,5.86927,5.74439
NREM,0.00078,5.74439,5.99415,5.86927,5.86927
NREM,0.0008,5.61951,5.86927,5.86927,5.74439
NREM,0.00103,5.61951,5.86927,5.86927,5.86927
NREM,0.34772,0.87415,5.99415,2.62244,0.99902
NREM,0.01495,0.24976,3.37171,0.62439,0.37463
NREM,0.00515,0.37463,5.61951,0.87415,0.24976
NREM,0.00306,0.37463,5.74439,1.24878,0.37463
NREM,0.00303,0.37463,6.36878,1.1239,0.37463
NREM,0.00279,0.49951,5.99415,1.99805,0.24976
NREM,0.00357,0.37463,5.49463,1.74829,0.37463
NREM,0.00187,0.49951,6.11902,1.74829,0.49951
NREM,0.00281,0.49951,6.11902,1.87317,0.37463
NREM,0.00228,0.37463,6.2439,2.2478,0.37463
NREM,0.03625,0.49951,2.62244,0.74927,0.37463
NREM,0.00253,0.49951,5.86927,1.99805,0.24976
NREM,0.00388,0.37463,5.49463,1.49854,0.37463
NREM,0.00344,0.37463,5.36976,1.62341,0.37463
NREM,0.00447,0.62439,5.36976,1.87317,0.62439
NREM,0.0028,0.49951,5.49463,1.87317,0.49951
NREM,0.00745,0.37463,5.24488,1.24878,0.49951
NREM,0.01326,0.49951,3.9961,1.1239,0.62439
NREM,0.01227,0.49951,3.9961,0.99902,0.49951
NREM,0.01369,0.49951,4.12098,0.99902,0.49951
NREM,0.22753,0.49951,3.74634,0.87415,0.49951
NREM,0.00131,0.37463,6.86829,1.87317,0.24976
NREM,0.00168,0.37463,6.86829,2.37268,0.24976
NREM,0.00262,0.49951,5.36976,2.2478,0.24976
NREM,0.0018,0.49951,6.49366,2.12293,0.37463
NREM,0.002,0.49951,6.2439,1.99805,0.49951
REM,0.00192,0.74927,5.24488,2.49756,0.62439
REM,0.00509,0.87415,4.37073,1.99805,0.87415
REM,0.00236,0.49951,4.87024,2.12293,0.49951
REM,0.00713,0.49951,4.24585,1.37366,0.37463
NREM,0.01996,0.62439,3.37171,1.62341,0.24976
REM,0.00179,0.49951,5.61951,1.87317,0.49951
REM,0.00146,0.62439,5.24488,2.2478,0.62439
REM,0.0025,0.74927,5.24488,1.99805,0.49951
REM,0.00251,0.62439,4.99512,1.99805,0.62439
REM,0.0013,0.62439,6.74341,1.99805,0.62439
REM,0.00066,0.87415,6.49366,2.99707,0.62439
REM,0.00109,0.49951,6.86829,2.12293,0.49951
REM,0.00119,0.62439,6.36878,2.62244,0.37463
REM,0.00133,0.87415,5.61951,2.49756,0.62439
REM,0.00227,0.74927,5.24488,1.87317,0.49951
REM,0.00141,0.49951,6.74341,2.12293,0.62439
REM,0.0032,0.74927,5.24488,1.74829,0.74927
