Sleep_Stage,MeanP_Delta_O2,MedianF_Delta_O2,MeanF_Delta_O2,Spectral Edge_Delta_O2,PeakF_Delta_O2
NREM,0.00058,0.87415,7.3678,3.24683,0.62439
NREM,0.00056,0.74927,7.49268,3.49659,0.37463
NREM,0.0008,1.1239,6.86829,3.74634,0.37463
NREM,0.0009,0.99902,7.61756,3.24683,0.49951
NREM,0.00074,0.99902,6.2439,3.12195,0.37463
NREM,0.00094,0.87415,6.36878,3.12195,0.49951
NREM,0.00074,1.1239,6.61854,3.62146,0.87415
NREM,0.00073,1.24878,6.36878,3.24683,0.49951
NREM,0.00069,1.24878,6.74341,3.74634,0.74927
NREM,0.00084,0.87415,7.74244,3.37171,0.37463
NREM,0.00073,0.74927,7.24293,2.99707,0.74927
NREM,0.00093,0.74927,7.86732,3.12195,0.49951
NREM,0.00058,1.1239,7.11805,3.62146,0.49951
NREM,0.00094,1.24878,6.36878,3.49659,0.74927
NREM,0.00062,0.87415,7.49268,3.74634,0.49951
NREM,0.00068,1.24878,6.86829,3.87122,0.49951
NREM,0.00071,1.1239,7.11805,3.62146,0.49951
NREM,0.00104,0.87415,6.49366,3.24683,0.37463
NREM,0.00134,0.87415,6.49366,2.37268,0.87415
NREM,0.0008,0.87415,6.49366,3.49659,0.74927
NREM,0.00092,1.1239,7.24293,3.62146,0.62439
NREM,0.00103,0.99902,6.49366,3.49659,0.99902
NREM,0.00117,0.74927,7.3678,2.74732,0.49951
NREM,0.00058,0.74927,7.9922,3.24683,0.62439
NREM,0.00059,1.24878,7.3678,3.74634,0.62439
NREM,0.00094,1.1239,6.99317,3.49659,0.62439
NREM,0.00073,1.24878,7.49268,3.12195,0.62439
NREM,0.0006,0.74927,7.61756,3.49659,0.62439
NREM,0.00097,0.87415,6.99317,3.49659,0.62439
NREM,0.0007,1.24878,6.86829,3.74634,0.99902
NREM,0.0007,0.99902,7.49268,3.49659,0.87415
NREM,0.00091,0.87415,6.49366,3.49659,0.37463
NREM,0.00069,1.24878,6.61854,3.74634,0.49951
NREM,0.00058,1.74829,6.86829,3.87122,0.62439
NREM,0.0008,1.1239,6.49366,3.37171,0.62439
NREM,0.00059,1.37366,6.61854,3.87122,0.49951
NREM,0.00081,1.24878,6.61854,3.37171,0.99902
NREM,0.00076,1.37366,6.36878,3.87122,0.49951
NREM,0.0007,1.24878,6.61854,3.74634,0.62439
NREM,0.00074,1.1239,6.99317,3.87122,0.74927
NREM,0.00048,1.24878,7.11805,3.74634,0.49951
NREM,0.00064,1.1239,6.74341,3.74634,1.1239
NREM,0.00071,1.1239,6.36878,3.87122,0.99902
NREM,0.00051,0.87415,7.24293,3.49659,0.62439
NREM,0.00046,1.62341,6.99317,4.24585,1.1239
NREM,0.00063,1.24878,6.86829,3.74634,1.1239
NREM,0.00055,1.1239,7.86732,3.62146,0.49951
NREM,0.00064,1.1239,6.49366,3.49659,0.37463
NREM,0.00068,1.37366,6.61854,3.74634,0.49951
NREM,0.00074,1.62341,6.49366,3.87122,1.1239
NREM,0.00078,1.1239,6.86829,3.87122,0.62439
NREM,0.00077,1.24878,6.86829,4.12098,0.99902
NREM,0.00067,1.1239,6.74341,3.74634,0.62439
NREM,0.00061,1.37366,7.24293,3.87122,1.1239
NREM,0.00092,1.24878,6.49366,3.87122,0.74927
NREM,0.00075,1.24878,6.74341,3.9961,1.1239
NREM,0.00079,1.1239,6.49366,4.12098,0.87415
NREM,0.00081,1.37366,6.61854,3.87122,1.1239
NREM,0.00087,1.1239,6.86829,3.62146,0.87415
NREM,0.0007,1.49854,6.49366,3.9961,0.37463
NREM,0.001,1.24878,6.36878,3.87122,0.74927
NREM,0.00102,1.1239,6.61854,3.62146,0.99902
NREM,0.00107,1.24878,6.49366,3.9961,0.49951
NREM,0.00106,1.24878,6.36878,3.49659,0.49951
NREM,0.00112,1.1239,6.61854,3.74634,0.49951
NREM,0.00106,1.37366,6.74341,3.9961,0.62439
NREM,0.00108,1.24878,6.49366,3.62146,0.62439
NREM,0.0014,0.99902,6.49366,3.24683,1.1239
NREM,0.00113,1.1239,6.36878,3.62146,1.1239
NREM,0.00147,1.1239,6.49366,3.24683,0.49951
NREM,0.00136,1.24878,6.11902,3.62146,0.87415
NREM,0.00103,0.99902,6.49366,3.62146,0.87415
NREM,0.00164,1.1239,6.11902,3.37171,0.87415
NREM,0.00145,1.24878,5.99415,3.12195,1.1239
NREM,0.00154,1.1239,5.99415,2.99707,1.1239
NREM,0.00163,0.99902,5.99415,3.24683,0.99902
NREM,0.00159,1.1239,5.61951,2.99707,0.49951
NREM,0.00186,0.87415,5.74439,2.8722,0.87415
NREM,0.00153,1.1239,5.99415,3.24683,0.62439
NREM,0.00226,0.99902,5.74439,2.74732,0.74927
NREM,0.00194,0.99902,5.74439,3.24683,1.1239
NREM,0.00156,0.99902,5.99415,3.24683,0.49951
NREM,0.00213,0.87415,5.49463,2.74732,0.87415
NREM,0.00227,0.99902,5.74439,2.99707,0.74927
NREM,0.00174,1.1239,5.61951,3.12195,0.74927
NREM,0.00239,0.99902,5.61951,2.8722,0.74927
NREM,0.00185,0.87415,5.99415,2.99707,0.62439
NREM,0.002,0.99902,5.74439,3.12195,0.62439
NREM,0.00221,0.74927,5.61951,2.8722,0.62439
NREM,0.00281,0.99902,5.24488,2.74732,0.62439
NREM,0.00196,0.99902,5.61951,2.99707,0.87415
NREM,0.00228,0.87415,5.61951,2.99707,0.99902
NREM,0.00206,0.99902,5.49463,2.99707,0.87415
NREM,0.00253,0.87415,5.49463,2.62244,0.62439
NREM,0.00235,0.87415,5.36976,2.99707,0.99902
NREM,0.00191,1.1239,5.74439,3.12195,1.24878
NREM,0.00197,1.1239,5.49463,2.99707,0.74927
NREM,0.00239,0.87415,5.74439,2.62244,0.62439
NREM,0.00253,0.99902,5.24488,2.37268,0.99902
NREM,0.00253,0.87415,5.61951,2.49756,0.62439
NREM,0.00165,1.1239,5.61951,3.37171,0.62439
NREM,0.0022,0.87415,5.74439,2.8722,0.74927
NREM,0.00224,1.1239,5.61951,2.8722,1.24878
NREM,0.00328,0.87415,5.12,2.37268,0.62439
NREM,0.00243,0.99902,5.49463,2.8722,0.62439
NREM,0.00263,1.1239,5.36976,2.74732,1.37366
NREM,0.00315,0.87415,4.87024,2.49756,0.62439
NREM,0.00235,0.99902,5.49463,2.62244,0.99902
NREM,0.00269,0.87415,5.24488,2.74732,0.49951
NREM,0.00258,0.99902,5.36976,2.99707,0.99902
NREM,0.00257,0.99902,5.74439,2.74732,0.49951
NREM,0.00349,0.74927,5.12,2.2478,0.74927
NREM,0.00206,0.99902,5.36976,2.49756,0.62439
NREM,0.00183,0.99902,5.86927,3.24683,0.49951
NREM,0.00287,0.87415,5.36976,2.49756,0.62439
NREM,0.0024,0.87415,5.24488,2.37268,0.87415
NREM,0.00212,0.87415,5.61951,2.8722,0.62439
NREM,0.00277,0.87415,5.24488,2.62244,0.74927
NREM,0.00197,0.87415,5.99415,2.8722,0.62439
NREM,0.00263,0.87415,5.49463,2.62244,0.62439
NREM,0.00261,0.87415,5.36976,2.8722,0.62439
NREM,0.00243,0.87415,5.74439,2.49756,0.74927
NREM,0.00234,0.87415,5.49463,2.49756,0.99902
NREM,0.00185,0.99902,5.74439,2.99707,0.49951
NREM,0.00252,0.87415,5.61951,2.49756,0.87415
NREM,0.00396,0.62439,5.74439,2.2478,0.62439
NREM,0.00181,0.99902,6.74341,3.12195,0.99902
NREM,0.00129,1.1239,6.61854,3.62146,1.1239
NREM,0.00111,1.24878,6.61854,3.87122,0.99902
NREM,0.00115,1.24878,6.74341,3.49659,0.62439
NREM,0.00132,0.99902,6.74341,3.37171,0.74927
NREM,0.00134,1.24878,6.49366,3.37171,0.99902
NREM,0.00129,0.99902,6.74341,3.74634,0.49951
REM,0.00077,1.49854,6.99317,4.24585,1.62341
REM,0.00098,0.87415,6.74341,3.37171,0.62439
REM,0.00054,1.1239,7.49268,4.12098,0.37463
REM,0.00064,1.1239,6.61854,3.62146,0.62439
REM,0.00181,0.99902,5.49463,2.12293,0.49951
REM,0.00047,0.74927,6.99317,3.37171,0.37463
REM,0.00055,0.74927,7.11805,3.37171,0.37463
REM,0.00053,0.74927,7.11805,3.24683,0.37463
REM,0.00067,0.99902,6.36878,3.24683,0.87415
REM,0.00068,0.87415,7.49268,3.74634,0.49951
REM,0.00086,0.62439,6.99317,2.99707,0.49951
REM,0.00053,0.99902,6.49366,2.99707,0.49951
REM,0.00064,0.74927,6.61854,2.99707,0.62439
REM,0.00061,0.74927,7.11805,2.49756,0.37463
REM,0.00055,0.99902,6.74341,3.12195,0.37463
REM,0.00067,0.87415,6.86829,2.99707,0.74927
REM,0.00059,0.87415,6.11902,2.8722,0.49951
REM,0.00059,0.74927,6.74341,2.99707,0.62439
REM,0.00185,0.99902,6.11902,1.87317,0.99902
REM,0.00072,0.74927,6.2439,2.62244,0.49951
REM,0.0006,0.74927,6.49366,2.8722,0.74927
REM,0.00049,0.74927,6.61854,3.12195,0.62439
REM,0.00066,0.62439,6.99317,2.62244,0.37463
REM,0.00073,0.74927,6.36878,2.49756,0.49951
REM,0.00054,0.99902,6.2439,2.99707,0.99902
REM,0.0008,0.62439,7.3678,2.37268,0.37463
REM,0.00073,0.62439,6.74341,2.37268,0.49951
REM,0.00056,0.87415,6.74341,2.99707,0.87415
REM,0.00074,0.62439,6.74341,2.62244,0.49951
REM,0.00067,0.62439,7.61756,2.74732,0.62439
REM,0.00043,0.87415,6.86829,3.24683,0.37463
REM,0.0005,0.87415,6.86829,2.99707,0.62439
REM,0.00044,1.1239,6.74341,3.37171,0.49951
REM,0.00051,0.87415,6.36878,2.99707,0.49951
REM,0.0012,0.74927,6.61854,2.37268,0.87415
REM,0.00047,0.74927,7.3678,3.49659,0.62439
REM,0.00088,0.62439,6.2439,2.49756,0.49951
REM,0.00073,0.62439,6.74341,2.62244,0.37463
REM,0.00043,0.87415,7.24293,3.12195,0.99902
REM,0.00068,0.74927,5.99415,2.74732,0.74927
REM,0.00045,0.87415,7.9922,3.12195,0.62439
REM,0.00088,0.62439,6.61854,2.62244,0.49951
REM,0.00044,0.99902,7.11805,3.49659,0.49951
REM,0.00047,1.1239,6.99317,3.62146,0.87415
REM,0.0004,0.99902,6.74341,3.12195,0.74927
REM,0.00083,0.74927,7.61756,2.62244,0.37463
REM,0.00035,1.24878,7.11805,3.74634,0.37463
REM,0.00071,0.74927,8.86634,5.12,0.37463
REM,0.0011,0.49951,7.61756,2.49756,0.49951
REM,0.00088,0.62439,6.61854,2.99707,0.37463
REM,0.0007,0.74927,7.24293,2.99707,0.62439
REM,0.00058,0.62439,6.86829,3.24683,0.37463
REM,0.00056,0.99902,6.74341,3.37171,0.49951
REM,0.0004,0.74927,7.61756,3.49659,0.49951
REM,0.00077,0.62439,6.86829,2.49756,0.49951
REM,0.00055,0.74927,6.86829,3.37171,0.49951
NREM,0.00086,0.62439,7.49268,2.37268,0.62439
NREM,0.00046,0.99902,6.99317,3.74634,0.49951
REM,0.00086,0.62439,6.74341,3.24683,0.37463
REM,0.00063,0.74927,6.11902,2.8722,0.62439
REM,0.00098,0.62439,6.36878,2.2478,0.49951
NREM,0.0005,0.74927,7.86732,3.49659,0.49951
REM,0.00087,0.62439,6.49366,2.62244,0.37463
REM,0.00093,0.74927,5.86927,2.37268,0.87415
REM,0.00035,0.99902,8.49171,3.87122,0.37463
REM,0.00041,0.99902,7.11805,3.24683,1.1239
REM,0.0005,0.74927,6.99317,3.24683,0.49951
NREM,0.00336,0.62439,5.61951,1.37366,0.62439
NREM,0.00051,0.99902,7.74244,3.74634,0.37463
NREM,0.00063,0.62439,7.9922,3.37171,0.49951
NREM,0.00058,0.99902,7.11805,3.49659,0.49951
NREM,0.0005,0.99902,7.49268,3.49659,0.62439
NREM,0.00082,0.74927,6.61854,3.12195,0.62439
NREM,0.00149,0.62439,8.24195,1.87317,0.49951
NREM,0.00041,1.49854,7.86732,4.24585,0.37463
NREM,0.00115,0.87415,7.86732,2.2478,0.37463
NREM,0.00058,0.99902,7.74244,3.9961,0.62439
NREM,0.00054,0.99902,7.9922,3.74634,0.37463
NREM,0.0005,0.99902,7.61756,3.9961,0.74927
NREM,0.00059,0.99902,7.86732,3.62146,0.49951
NREM,0.00045,1.24878,7.9922,4.37073,0.87415
NREM,0.00066,0.99902,6.61854,3.49659,0.74927
NREM,0.00101,0.74927,8.11707,2.74732,0.74927
NREM,0.00062,0.62439,7.9922,2.8722,0.49951
NREM,0.00092,0.87415,6.74341,3.12195,0.74927
NREM,0.00075,1.1239,6.74341,3.49659,0.99902
NREM,0.00055,0.99902,7.86732,3.62146,0.37463
NREM,0.00073,0.87415,7.74244,3.12195,0.87415
NREM,0.00069,0.74927,6.49366,3.12195,0.49951
NREM,0.0007,0.74927,7.86732,2.99707,0.74927
NREM,0.00091,1.1239,6.49366,3.24683,0.49951
NREM,0.00044,1.1239,7.74244,3.49659,0.99902
NREM,0.00065,0.99902,8.24195,3.37171,0.87415
NREM,0.00069,1.37366,6.61854,3.62146,0.49951
NREM,0.00063,0.87415,8.36683,2.62244,0.62439
NREM,0.00052,0.99902,7.74244,3.24683,0.74927
NREM,0.00064,0.87415,7.61756,2.8722,0.74927
NREM,0.00088,0.87415,6.74341,3.24683,0.74927
NREM,0.00062,0.74927,7.61756,2.74732,0.62439
NREM,0.00091,0.99902,6.2439,2.8722,0.49951
NREM,0.0007,0.99902,6.49366,3.49659,0.74927
NREM,0.00093,0.99902,6.11902,3.24683,0.62439
NREM,0.00093,0.99902,6.49366,3.24683,0.74927
NREM,0.00111,0.87415,5.74439,2.8722,0.49951
NREM,0.00079,1.1239,6.49366,3.49659,0.74927
NREM,0.00107,0.99902,6.11902,3.24683,0.87415
NREM,0.00111,0.87415,6.2439,3.24683,0.87415
NREM,0.00102,0.99902,6.86829,3.12195,0.74927
NREM,0.00088,0.87415,6.61854,3.49659,0.74927
NREM,0.00138,1.1239,5.86927,3.24683,1.24878
NREM,0.00102,0.99902,6.11902,3.62146,0.74927
NREM,0.00127,1.1239,6.11902,2.8722,0.87415
NREM,0.00126,0.99902,6.2439,3.12195,0.74927
NREM,0.00124,0.99902,6.49366,2.8722,0.87415
NREM,0.00136,0.99902,6.2439,2.62244,0.99902
NREM,0.0013,1.1239,6.36878,3.24683,0.74927
NREM,0.00123,1.1239,6.2439,2.99707,0.49951
NREM,0.00158,1.1239,6.2439,2.74732,0.62439
NREM,0.00127,0.74927,6.49366,3.12195,0.49951
NREM,0.00137,0.99902,6.36878,2.99707,1.1239
NREM,0.00134,0.99902,6.2439,2.8722,0.87415
NREM,0.00128,1.1239,6.36878,3.37171,1.24878
NREM,0.00147,0.99902,6.49366,2.74732,0.74927
NREM,0.00158,0.99902,6.2439,2.74732,0.99902
NREM,0.00219,0.87415,5.74439,2.74732,0.87415
NREM,0.00185,0.99902,6.2439,2.62244,1.1239
NREM,0.00164,0.87415,5.49463,2.62244,0.62439
NREM,0.00155,0.99902,5.86927,2.99707,0.74927
NREM,0.00181,0.87415,5.74439,2.99707,0.37463
NREM,0.00259,0.49951,7.11805,1.74829,0.37463
NREM,0.00099,0.87415,7.3678,3.62146,0.49951
NREM,0.00104,0.99902,6.49366,3.49659,0.62439
NREM,0.00135,0.99902,6.2439,3.24683,0.87415
NREM,0.00123,0.99902,6.74341,2.99707,0.74927
NREM,0.0013,0.99902,6.2439,2.99707,0.87415
NREM,0.00148,0.87415,6.11902,3.12195,0.87415
NREM,0.00176,0.87415,6.11902,2.99707,0.74927
NREM,0.00205,0.74927,5.99415,2.37268,0.74927
NREM,0.00178,0.99902,6.11902,2.8722,0.87415
NREM,0.00125,0.87415,6.61854,3.37171,0.87415
NREM,0.00171,0.99902,5.86927,2.8722,0.62439
NREM,0.00145,1.1239,6.49366,3.49659,0.74927
NREM,0.00108,1.1239,6.61854,3.49659,1.1239
NREM,0.0013,0.87415,6.61854,3.12195,0.62439
NREM,0.00134,0.99902,6.49366,3.37171,0.62439
NREM,0.00178,0.87415,6.2439,2.99707,0.37463
NREM,0.00164,0.87415,6.49366,2.8722,0.74927
NREM,0.00137,0.99902,6.36878,2.99707,0.74927
NREM,0.00118,0.99902,6.2439,3.24683,0.62439
NREM,0.00169,1.1239,5.74439,2.74732,0.49951
NREM,0.00152,0.87415,6.49366,2.8722,0.62439
NREM,0.00147,0.99902,5.86927,3.12195,0.74927
NREM,0.00122,0.99902,6.36878,3.49659,0.87415
NREM,0.00169,0.99902,5.61951,2.8722,0.62439
NREM,0.00246,0.74927,5.74439,2.12293,0.74927
NREM,0.0027,0.74927,5.36976,2.2478,0.74927
NREM,0.00198,0.87415,5.61951,2.74732,0.87415
NREM,0.00204,0.99902,5.61951,2.49756,0.99902
NREM,0.00189,0.87415,5.49463,2.62244,0.87415
NREM,0.00258,0.74927,5.61951,2.62244,0.62439
NREM,0.00151,0.99902,5.74439,3.12195,0.49951
NREM,0.00179,0.87415,5.74439,2.62244,0.87415
NREM,0.00269,0.74927,5.99415,2.12293,0.62439
NREM,0.00136,0.74927,6.86829,2.8722,0.62439
NREM,0.00099,0.87415,6.99317,3.12195,0.62439
NREM,0.00119,0.87415,6.99317,3.49659,0.74927
NREM,0.00114,0.74927,6.86829,3.24683,0.62439
NREM,0.0009,0.99902,7.11805,3.62146,0.87415
NREM,0.00069,0.87415,7.74244,3.62146,0.62439
NREM,0.00108,0.87415,6.36878,3.37171,0.74927
NREM,0.00102,0.87415,7.3678,2.99707,0.49951
NREM,0.00078,0.99902,7.11805,3.9961,0.99902
NREM,0.00079,0.99902,6.99317,3.37171,0.99902
NREM,0.00065,1.1239,7.11805,3.74634,0.74927
NREM,0.00109,0.74927,7.24293,2.8722,0.74927
NREM,0.00065,0.87415,6.61854,3.62146,0.49951
NREM,0.00139,0.87415,6.74341,3.12195,0.87415
NREM,0.00111,0.99902,6.49366,3.12195,0.99902
NREM,0.00059,1.1239,6.61854,3.62146,0.37463
NREM,0.00098,0.74927,7.49268,3.62146,0.49951
NREM,0.0008,1.1239,6.61854,3.49659,0.49951
NREM,0.00104,1.1239,6.99317,3.24683,0.74927
NREM,0.00077,0.99902,6.49366,3.62146,0.62439
NREM,0.00124,0.62439,7.61756,3.12195,0.49951
NREM,0.00075,0.74927,6.99317,2.74732,0.37463
NREM,0.00089,0.62439,6.99317,3.12195,0.62439
NREM,0.00082,1.24878,6.61854,3.87122,0.49951
NREM,0.00093,0.74927,7.49268,3.37171,0.49951
NREM,0.00059,0.87415,7.24293,3.9961,0.49951
NREM,0.00066,1.1239,6.74341,3.62146,0.62439
NREM,0.00081,0.87415,6.49366,3.24683,0.62439
NREM,0.00062,0.99902,7.24293,3.37171,0.49951
NREM,0.00066,0.99902,6.86829,3.74634,1.1239
NREM,0.00056,0.74927,7.49268,3.37171,0.74927
NREM,0.00087,0.99902,6.74341,3.62146,0.62439
NREM,0.01003,0.49951,3.49659,1.49854,0.37463
NREM,0.00066,0.87415,6.49366,3.24683,0.49951
NREM,0.00061,0.74927,7.49268,3.37171,0.37463
NREM,0.00055,0.87415,6.86829,3.12195,0.62439
NREM,0.0007,0.74927,7.74244,3.87122,0.62439
NREM,0.00064,0.87415,6.61854,3.62146,0.49951
NREM,0.00087,0.74927,7.49268,3.24683,0.49951
NREM,0.0007,0.87415,6.86829,3.37171,0.49951
NREM,0.00072,0.87415,7.3678,3.74634,0.62439
NREM,0.00087,0.62439,6.74341,3.24683,0.37463
NREM,0.00055,0.99902,7.11805,3.62146,0.62439
NREM,0.00077,0.87415,6.61854,3.37171,0.37463
NREM,0.00077,0.99902,7.11805,3.49659,0.62439
NREM,0.00073,1.24878,6.86829,3.49659,0.49951
NREM,0.00108,0.87415,6.2439,2.74732,0.49951
NREM,0.00078,0.87415,6.36878,3.24683,0.62439
NREM,0.00087,0.87415,5.86927,2.8722,0.49951
NREM,0.0006,0.74927,6.99317,3.37171,0.62439
NREM,0.00051,0.74927,7.86732,3.74634,0.37463
NREM,0.00088,0.74927,7.3678,3.24683,0.49951
NREM,0.00091,0.74927,6.74341,2.62244,0.49951
NREM,0.00062,1.37366,7.61756,3.87122,0.49951
NREM,0.0006,0.74927,7.3678,2.8722,0.62439
NREM,0.0007,0.74927,6.86829,3.24683,0.74927
REM,0.00086,0.74927,6.61854,3.24683,0.62439
REM,0.00057,0.74927,5.86927,2.8722,0.49951
NREM,0.0059,0.62439,4.37073,1.24878,0.62439
NREM,0.00072,0.62439,7.24293,2.8722,0.49951
REM,0.00068,0.74927,6.2439,2.99707,0.37463
REM,0.00103,0.74927,6.49366,2.74732,0.87415
NREM,0.00187,0.49951,6.99317,1.49854,0.49951
REM,0.00089,0.62439,6.36878,2.8722,0.37463
NREM,0.00049,0.74927,7.86732,2.8722,0.74927
NREM,0.00065,1.1239,7.11805,3.37171,0.62439
NREM,0.0007,0.62439,7.86732,1.87317,0.37463
NREM,0.00071,0.74927,6.61854,3.37171,0.37463
NREM,0.00047,0.87415,7.9922,3.24683,0.62439
NREM,0.00075,0.99902,6.61854,3.49659,0.62439
NREM,0.00062,0.99902,7.49268,3.24683,0.62439
NREM,0.00047,0.99902,7.74244,4.49561,0.37463
NREM,0.00056,1.1239,7.24293,3.87122,0.62439
NREM,0.00053,1.37366,7.24293,3.87122,0.99902
NREM,0.0006,0.99902,6.86829,3.74634,0.74927
NREM,0.00079,1.1239,6.36878,3.62146,0.37463
NREM,0.00073,0.87415,6.99317,3.24683,0.37463
NREM,0.00062,0.87415,6.86829,3.62146,0.74927
NREM,0.00058,0.87415,6.86829,3.62146,0.49951
NREM,0.00062,0.99902,6.74341,3.62146,0.49951
REM,0.00053,0.99902,6.61854,3.37171,0.62439
REM,0.00055,0.99902,6.86829,3.12195,0.49951
REM,0.00042,1.1239,6.61854,3.62146,0.99902
REM,0.00052,0.74927,6.61854,2.99707,0.24976
REM,0.00048,0.74927,6.61854,2.8722,0.49951
REM,0.0012,0.62439,5.49463,1.87317,0.74927
REM,0.00085,0.87415,5.74439,2.49756,0.87415
REM,0.0012,0.87415,5.36976,2.2478,0.99902
REM,0.00095,0.62439,6.2439,2.2478,0.37463
REM,0.00092,0.62439,6.2439,1.87317,0.62439
NREM,0.00044,0.87415,7.86732,3.74634,0.62439
REM,0.00066,0.99902,6.49366,2.8722,0.87415
REM,0.00061,0.74927,6.61854,2.99707,0.62439
REM,0.00048,0.99902,6.61854,3.49659,0.99902
REM,0.00085,0.87415,6.11902,2.2478,0.62439
REM,0.00087,0.74927,6.11902,2.8722,0.62439
REM,0.00054,0.62439,8.36683,2.74732,0.37463
REM,0.0005,0.87415,7.24293,2.99707,0.37463
REM,0.00038,0.87415,6.99317,2.99707,0.87415
REM,0.00042,0.87415,6.99317,2.99707,0.37463
REM,0.00057,0.74927,6.2439,2.62244,0.62439
REM,0.00043,0.87415,7.9922,3.24683,0.62439
REM,0.00042,0.87415,7.24293,2.99707,0.87415
REM,0.0004,0.87415,6.99317,3.37171,0.49951
REM,0.00057,0.87415,6.2439,2.8722,0.49951
REM,0.00069,0.74927,6.11902,2.2478,0.49951
REM,0.00084,0.74927,5.99415,2.12293,0.49951
REM,0.00106,0.87415,5.24488,2.37268,0.49951
REM,0.00065,0.87415,6.61854,2.62244,0.62439
REM,0.00044,0.87415,7.61756,2.99707,0.74927
REM,0.00032,0.99902,7.86732,4.24585,0.74927
NREM,0.00044,0.87415,8.11707,3.74634,0.49951
NREM,0.00043,0.99902,7.11805,3.62146,0.37463
NREM,0.00062,0.74927,7.74244,3.74634,0.62439
NREM,0.00055,0.87415,7.49268,3.87122,0.37463
REM,0.00041,1.1239,7.11805,3.9961,0.49951
REM,0.00047,0.87415,6.86829,3.49659,0.87415
REM,0.00032,0.99902,8.36683,3.62146,0.37463
NREM,0.00128,0.99902,8.74146,4.24585,0.99902
NREM,0.00219,0.99902,7.61756,4.12098,0.49951
NREM,0.00233,1.1239,6.86829,3.9961,0.99902
NREM,0.00206,0.99902,6.86829,3.9961,0.99902
NREM,0.00183,1.1239,7.86732,4.12098,0.99902
NREM,0.00174,1.1239,6.99317,3.9961,0.99902
NREM,0.0016,1.24878,7.11805,4.12098,0.99902
NREM,0.00161,1.1239,6.61854,4.24585,0.99902
NREM,0.00119,1.62341,7.11805,4.37073,1.1239
NREM,0.00304,0.99902,6.11902,3.37171,1.1239
NREM,0.00281,0.99902,7.74244,3.49659,1.1239
NREM,0.00184,1.37366,7.61756,4.24585,0.37463
NREM,0.00256,1.1239,7.74244,4.12098,1.1239
NREM,0.00193,1.1239,7.24293,4.24585,0.99902
NREM,0.00384,1.37366,5.36976,3.24683,1.1239
NREM,0.00251,1.1239,6.74341,3.9961,0.99902
NREM,0.00458,1.1239,5.49463,3.24683,1.1239
NREM,0.00192,1.49854,7.11805,4.24585,1.1239
NREM,0.00222,1.49854,6.11902,4.12098,0.49951
NREM,0.00305,1.1239,6.2439,3.49659,1.1239
NREM,0.00295,1.1239,7.11805,3.87122,0.62439
NREM,0.00212,1.24878,6.61854,4.24585,0.37463
NREM,0.00223,1.1239,6.61854,4.12098,0.99902
NREM,0.00422,1.1239,5.49463,3.24683,1.1239
NREM,0.00213,0.99902,6.61854,4.12098,0.74927
NREM,0.00167,1.1239,6.86829,3.74634,1.1239
NREM,0.42537,0.62439,3.24683,1.24878,0.49951
NREM,0.01219,0.62439,5.12,2.62244,0.37463
NREM,0.00207,1.24878,6.2439,3.62146,1.1239
NREM,0.00246,1.24878,6.49366,3.62146,0.62439
NREM,0.00199,1.24878,6.36878,4.12098,1.1239
NREM,0.00235,1.1239,6.36878,3.9961,1.1239
NREM,0.00167,1.49854,6.61854,4.49561,0.99902
NREM,0.26118,0.87415,3.87122,2.37268,0.74927
NREM,0.00139,1.1239,7.11805,4.49561,0.49951
NREM,0.00196,0.99902,6.74341,3.74634,0.49951
NREM,0.0016,1.24878,6.74341,4.24585,0.99902
NREM,0.01708,0.87415,4.49561,1.74829,0.62439
NREM,0.00152,1.49854,6.49366,4.24585,1.1239
NREM,0.00159,1.37366,6.36878,3.9961,1.1239
NREM,0.36122,0.74927,4.12098,2.37268,0.74927
NREM,0.00778,0.62439,5.24488,2.12293,0.49951
NREM,0.00579,1.24878,5.74439,2.8722,1.24878
NREM,0.00377,1.24878,5.49463,3.37171,1.1239
NREM,0.00329,0.87415,5.74439,3.24683,0.74927
NREM,0.28716,1.1239,4.87024,2.37268,1.1239
NREM,0.02502,0.62439,4.99512,2.37268,0.49951
NREM,0.00293,1.24878,5.99415,3.62146,0.87415
NREM,0.00295,1.24878,6.11902,3.74634,0.74927
NREM,0.0351,1.24878,4.24585,2.2478,1.1239
NREM,0.00459,0.99902,5.36976,2.99707,0.99902
NREM,0.50663,0.87415,3.9961,1.49854,0.99902
NREM,0.00477,0.49951,5.74439,2.37268,0.24976
NREM,0.01554,0.62439,4.74537,1.74829,0.62439
NREM,0.01803,0.87415,4.24585,1.62341,0.74927
NREM,0.00521,0.12488,5.99415,2.2478,0.12488
NREM,0.00399,1.24878,5.61951,3.24683,0.62439
NREM,0.00202,1.1239,6.2439,3.62146,0.99902
NREM,0.00345,0.87415,5.74439,3.12195,0.99902
NREM,0.00177,0.99902,6.2439,3.9961,0.99902
NREM,0.00228,1.1239,6.74341,3.62146,0.99902
NREM,0.00158,1.37366,6.36878,4.37073,0.99902
NREM,0.00601,0.99902,5.24488,2.62244,0.62439
NREM,0.00368,1.24878,5.74439,3.37171,0.99902
NREM,0.00438,0.87415,5.24488,2.74732,0.62439
NREM,0.00271,1.1239,5.99415,3.87122,0.87415
NREM,0.00317,1.1239,5.74439,3.49659,1.1239
NREM,0.50071,0.49951,4.49561,1.74829,0.37463
NREM,0.00249,0.99902,6.2439,3.62146,0.49951
NREM,0.00264,0.99902,5.61951,3.62146,0.87415
