Sleep_Stage,MeanP_Alpha_O2,MedianF_Alpha_O2,MeanF_Alpha_O2,Spectral Edge_Alpha_O2,PeakF_Alpha_O2
NREM,0.00046,8.24195,14.86049,14.11122,5.86927
NREM,0.00052,9.1161,15.36,14.86049,4.87024
NREM,0.00045,8.86634,16.23415,15.36,7.86732
NREM,0.00057,8.24195,14.36098,13.23707,7.9922
NREM,0.00061,10.48976,17.10829,16.85854,10.61463
NREM,0.00056,10.36488,16.10927,15.36,10.48976
NREM,0.0003,9.1161,17.10829,16.23415,9.1161
NREM,0.00039,8.99122,15.85951,14.98537,8.99122
NREM,0.00042,8.61659,15.85951,14.86049,9.61561
NREM,0.00038,8.61659,15.73463,14.86049,7.11805
NREM,0.00052,8.61659,15.36,14.48585,7.24293
NREM,0.00045,8.99122,15.36,14.48585,8.49171
NREM,0.00054,7.61756,14.86049,13.73659,5.24488
NREM,0.00047,8.86634,15.36,14.61073,8.11707
NREM,0.00029,9.99024,17.35805,16.60878,10.36488
NREM,0.00039,10.24,17.23317,16.4839,10.61463
NREM,0.00042,10.73951,15.98439,15.36,10.86439
NREM,0.00078,10.36488,15.60976,14.48585,10.48976
NREM,0.00032,9.86537,16.10927,15.48488,10.11512
NREM,0.0004,8.11707,16.10927,15.23512,8.24195
NREM,0.00042,7.86732,15.11024,14.36098,6.2439
NREM,0.00052,7.74244,14.73561,13.98634,4.99512
NREM,0.0006,9.74049,16.60878,16.10927,9.86537
NREM,0.00041,8.36683,15.48488,14.61073,9.74049
NREM,0.00048,8.11707,15.48488,14.86049,7.74244
NREM,0.00044,8.36683,15.48488,13.98634,8.24195
NREM,0.00042,8.36683,15.85951,14.98537,4.12098
NREM,0.00051,8.36683,14.86049,14.36098,5.61951
NREM,0.00041,8.36683,15.98439,14.86049,6.49366
NREM,0.00053,9.86537,16.35902,15.85951,10.61463
NREM,0.00049,8.86634,15.73463,14.48585,5.86927
NREM,0.00061,10.11512,15.60976,14.48585,10.61463
NREM,0.00054,9.61561,14.86049,13.73659,10.11512
NREM,0.00045,8.61659,14.98537,14.36098,7.86732
NREM,0.00042,7.86732,14.86049,13.48683,6.61854
NREM,0.0005,7.9922,14.73561,13.73659,7.3678
NREM,0.00048,7.74244,14.36098,13.61171,7.3678
NREM,0.0006,7.74244,14.2361,12.73756,5.99415
NREM,0.00045,7.86732,15.23512,14.61073,6.61854
NREM,0.00062,7.74244,13.98634,12.98732,7.61756
NREM,0.00065,7.61756,14.36098,13.98634,6.2439
NREM,0.0006,8.11707,13.86146,13.1122,5.36976
NREM,0.00059,7.86732,14.11122,12.4878,5.12
NREM,0.00066,7.86732,14.61073,14.11122,7.24293
NREM,0.00078,7.24293,14.11122,12.73756,5.36976
NREM,0.00067,7.61756,14.36098,12.98732,5.49463
NREM,0.00078,7.61756,14.2361,12.98732,4.99512
NREM,0.00049,9.24098,16.35902,15.85951,6.2439
NREM,0.00031,9.86537,17.23317,16.73366,7.74244
NREM,0.00033,8.49171,16.35902,15.11024,6.61854
REM,0.00036,11.48878,17.85756,17.73268,9.1161
REM,0.00021,9.49073,16.73366,15.98439,12.61268
REM,0.00034,10.11512,16.85854,16.60878,6.74341
REM,0.00017,10.48976,18.35707,18.10732,6.49366
REM,0.00037,9.74049,16.35902,15.60976,9.74049
REM,0.00023,9.36585,17.73268,17.10829,9.36585
REM,0.00018,9.49073,17.23317,15.98439,9.99024
REM,0.00024,9.99024,17.73268,17.10829,9.1161
REM,0.0002,9.49073,17.35805,16.4839,6.61854
REM,0.00034,10.98927,18.35707,18.35707,8.99122
REM,0.00061,9.86537,17.23317,16.98341,9.61561
REM,0.00025,8.74146,16.73366,15.73463,5.36976
REM,0.00019,9.61561,18.35707,17.85756,10.48976
REM,0.00021,9.74049,17.23317,16.60878,5.86927
REM,0.00085,9.49073,15.48488,14.36098,9.61561
REM,0.00055,9.61561,16.98341,16.35902,9.36585
REM,0.00019,8.11707,16.23415,15.23512,6.61854
REM,0.00074,9.74049,16.4839,16.10927,9.61561
REM,0.00019,9.36585,17.48293,16.60878,9.1161
REM,0.0002,11.11415,18.10732,17.98244,9.86537
REM,0.00017,9.86537,17.48293,17.35805,10.24
REM,0.00025,9.49073,16.35902,15.85951,9.49073
REM,0.00018,9.49073,16.73366,15.73463,5.86927
REM,0.00017,8.49171,17.10829,15.60976,6.86829
REM,0.00017,9.36585,17.35805,16.35902,6.99317
REM,0.00024,8.86634,16.98341,15.73463,9.99024
REM,0.00018,9.61561,17.6078,17.23317,7.74244
REM,0.00017,9.49073,17.35805,16.85854,6.2439
REM,0.00015,8.74146,16.98341,15.98439,7.24293
REM,0.00018,9.61561,16.98341,16.10927,8.24195
REM,0.00017,9.1161,16.4839,15.36,9.49073
REM,0.00026,10.24,16.85854,16.60878,9.74049
REM,0.00021,8.99122,16.35902,15.60976,5.61951
REM,0.00014,9.36585,17.10829,16.10927,7.61756
REM,0.00014,9.36585,17.6078,16.85854,5.24488
REM,0.00015,8.74146,17.6078,16.60878,7.11805
REM,0.00016,8.74146,17.23317,16.35902,6.2439
REM,0.00066,9.86537,15.23512,13.98634,10.61463
REM,0.0002,9.74049,16.98341,16.35902,8.61659
REM,0.00017,8.86634,16.98341,15.98439,8.36683
REM,0.00057,10.48976,20.85463,20.72976,10.24
REM,0.00014,8.99122,17.35805,16.35902,6.2439
REM,0.00027,8.86634,16.85854,16.23415,11.48878
REM,0.00031,8.86634,16.85854,15.60976,6.49366
REM,0.00026,8.61659,16.85854,15.60976,5.86927
REM,0.0003,8.86634,16.23415,15.36,6.99317
REM,0.00023,8.36683,16.60878,15.36,6.36878
REM,0.00019,8.86634,16.98341,15.85951,5.24488
REM,0.00032,9.36585,15.85951,14.73561,9.86537
REM,0.00017,8.86634,16.73366,15.73463,6.61854
REM,0.00016,9.1161,17.73268,16.4839,5.99415
REM,0.00026,9.1161,17.10829,16.4839,6.11902
REM,0.00027,8.74146,17.10829,16.23415,4.99512
REM,0.00026,8.99122,16.85854,15.73463,5.24488
REM,0.00017,9.24098,17.23317,16.35902,6.99317
REM,0.00017,9.24098,17.73268,16.98341,8.11707
REM,0.00038,8.74146,16.85854,15.60976,9.86537
REM,0.00024,8.24195,15.85951,14.36098,5.49463
REM,0.00034,10.61463,17.85756,17.35805,11.23902
REM,0.00017,9.24098,16.98341,15.98439,6.74341
REM,0.00021,8.36683,16.23415,15.36,6.49366
REM,0.00034,7.9922,15.73463,14.36098,6.11902
REM,0.00026,8.24195,16.23415,14.86049,6.2439
REM,0.00033,8.86634,15.98439,14.98537,9.1161
REM,0.00017,8.86634,16.98341,15.85951,5.74439
REM,0.00022,10.73951,17.10829,16.73366,11.61366
REM,0.00075,11.3639,16.73366,16.4839,11.3639
REM,0.00019,9.99024,16.85854,16.10927,10.61463
REM,0.00017,9.49073,16.98341,16.10927,10.48976
REM,0.00029,7.9922,15.98439,14.86049,7.11805
REM,0.00023,8.49171,17.10829,15.98439,5.12
REM,0.00016,9.86537,17.98244,17.73268,9.61561
REM,0.00017,8.74146,16.60878,15.48488,7.9922
REM,0.00031,7.9922,16.10927,14.36098,6.2439
REM,0.00015,8.49171,16.23415,14.98537,6.61854
REM,0.00015,8.86634,16.10927,15.23512,7.24293
REM,0.00144,10.24,17.10829,16.23415,10.11512
REM,0.0004,7.49268,15.85951,14.61073,6.86829
REM,0.00027,8.24195,16.73366,15.48488,6.36878
REM,0.0002,9.49073,16.85854,15.85951,10.48976
REM,0.00038,9.61561,16.10927,15.48488,10.24
REM,0.00034,8.86634,16.4839,15.85951,8.99122
REM,0.00043,9.1161,16.73366,15.85951,8.61659
REM,0.00038,9.36585,16.35902,15.23512,9.61561
REM,0.00047,8.11707,14.86049,13.73659,5.74439
REM,0.00031,8.36683,16.4839,15.23512,4.74537
REM,0.00037,7.86732,15.36,14.11122,7.9922
REM,0.00026,7.74244,16.10927,14.86049,5.61951
REM,0.00053,9.99024,17.73268,17.10829,9.86537
NREM,0.00055,7.9922,14.11122,12.86244,7.49268
NREM,0.00086,10.11512,15.36,14.2361,10.36488
NREM,0.00047,7.9922,15.60976,14.48585,5.74439
NREM,0.00043,7.61756,15.23512,14.48585,7.49268
NREM,0.00054,8.36683,15.98439,14.98537,5.61951
NREM,0.00089,9.86537,15.98439,15.11024,10.73951
NREM,0.00061,7.61756,14.73561,13.23707,5.24488
NREM,0.00065,9.61561,14.36098,13.36195,9.86537
NREM,0.00067,7.74244,14.11122,13.1122,6.74341
NREM,0.00068,8.24195,14.48585,13.98634,8.24195
NREM,0.00063,8.36683,14.73561,13.86146,5.99415
NREM,0.00078,8.11707,14.48585,13.61171,6.74341
NREM,0.00047,8.49171,15.60976,14.86049,8.61659
NREM,0.00064,7.86732,14.73561,13.61171,7.74244
NREM,0.00072,8.11707,14.48585,13.73659,7.49268
NREM,0.00073,7.61756,13.98634,13.1122,7.3678
NREM,0.00065,7.9922,14.48585,13.23707,6.86829
NREM,0.00061,8.49171,14.61073,13.61171,8.86634
NREM,0.00094,8.49171,14.2361,13.61171,8.74146
NREM,0.00074,7.74244,13.73659,12.73756,7.11805
NREM,0.00078,7.61756,13.86146,12.4878,7.3678
NREM,0.00073,8.11707,14.61073,14.11122,7.24293
NREM,0.00073,7.86732,13.98634,13.23707,7.11805
NREM,0.0008,7.24293,13.98634,12.86244,6.86829
NREM,0.00076,7.61756,14.86049,13.48683,7.49268
NREM,0.0008,8.49171,14.48585,13.48683,7.61756
NREM,0.00077,7.49268,14.36098,13.98634,6.49366
NREM,0.0006,8.11707,14.73561,13.98634,7.74244
NREM,0.00064,8.24195,13.98634,12.61268,7.9922
NREM,0.00068,8.11707,13.98634,12.98732,6.61854
NREM,0.00074,7.74244,14.2361,12.73756,7.3678
NREM,0.00078,7.86732,13.98634,12.98732,6.36878
NREM,0.00068,8.11707,14.61073,13.36195,6.86829
NREM,0.00073,7.74244,14.61073,13.48683,5.61951
NREM,0.0006,8.24195,14.36098,13.1122,8.74146
NREM,0.00071,8.36683,14.61073,13.73659,7.24293
NREM,0.0008,8.24195,14.2361,13.1122,9.49073
NREM,0.00062,7.9922,14.61073,13.61171,6.74341
NREM,0.0018,10.61463,18.60683,18.35707,12.86244
NREM,0.00048,9.74049,16.10927,15.11024,8.36683
NREM,0.00052,9.99024,15.48488,14.73561,10.48976
NREM,0.00047,8.24195,15.48488,14.36098,6.11902
NREM,0.00042,8.86634,15.48488,14.2361,8.99122
NREM,0.00043,8.24195,15.11024,14.11122,6.36878
NREM,0.00045,8.11707,14.98537,13.48683,8.99122
NREM,0.00055,8.24195,14.36098,13.23707,8.74146
NREM,0.00046,8.99122,15.85951,14.98537,8.99122
NREM,0.00048,7.61756,14.73561,13.23707,6.36878
NREM,0.00052,8.49171,14.61073,13.86146,7.86732
NREM,0.00053,7.61756,14.61073,13.61171,6.61854
NREM,0.00053,8.36683,14.61073,14.11122,8.36683
NREM,0.00057,8.11707,14.61073,13.61171,7.49268
NREM,0.00063,8.11707,14.11122,13.36195,7.86732
NREM,0.00051,8.74146,14.73561,14.2361,6.74341
NREM,0.0006,7.86732,14.36098,13.61171,9.61561
NREM,0.00058,7.49268,14.48585,13.36195,6.61854
NREM,0.00062,7.74244,14.48585,13.73659,5.99415
NREM,0.00064,8.49171,14.2361,13.36195,8.86634
NREM,0.00066,8.24195,14.11122,13.36195,6.11902
NREM,0.00066,8.36683,14.2361,13.36195,6.99317
NREM,0.00068,8.24195,14.2361,13.23707,7.86732
NREM,0.00085,9.1161,14.2361,13.98634,8.61659
NREM,0.00055,7.74244,13.86146,12.73756,5.74439
NREM,0.00057,7.86732,14.36098,13.61171,7.86732
NREM,0.00068,7.61756,13.98634,12.98732,6.74341
NREM,0.00067,8.36683,13.86146,13.36195,8.36683
NREM,0.00069,7.74244,14.2361,13.36195,8.36683
NREM,0.00069,7.9922,13.86146,13.36195,7.61756
NREM,0.0006,7.49268,14.36098,13.23707,6.74341
NREM,0.00064,7.9922,14.2361,13.36195,6.11902
NREM,0.00076,8.11707,13.86146,13.1122,4.99512
NREM,0.0006,7.74244,14.11122,13.1122,5.99415
NREM,0.00066,7.61756,13.98634,12.61268,7.61756
NREM,0.00065,7.86732,14.11122,12.98732,9.24098
NREM,0.00073,7.11805,14.11122,13.36195,5.86927
NREM,0.0008,7.74244,13.86146,12.86244,7.11805
NREM,0.00067,7.49268,13.73659,12.73756,7.11805
NREM,0.00063,7.74244,14.11122,13.36195,5.74439
NREM,0.00062,6.99317,13.86146,12.4878,5.61951
NREM,0.00062,7.3678,13.86146,12.86244,7.3678
NREM,0.00056,7.61756,13.86146,12.86244,7.74244
NREM,0.00066,7.11805,13.98634,13.36195,6.49366
NREM,0.00059,7.24293,13.86146,12.36293,5.99415
NREM,0.00055,7.24293,13.86146,12.4878,6.99317
NREM,0.00051,7.24293,14.11122,13.1122,5.74439
NREM,0.00064,7.24293,13.36195,12.11317,7.24293
NREM,0.00058,7.3678,13.73659,12.73756,7.49268
NREM,0.00057,6.99317,14.11122,12.61268,6.99317
NREM,0.00062,7.3678,13.61171,12.36293,6.61854
NREM,0.00066,6.86829,13.98634,12.73756,6.36878
NREM,0.00054,6.74341,13.73659,12.36293,5.24488
NREM,0.00052,6.99317,13.73659,12.23805,7.3678
NREM,0.00056,7.3678,14.2361,13.61171,6.61854
NREM,0.00056,6.99317,13.73659,12.23805,5.99415
NREM,0.00073,6.74341,13.61171,12.23805,5.49463
NREM,0.00057,6.74341,13.86146,12.4878,6.36878
NREM,0.00051,7.11805,14.36098,12.61268,6.11902
NREM,0.0006,6.86829,13.61171,12.11317,7.24293
NREM,0.00062,6.74341,13.61171,11.86341,6.2439
NREM,0.00054,7.11805,13.98634,12.86244,5.99415
NREM,0.00062,6.86829,13.86146,12.36293,4.49561
NREM,0.00056,7.24293,14.11122,12.86244,4.87024
NREM,0.00055,7.11805,14.2361,13.23707,6.2439
NREM,0.00063,6.86829,13.23707,11.61366,5.49463
NREM,0.00067,7.24293,13.1122,11.73854,5.12
NREM,0.00074,7.74244,13.23707,12.11317,7.61756
NREM,0.00076,7.61756,14.11122,12.86244,6.99317
NREM,0.00067,8.36683,13.86146,12.98732,11.48878
NREM,0.00074,7.74244,13.86146,12.73756,5.49463
NREM,0.00078,7.49268,13.23707,11.73854,8.49171
NREM,0.00081,8.74146,14.11122,13.48683,10.73951
NREM,0.00075,7.74244,13.73659,12.61268,7.24293
NREM,0.00077,7.11805,13.36195,12.11317,5.86927
NREM,0.00069,8.11707,13.73659,12.61268,7.74244
NREM,0.00073,7.9922,14.2361,13.36195,7.49268
NREM,0.00069,7.9922,14.2361,12.86244,7.9922
NREM,0.00313,9.86537,17.10829,16.23415,11.61366
NREM,0.00063,7.9922,14.2361,13.61171,6.11902
NREM,0.00057,7.86732,14.73561,13.86146,5.74439
NREM,0.00064,9.24098,15.11024,14.36098,10.86439
NREM,0.00058,8.24195,14.61073,13.61171,7.24293
NREM,0.00073,8.99122,14.61073,13.86146,10.86439
NREM,0.00072,7.9922,13.73659,12.86244,6.49366
NREM,0.00057,8.36683,14.73561,14.11122,7.49268
NREM,0.00071,8.99122,14.11122,13.23707,9.1161
NREM,0.00064,8.24195,14.98537,14.36098,7.74244
NREM,0.00081,7.86732,14.2361,13.36195,9.49073
NREM,0.00051,8.24195,14.61073,13.98634,8.36683
NREM,0.00063,8.24195,13.98634,12.86244,8.36683
NREM,0.00073,8.49171,14.11122,12.98732,8.61659
NREM,0.00066,7.61756,14.2361,13.1122,5.99415
NREM,0.00075,8.49171,14.48585,13.48683,9.24098
NREM,0.00063,8.36683,14.73561,14.2361,7.61756
NREM,0.00071,8.24195,14.48585,13.48683,8.49171
NREM,0.0007,8.24195,14.73561,13.86146,9.24098
NREM,0.00074,7.24293,13.73659,12.86244,7.24293
NREM,0.00066,8.74146,14.48585,13.73659,9.61561
NREM,0.00088,8.74146,13.98634,12.98732,8.49171
NREM,0.00069,7.49268,14.2361,12.98732,6.99317
NREM,0.0006,8.36683,14.48585,13.61171,4.87024
NREM,0.00078,9.24098,14.98537,14.11122,8.61659
NREM,0.0007,8.11707,14.11122,12.98732,6.11902
NREM,0.00061,7.86732,14.36098,12.98732,6.11902
NREM,0.00064,8.61659,14.2361,13.48683,8.24195
NREM,0.00073,7.86732,14.2361,13.1122,6.61854
NREM,0.00068,8.49171,14.36098,13.48683,9.99024
NREM,0.0007,7.9922,13.98634,12.98732,7.74244
NREM,0.00068,9.1161,15.23512,14.61073,10.86439
NREM,0.00061,7.86732,14.61073,13.86146,7.11805
NREM,0.0007,8.24195,14.61073,13.36195,5.74439
NREM,0.00054,8.99122,14.61073,13.98634,11.73854
NREM,0.00061,8.24195,14.36098,13.23707,8.11707
NREM,0.00069,8.86634,14.61073,14.11122,7.11805
NREM,0.00057,8.11707,14.73561,13.61171,7.11805
NREM,0.00075,8.61659,14.61073,13.73659,6.36878
NREM,0.00069,8.86634,14.36098,13.61171,9.24098
NREM,0.00068,7.86732,14.36098,13.61171,5.24488
NREM,0.00069,8.74146,14.48585,13.98634,7.61756
NREM,0.00058,7.86732,14.61073,13.36195,7.61756
NREM,0.00067,8.86634,14.73561,14.11122,8.36683
NREM,0.00068,8.74146,14.48585,13.86146,9.86537
NREM,0.00066,8.24195,14.86049,13.98634,6.11902
NREM,0.00075,8.99122,14.48585,13.86146,8.86634
NREM,0.00059,7.86732,14.73561,13.86146,6.49366
NREM,0.00066,8.61659,14.86049,14.11122,6.86829
NREM,0.0007,9.61561,14.98537,14.48585,9.24098
NREM,0.0004,9.99024,16.35902,15.85951,10.48976
NREM,0.00032,9.61561,16.4839,15.85951,5.74439
REM,0.00037,9.86537,17.6078,17.10829,8.74146
REM,0.0004,9.24098,16.23415,15.48488,6.86829
REM,0.00038,9.86537,17.10829,16.4839,6.74341
REM,0.00039,9.74049,17.35805,16.73366,9.99024
REM,0.00034,9.24098,17.23317,16.23415,6.2439
REM,0.0003,9.99024,17.73268,17.23317,6.49366
REM,0.0003,9.24098,16.73366,15.98439,6.2439
REM,0.00039,10.11512,18.2322,17.85756,8.74146
REM,0.00028,9.61561,16.85854,16.10927,8.49171
REM,0.00027,9.1161,16.85854,15.98439,9.36585
REM,0.00027,9.24098,16.60878,16.23415,7.24293
REM,0.00043,9.61561,16.85854,15.98439,8.99122
REM,0.0004,12.23805,17.35805,17.35805,10.86439
REM,0.00041,8.61659,15.98439,14.98537,6.74341
REM,0.00028,8.99122,17.10829,16.4839,7.11805
REM,0.00027,9.1161,17.10829,16.23415,5.86927
REM,0.00017,9.24098,16.85854,15.98439,9.36585
REM,0.0008,11.61366,18.48195,18.35707,10.48976
NREM,0.00031,8.86634,16.23415,15.36,8.86634
NREM,0.00037,7.9922,15.98439,14.86049,6.11902
NREM,0.00033,9.36585,16.35902,15.60976,5.61951
NREM,0.00031,8.24195,16.10927,15.23512,6.2439
REM,0.00021,8.49171,16.85854,16.10927,6.36878
REM,0.00017,9.49073,17.48293,16.60878,9.36585
REM,0.00023,9.99024,18.10732,17.98244,8.86634
REM,0.00039,9.49073,15.85951,14.86049,8.36683
REM,0.00028,9.61561,16.98341,16.35902,7.3678
REM,0.00018,8.61659,17.6078,16.73366,6.86829
REM,0.00018,9.24098,18.2322,17.23317,7.74244
REM,0.00014,9.24098,17.35805,16.4839,7.9922
REM,0.00081,10.73951,17.23317,16.4839,12.61268
REM,0.00053,9.36585,15.60976,14.36098,9.1161
REM,0.0002,9.49073,17.6078,17.10829,7.11805
REM,0.00018,9.74049,17.23317,16.35902,7.24293
REM,0.00023,10.36488,17.73268,17.48293,9.36585
REM,0.00028,9.1161,16.23415,15.48488,8.61659
REM,0.00019,9.61561,17.6078,16.98341,6.99317
REM,0.00022,9.1161,16.85854,16.10927,7.3678
REM,0.00027,10.48976,16.98341,16.73366,11.86341
REM,0.00022,9.36585,16.73366,15.98439,9.86537
REM,0.00026,8.99122,16.73366,15.85951,11.61366
REM,0.00136,10.98927,19.23122,18.98146,11.11415
REM,0.00047,10.36488,16.85854,16.60878,8.99122
REM,0.00016,9.24098,17.35805,15.98439,6.2439
REM,0.0002,8.74146,16.60878,15.48488,8.99122
REM,0.00018,8.86634,16.85854,15.73463,5.61951
REM,0.00035,9.36585,16.85854,15.98439,5.24488
REM,0.00022,9.61561,16.98341,16.23415,6.61854
REM,0.00031,10.11512,17.85756,16.85854,9.61561
REM,0.00025,9.49073,16.85854,15.98439,8.36683
NREM,0.00047,9.36585,16.23415,14.98537,10.36488
NREM,0.0004,8.36683,16.23415,14.98537,6.99317
NREM,0.00044,8.24195,15.36,14.2361,6.36878
NREM,0.00049,7.9922,15.48488,14.11122,7.9922
NREM,0.00051,7.74244,14.86049,13.98634,5.49463
NREM,0.00044,8.24195,15.85951,14.86049,5.74439
NREM,0.00047,8.36683,15.98439,15.23512,6.74341
NREM,0.00055,8.49171,15.36,14.48585,7.61756
NREM,0.00071,9.61561,15.60976,14.61073,10.24
NREM,0.0006,9.24098,15.48488,14.61073,10.36488
NREM,0.00046,8.61659,15.73463,14.86049,6.36878
NREM,0.00064,8.61659,14.61073,13.73659,9.24098
NREM,0.00061,7.9922,14.61073,13.73659,6.86829
NREM,0.00067,8.11707,14.86049,13.98634,6.61854
NREM,0.00066,8.11707,14.86049,14.11122,6.36878
NREM,0.00069,8.49171,14.48585,13.23707,8.86634
NREM,0.0008,7.86732,14.11122,12.98732,6.61854
NREM,0.00072,8.61659,14.98537,14.36098,6.99317
NREM,0.00066,7.9922,14.61073,13.36195,8.74146
NREM,0.00046,8.61659,16.4839,15.36,5.99415
NREM,0.00058,7.11805,14.48585,13.1122,5.86927
NREM,0.00067,7.86732,14.86049,13.48683,6.11902
NREM,0.00062,8.24195,15.11024,13.73659,7.24293
REM,0.00066,8.49171,15.60976,14.73561,6.11902
NREM,0.00048,8.11707,15.60976,14.48585,7.3678
NREM,0.00058,8.61659,14.98537,13.98634,6.2439
NREM,0.00064,7.86732,15.11024,13.48683,5.86927
NREM,0.00056,8.49171,14.98537,13.73659,7.24293
NREM,0.0007,7.61756,14.61073,13.48683,5.12
NREM,0.00074,8.36683,14.48585,13.73659,8.86634
NREM,0.00069,7.61756,14.61073,13.23707,6.61854
NREM,0.00056,8.11707,15.60976,14.36098,7.61756
NREM,0.00076,7.74244,14.73561,13.73659,7.74244
NREM,0.00084,7.74244,14.2361,13.23707,6.49366
NREM,0.00069,7.9922,14.61073,14.2361,7.9922
NREM,0.00066,7.9922,14.98537,13.98634,5.49463
NREM,0.00077,7.3678,13.48683,12.36293,6.11902
NREM,0.00073,8.36683,15.48488,14.48585,8.49171
NREM,0.00075,7.86732,14.11122,13.23707,6.49366
NREM,0.00084,7.86732,14.48585,13.86146,5.74439
NREM,0.0008,7.9922,14.11122,13.23707,7.86732
NREM,0.00073,7.74244,14.36098,13.1122,6.11902
NREM,0.00095,7.86732,14.61073,13.61171,6.49366
NREM,0.00078,8.36683,14.2361,13.61171,6.99317
NREM,0.00074,7.49268,14.36098,12.98732,7.24293
NREM,0.00066,7.74244,14.73561,13.61171,6.86829
NREM,0.00092,7.74244,14.2361,13.36195,7.74244
NREM,0.00078,7.74244,14.11122,12.98732,6.99317
NREM,0.00079,7.86732,14.48585,13.61171,6.61854
NREM,0.00068,7.74244,15.23512,13.86146,6.11902
NREM,0.00085,8.36683,14.11122,13.36195,6.49366
NREM,0.00068,8.11707,14.48585,13.1122,8.74146
NREM,0.00106,7.61756,13.86146,12.61268,6.11902
NREM,0.0008,8.74146,14.36098,14.11122,8.24195
NREM,0.00076,7.74244,13.73659,12.86244,5.74439
NREM,0.00092,7.86732,13.61171,12.36293,7.86732
NREM,0.00069,8.11707,14.61073,13.98634,6.2439
NREM,0.00075,8.24195,14.48585,13.48683,8.86634
NREM,0.00077,7.74244,14.2361,13.23707,7.11805
NREM,0.00097,7.3678,14.11122,13.1122,6.61854
NREM,0.00081,7.86732,14.2361,13.23707,7.61756
NREM,0.00067,7.49268,14.36098,13.23707,6.86829
NREM,0.0013,10.24,21.10439,20.85463,9.99024
NREM,0.00059,8.74146,14.98537,14.2361,9.74049
NREM,0.00082,7.49268,14.36098,13.23707,6.36878
NREM,0.00066,8.11707,14.61073,13.61171,4.99512
NREM,0.00087,7.3678,14.48585,13.1122,7.24293
NREM,0.00088,7.86732,14.2361,12.98732,6.74341
NREM,0.00087,7.24293,14.2361,13.23707,6.86829
NREM,0.00068,8.11707,14.36098,13.48683,6.99317
NREM,0.00072,8.24195,14.48585,13.98634,6.49366
NREM,0.00072,7.61756,14.36098,13.23707,6.2439
NREM,0.00082,7.24293,14.36098,12.98732,5.86927
NREM,0.00083,7.61756,14.11122,13.36195,6.2439
NREM,0.00084,8.24195,14.2361,13.61171,8.74146
NREM,0.00075,8.11707,14.98537,13.98634,5.74439
NREM,0.00078,7.3678,14.11122,12.61268,5.99415
NREM,0.00064,7.9922,14.61073,13.61171,7.49268
NREM,0.00094,7.24293,14.11122,12.86244,5.86927
NREM,0.00078,7.49268,14.2361,12.61268,5.12
NREM,0.00074,8.11707,14.36098,13.73659,6.74341
NREM,0.00064,7.9922,14.48585,13.48683,7.9922
NREM,0.00083,7.61756,13.98634,12.61268,6.11902
NREM,0.0008,7.11805,14.2361,12.73756,6.49366
NREM,0.00084,7.3678,13.61171,12.4878,6.86829
NREM,0.00092,7.24293,13.98634,12.86244,6.11902
NREM,0.00082,8.36683,14.2361,13.48683,7.86732
NREM,0.00086,7.74244,14.11122,13.1122,5.61951
NREM,0.00079,7.3678,14.2361,12.4878,5.99415
NREM,0.00081,7.49268,14.36098,12.98732,6.86829
NREM,0.00073,7.3678,14.36098,13.1122,5.99415
NREM,0.00083,7.86732,14.36098,13.36195,7.3678
NREM,0.00089,7.61756,13.61171,12.4878,5.74439
NREM,0.00087,7.24293,13.73659,12.4878,6.74341
NREM,0.00084,7.61756,14.2361,13.73659,7.61756
NREM,0.00097,7.49268,13.98634,12.23805,8.24195
NREM,0.00061,7.49268,14.2361,13.1122,6.86829
NREM,0.0008,7.49268,13.73659,12.86244,9.49073
NREM,0.00092,7.24293,14.36098,13.48683,6.36878
NREM,0.00082,7.49268,14.61073,13.73659,6.99317
NREM,0.00092,7.61756,13.98634,12.61268,5.49463
NREM,0.00074,7.61756,13.73659,12.23805,6.2439
NREM,0.00081,8.11707,14.36098,13.1122,5.86927
NREM,0.00085,7.24293,14.61073,13.86146,7.11805
NREM,0.00074,8.24195,14.61073,13.36195,6.61854
NREM,0.00091,7.11805,13.98634,12.4878,6.99317
NREM,0.00101,9.99024,14.73561,13.36195,9.99024
NREM,0.00069,9.1161,14.48585,13.61171,9.61561
NREM,0.00069,7.86732,13.48683,12.36293,7.11805
NREM,0.00082,8.74146,14.2361,13.23707,10.36488
NREM,0.00087,10.11512,13.98634,13.1122,10.24
NREM,0.0007,8.36683,13.98634,12.73756,6.61854
NREM,0.00088,10.11512,14.48585,13.98634,10.24
NREM,0.00053,7.3678,13.86146,12.4878,6.36878
NREM,0.00069,9.74049,12.36293,11.48878,10.48976
NREM,0.00128,10.11512,13.23707,12.61268,10.61463
NREM,0.00053,7.49268,14.2361,12.73756,5.36976
NREM,0.00053,7.24293,14.36098,12.86244,6.49366
NREM,0.0008,7.49268,13.73659,12.86244,6.74341
NREM,0.00064,8.99122,14.61073,13.61171,9.74049
NREM,0.00099,9.49073,14.11122,13.1122,10.86439
NREM,0.00058,7.74244,13.73659,12.36293,5.12
NREM,0.00085,10.24,12.73756,11.61366,10.36488
NREM,0.00027,8.11707,15.48488,14.2361,7.24293
NREM,0.00058,7.3678,14.2361,12.98732,5.86927
NREM,0.00116,10.24,13.61171,12.73756,10.73951
NREM,0.00054,7.3678,14.73561,13.1122,7.3678
NREM,0.00035,9.74049,15.60976,14.48585,10.73951
NREM,0.00045,9.36585,15.23512,14.2361,10.36488
