Sleep_Stage,MeanP_Theta_C4,MedianF_Theta_C4,MeanF_Theta_C4,Spectral Edge_Theta_C4,PeakF_Theta_C4
NREM,0.00112,6.74341,11.23902,10.61463,6.74341
NREM,0.00137,5.74439,10.24,9.24098,6.99317
NREM,0.00078,6.49366,11.11415,10.24,7.3678
NREM,0.00152,5.99415,10.61463,9.61561,4.99512
NREM,0.00116,5.36976,10.73951,9.74049,2.99707
NREM,0.00147,6.2439,10.86439,9.74049,3.49659
NREM,0.00089,7.11805,10.73951,9.86537,8.99122
NREM,0.00114,6.61854,10.48976,9.86537,9.61561
NREM,0.00112,5.49463,10.86439,9.49073,3.87122
NREM,0.00157,5.99415,10.98927,9.61561,7.11805
NREM,0.00066,6.11902,10.98927,9.99024,8.24195
NREM,0.00086,6.2439,11.11415,9.99024,8.49171
NREM,0.00159,5.99415,10.73951,8.74146,4.12098
NREM,0.00107,6.36878,10.61463,8.61659,6.74341
NREM,0.00091,6.99317,11.11415,9.99024,8.11707
NREM,0.00065,6.99317,11.48878,10.48976,7.11805
REM,0.00066,5.36976,11.61366,9.99024,4.12098
REM,0.00091,7.61756,10.73951,9.74049,7.11805
REM,0.00064,7.86732,10.98927,9.61561,8.11707
REM,0.00069,7.3678,10.61463,9.49073,7.61756
REM,0.00038,7.49268,11.61366,10.11512,7.74244
REM,0.00033,6.2439,11.86341,9.99024,3.12195
REM,0.00072,6.99317,10.61463,9.24098,6.86829
REM,0.0006,6.99317,10.86439,9.24098,8.11707
REM,0.00055,6.74341,10.86439,9.36585,6.86829
REM,0.00033,6.11902,11.61366,10.48976,3.87122
REM,0.00041,6.86829,11.11415,9.99024,7.11805
REM,0.00043,7.11805,11.11415,9.61561,7.49268
REM,0.00049,7.49268,11.3639,9.61561,7.74244
REM,0.00033,6.99317,11.61366,10.24,7.3678
REM,0.0003,6.61854,11.98829,10.11512,8.99122
REM,0.00042,6.74341,11.11415,9.74049,7.24293
REM,0.00029,4.99512,11.73854,9.74049,3.74634
REM,0.00026,5.99415,12.11317,9.86537,6.86829
REM,0.00038,7.74244,11.3639,9.99024,7.9922
REM,0.00042,6.61854,11.98829,9.86537,4.49561
REM,0.0004,7.61756,11.98829,10.24,8.24195
REM,0.00028,5.61951,11.73854,9.86537,4.12098
REM,0.00026,5.86927,12.36293,10.24,4.12098
REM,0.00028,5.99415,12.36293,10.73951,7.74244
REM,0.00034,6.11902,11.98829,10.11512,4.49561
REM,0.00036,6.86829,11.73854,10.36488,6.99317
REM,0.0003,5.49463,12.4878,10.36488,4.24585
REM,0.00033,6.99317,12.11317,10.48976,4.87024
REM,0.00031,7.24293,12.4878,10.86439,8.24195
REM,0.00033,5.49463,12.23805,9.74049,4.62049
REM,0.00026,5.86927,12.4878,10.73951,4.12098
REM,0.00085,7.3678,10.24,9.36585,7.49268
REM,0.00035,6.86829,11.61366,9.99024,8.11707
REM,0.00047,7.61756,10.98927,9.99024,8.61659
REM,0.00046,7.49268,10.73951,9.74049,8.24195
REM,0.00035,6.49366,12.23805,10.98927,4.99512
REM,0.00028,5.99415,12.36293,10.24,4.24585
REM,0.00031,6.11902,12.23805,10.61463,3.12195
REM,0.00028,6.86829,11.73854,10.11512,4.74537
REM,0.00037,7.24293,11.11415,9.99024,8.74146
REM,0.00029,5.24488,11.73854,9.61561,3.9961
REM,0.00039,6.99317,11.23902,10.24,4.37073
REM,0.00032,5.36976,11.3639,9.61561,4.12098
REM,0.00047,7.86732,11.3639,10.24,7.9922
REM,0.00027,5.86927,12.73756,10.73951,5.24488
REM,0.00028,5.74439,12.4878,10.36488,4.12098
REM,0.00034,7.49268,11.98829,10.61463,7.9922
REM,0.00039,7.3678,11.3639,9.99024,7.61756
REM,0.00073,7.49268,10.24,9.24098,7.86732
REM,0.00035,7.11805,10.86439,9.49073,7.74244
REM,0.0004,7.61756,11.3639,10.48976,7.86732
NREM,0.00049,7.24293,10.86439,9.49073,7.61756
NREM,0.00043,7.11805,10.98927,9.49073,7.3678
NREM,0.00037,7.11805,11.48878,10.11512,7.24293
NREM,0.0005,6.36878,11.48878,9.86537,7.3678
NREM,0.00039,6.36878,11.23902,9.61561,7.3678
NREM,0.00072,6.86829,11.3639,9.36585,7.61756
NREM,0.00045,6.86829,11.73854,10.36488,7.24293
NREM,0.0005,4.99512,11.86341,10.24,4.12098
NREM,0.0005,5.74439,11.98829,10.61463,4.12098
NREM,0.00056,7.24293,11.3639,10.36488,7.24293
NREM,0.00055,5.86927,11.73854,10.36488,5.12
NREM,0.00086,6.11902,11.86341,10.36488,6.49366
NREM,0.00051,5.86927,11.98829,10.36488,4.24585
NREM,0.00051,6.36878,11.61366,10.11512,7.11805
NREM,0.00053,5.74439,11.86341,10.61463,4.24585
NREM,0.00071,5.24488,11.61366,10.11512,4.62049
NREM,0.00062,6.36878,11.61366,10.24,4.37073
NREM,0.00072,6.36878,11.73854,10.86439,6.36878
NREM,0.00083,6.86829,12.23805,10.86439,4.37073
NREM,0.00061,6.2439,11.48878,10.48976,5.86927
NREM,0.00085,7.11805,11.48878,10.61463,3.37171
NREM,0.00082,7.3678,11.11415,10.36488,9.74049
NREM,0.00077,6.49366,11.11415,10.24,7.49268
NREM,0.00071,7.49268,11.73854,10.98927,7.49268
NREM,0.00079,6.99317,11.3639,10.61463,4.24585
NREM,0.0011,6.36878,11.11415,10.24,8.49171
NREM,0.00114,7.49268,10.73951,9.99024,8.49171
NREM,0.00094,7.3678,11.23902,10.48976,9.61561
NREM,0.00106,7.3678,11.23902,10.48976,8.99122
NREM,0.00112,6.61854,10.98927,10.11512,6.86829
NREM,0.00099,6.61854,11.3639,10.73951,4.87024
NREM,0.00126,7.24293,10.73951,10.11512,7.86732
NREM,0.00107,7.3678,11.3639,10.48976,9.24098
NREM,0.00109,6.86829,10.86439,9.99024,8.74146
NREM,0.00125,7.24293,11.3639,10.73951,7.11805
NREM,0.00114,7.11805,10.98927,10.11512,9.1161
NREM,0.00117,7.3678,10.98927,10.48976,8.49171
NREM,0.0011,6.36878,10.98927,10.11512,7.24293
NREM,0.00107,7.3678,11.11415,10.61463,8.86634
NREM,0.00107,6.49366,10.98927,10.36488,4.12098
NREM,0.00178,6.49366,10.36488,9.49073,7.24293
NREM,0.00106,6.36878,10.73951,9.86537,8.11707
NREM,0.00131,7.24293,10.36488,9.86537,8.49171
NREM,0.00116,6.86829,10.86439,10.11512,4.37073
NREM,0.0011,6.36878,10.86439,9.99024,3.9961
NREM,0.00144,6.2439,10.61463,10.24,3.9961
NREM,0.00113,5.36976,10.61463,9.36585,4.99512
NREM,0.00141,5.24488,10.36488,9.49073,3.12195
NREM,0.00123,5.99415,10.36488,9.61561,3.12195
NREM,0.00136,6.74341,10.36488,9.86537,7.86732
NREM,0.00105,6.2439,10.73951,9.99024,4.12098
NREM,0.00106,6.2439,10.86439,10.11512,3.24683
NREM,0.00165,7.3678,15.23512,12.73756,8.49171
NREM,0.00112,5.86927,10.36488,9.86537,6.49366
NREM,0.0011,6.36878,11.23902,9.86537,3.24683
NREM,0.00088,7.49268,11.11415,10.24,9.99024
NREM,0.00111,5.86927,11.73854,10.61463,2.99707
NREM,0.00131,5.99415,10.73951,9.99024,7.61756
NREM,0.00145,6.11902,10.36488,9.61561,7.86732
NREM,0.0011,6.2439,10.36488,9.36585,6.86829
NREM,0.00102,6.99317,10.61463,9.99024,4.99512
NREM,0.00165,5.86927,10.36488,9.24098,2.99707
NREM,0.00125,5.99415,10.36488,9.61561,7.9922
NREM,0.00114,6.86829,10.61463,9.99024,7.86732
NREM,0.00128,6.2439,10.24,9.49073,7.3678
NREM,0.00107,6.49366,10.36488,9.99024,6.74341
NREM,0.00154,4.87024,10.36488,8.99122,2.2478
NREM,0.00108,5.99415,10.73951,9.74049,5.12
NREM,0.00111,6.11902,10.73951,9.99024,3.87122
NREM,0.00167,5.36976,10.36488,9.24098,2.2478
NREM,0.00113,6.74341,10.61463,10.11512,7.49268
NREM,0.00097,5.74439,10.73951,9.86537,2.74732
NREM,0.00115,5.61951,10.48976,9.49073,4.12098
NREM,0.00117,6.36878,10.36488,9.61561,3.9961
NREM,0.00097,5.12,10.73951,9.74049,2.2478
NREM,0.00117,6.11902,10.73951,9.86537,3.9961
NREM,0.00099,5.61951,10.61463,9.86537,3.9961
NREM,0.00128,6.11902,10.73951,9.74049,3.49659
NREM,0.00104,6.36878,11.23902,9.99024,3.37171
NREM,0.00131,4.87024,10.61463,9.36585,4.12098
NREM,0.00089,7.24293,10.61463,10.24,8.74146
NREM,0.00168,4.99512,9.74049,8.74146,3.74634
NREM,0.00123,6.2439,10.61463,9.99024,5.12
NREM,0.00138,5.86927,10.24,9.24098,8.11707
NREM,0.001,6.49366,10.61463,9.86537,7.49268
NREM,0.00108,5.74439,10.48976,9.99024,4.12098
NREM,0.00118,5.61951,10.73951,9.74049,2.99707
NREM,0.00106,5.99415,10.61463,9.61561,8.74146
NREM,0.00128,5.61951,10.61463,9.74049,4.12098
NREM,0.00129,5.61951,10.24,9.49073,6.11902
NREM,0.00101,5.99415,10.73951,10.11512,8.86634
NREM,0.00149,5.36976,10.48976,9.49073,3.74634
NREM,0.00101,5.86927,10.61463,9.36585,3.9961
NREM,0.00119,6.49366,10.36488,9.86537,3.74634
NREM,0.00155,4.99512,10.36488,9.1161,7.24293
NREM,0.00087,5.74439,10.98927,9.86537,4.87024
NREM,0.00118,5.36976,10.61463,9.61561,4.37073
NREM,0.00108,5.36976,10.73951,9.74049,2.2478
NREM,0.00123,6.11902,11.11415,10.11512,3.49659
NREM,0.00103,6.2439,10.61463,9.1161,7.9922
NREM,0.00109,5.24488,11.23902,10.24,5.12
NREM,0.00199,5.49463,10.48976,9.49073,2.99707
NREM,0.00095,5.36976,10.61463,9.61561,5.12
NREM,0.00121,4.99512,10.86439,9.74049,3.9961
NREM,0.00106,5.36976,11.11415,9.61561,4.12098
NREM,0.00095,6.99317,10.86439,10.24,7.74244
NREM,0.00084,6.36878,11.3639,10.24,7.86732
NREM,0.00164,5.61951,11.48878,10.36488,3.62146
NREM,0.00088,7.3678,10.73951,9.49073,7.74244
NREM,0.00045,6.61854,11.73854,10.36488,7.61756
NREM,0.00069,6.49366,10.98927,9.61561,4.99512
NREM,0.00079,5.99415,11.48878,10.24,8.24195
NREM,0.00061,5.12,11.48878,9.61561,3.9961
NREM,0.00089,5.49463,11.23902,9.61561,3.87122
NREM,0.00089,4.99512,11.23902,9.24098,3.49659
NREM,0.00064,5.24488,11.11415,9.49073,4.74537
NREM,0.00064,6.2439,11.3639,9.49073,7.49268
NREM,0.00052,6.49366,11.48878,9.86537,4.12098
REM,0.00052,6.2439,11.23902,10.11512,3.9961
REM,0.00029,6.11902,11.61366,9.99024,2.8722
REM,0.00048,7.24293,11.73854,10.73951,7.61756
REM,0.00037,6.49366,11.48878,9.99024,8.11707
REM,0.00032,6.2439,12.4878,10.61463,7.11805
REM,0.00034,5.99415,11.3639,9.99024,7.11805
REM,0.00042,5.74439,11.61366,9.61561,3.87122
REM,0.00043,7.49268,11.61366,10.36488,8.24195
REM,0.00046,7.49268,10.98927,9.61561,8.61659
REM,0.0007,7.74244,11.11415,10.11512,7.86732
REM,0.00042,7.49268,11.23902,10.36488,7.61756
REM,0.00032,5.86927,12.11317,9.61561,3.87122
REM,0.00033,7.11805,11.3639,9.99024,4.49561
REM,0.00041,7.11805,11.3639,9.99024,7.9922
REM,0.00038,6.99317,11.86341,10.48976,7.3678
REM,0.00036,6.99317,11.61366,9.99024,8.49171
REM,0.0005,6.99317,11.11415,9.74049,7.3678
REM,0.00031,6.2439,11.98829,10.61463,4.87024
REM,0.0005,7.24293,10.61463,9.24098,7.74244
REM,0.00039,6.49366,11.86341,10.24,4.99512
REM,0.00039,7.11805,11.48878,10.36488,8.24195
REM,0.00026,5.24488,11.86341,10.11512,3.87122
REM,0.00054,7.11805,12.11317,10.98927,4.49561
REM,0.00037,6.61854,11.73854,10.11512,4.74537
REM,0.00043,6.99317,11.3639,9.99024,7.11805
REM,0.00032,6.2439,11.61366,10.24,4.87024
REM,0.00077,6.86829,11.11415,9.86537,8.24195
REM,0.00031,6.86829,11.98829,10.61463,7.24293
REM,0.00043,7.11805,11.48878,10.11512,8.24195
REM,0.00035,6.74341,11.98829,10.36488,7.3678
REM,0.00033,5.49463,11.3639,9.61561,3.9961
REM,0.00044,7.3678,11.48878,10.11512,7.3678
REM,0.00033,6.99317,11.61366,10.36488,7.86732
REM,0.00033,6.86829,11.98829,10.11512,7.61756
REM,0.00039,5.24488,11.23902,9.74049,4.12098
REM,0.00034,7.11805,11.86341,10.24,7.74244
REM,0.00035,6.74341,11.48878,9.99024,8.74146
REM,0.0003,6.36878,11.86341,10.36488,6.74341
REM,0.00033,7.3678,11.23902,10.24,8.74146
REM,0.00042,7.11805,11.11415,9.61561,8.36683
REM,0.00044,6.49366,11.48878,9.74049,7.9922
REM,0.00031,5.74439,11.3639,9.86537,3.9961
REM,0.00036,7.24293,11.73854,10.24,7.74244
REM,0.00036,6.86829,12.23805,10.48976,7.74244
REM,0.00042,4.99512,10.98927,8.99122,3.9961
REM,0.0005,6.86829,11.23902,9.61561,7.61756
REM,0.00039,6.36878,11.23902,9.36585,6.99317
REM,0.00036,6.86829,11.3639,9.74049,7.9922
REM,0.00044,5.36976,11.3639,9.86537,4.12098
REM,0.00053,7.24293,11.3639,9.86537,8.49171
REM,0.00026,5.24488,12.11317,9.99024,4.99512
REM,0.00048,7.86732,11.48878,10.24,8.24195
REM,0.00038,7.49268,10.86439,9.86537,8.49171
REM,0.00035,7.11805,10.98927,9.74049,7.9922
REM,0.00037,6.49366,11.48878,9.99024,4.12098
REM,0.00036,6.99317,11.3639,9.86537,4.12098
REM,0.00089,6.86829,13.48683,11.61366,6.86829
REM,0.00076,4.12098,10.98927,8.74146,3.12195
REM,0.0003,6.49366,11.98829,10.11512,7.24293
REM,0.00045,6.74341,11.23902,10.11512,4.12098
REM,0.00036,5.86927,11.48878,10.11512,3.9961
NREM,0.0006,5.74439,11.48878,9.99024,4.99512
NREM,0.00063,5.24488,12.11317,10.61463,3.87122
NREM,0.00054,6.11902,11.48878,10.11512,3.12195
NREM,0.00045,6.11902,11.98829,10.24,5.12
NREM,0.00059,6.2439,11.48878,10.11512,8.74146
NREM,0.0006,6.61854,11.86341,10.73951,9.99024
NREM,0.00067,6.36878,11.23902,10.36488,4.24585
NREM,0.00073,6.99317,11.23902,10.36488,8.24195
NREM,0.00083,6.74341,10.98927,10.36488,4.99512
NREM,0.00063,6.2439,11.11415,10.11512,8.11707
NREM,0.00071,6.2439,11.3639,10.24,4.87024
NREM,0.00128,7.24293,14.48585,12.23805,2.62244
NREM,0.00054,7.49268,11.61366,10.48976,8.86634
NREM,0.00052,7.24293,12.11317,10.61463,7.9922
NREM,0.00066,7.86732,11.23902,10.36488,8.11707
NREM,0.00083,7.24293,10.98927,9.99024,7.11805
NREM,0.00057,7.49268,11.86341,10.61463,8.49171
NREM,0.00078,6.49366,11.3639,10.11512,7.3678
NREM,0.00066,6.49366,11.86341,10.24,4.24585
NREM,0.00072,6.36878,11.86341,10.48976,4.24585
NREM,0.00072,6.99317,11.23902,10.24,3.9961
NREM,0.00075,6.36878,11.23902,10.24,4.12098
NREM,0.00083,5.99415,11.48878,10.48976,3.9961
NREM,0.0009,6.74341,11.11415,9.86537,7.61756
NREM,0.00087,5.99415,11.11415,10.24,4.24585
NREM,0.00083,6.99317,11.3639,10.36488,4.12098
NREM,0.00109,6.99317,10.98927,9.99024,7.11805
NREM,0.00094,5.49463,11.3639,10.11512,3.9961
NREM,0.001,6.86829,10.98927,10.11512,4.99512
NREM,0.00088,7.24293,11.3639,10.24,4.12098
NREM,0.00125,6.36878,10.98927,9.99024,3.12195
NREM,0.0012,6.86829,10.98927,9.99024,2.99707
NREM,0.00082,6.61854,11.23902,9.99024,3.87122
NREM,0.00117,7.11805,10.98927,9.99024,9.24098
NREM,0.00081,6.86829,11.48878,10.48976,4.12098
NREM,0.00109,6.99317,11.23902,10.36488,3.9961
NREM,0.00113,6.61854,10.73951,9.99024,7.3678
NREM,0.00091,6.61854,11.48878,10.24,3.9961
NREM,0.00103,6.74341,11.11415,10.24,8.61659
NREM,0.00127,6.61854,10.98927,10.11512,6.99317
NREM,0.00103,7.3678,11.3639,10.61463,8.86634
NREM,0.00138,6.11902,10.73951,9.49073,4.87024
NREM,0.00115,7.74244,11.11415,10.48976,8.74146
NREM,0.00116,7.24293,10.86439,10.11512,8.11707
NREM,0.00131,6.2439,10.86439,9.74049,4.12098
NREM,0.00127,6.99317,10.86439,10.24,4.12098
NREM,0.00131,6.49366,10.61463,9.99024,7.74244
NREM,0.00109,7.24293,11.3639,10.61463,9.36585
NREM,0.00113,6.86829,11.11415,10.11512,4.24585
NREM,0.00121,6.36878,10.61463,9.74049,2.99707
NREM,0.00127,7.11805,10.86439,10.11512,7.11805
NREM,0.00138,6.74341,10.48976,9.86537,3.9961
NREM,0.00131,5.74439,10.86439,9.74049,3.9961
NREM,0.00111,6.74341,10.73951,10.24,3.9961
NREM,0.00122,6.2439,10.61463,9.99024,5.24488
NREM,0.00138,6.61854,10.48976,9.99024,7.11805
NREM,0.00137,6.2439,10.36488,9.49073,6.99317
NREM,0.00111,6.49366,10.86439,9.99024,7.11805
NREM,0.0012,6.36878,10.48976,9.49073,3.9961
NREM,0.00126,6.11902,10.48976,9.61561,6.99317
NREM,0.00124,6.36878,10.73951,10.11512,6.2439
NREM,0.00112,6.11902,10.36488,9.61561,3.9961
NREM,0.00105,6.74341,10.73951,10.11512,4.12098
NREM,0.00125,5.61951,10.48976,9.74049,3.9961
NREM,0.00126,6.36878,10.36488,9.61561,3.9961
NREM,0.00121,5.86927,10.48976,9.61561,7.11805
NREM,0.00113,6.61854,10.61463,10.11512,4.99512
NREM,0.0012,6.36878,10.61463,9.86537,8.61659
NREM,0.00105,6.36878,10.36488,9.61561,4.12098
NREM,0.0011,6.99317,11.48878,10.24,8.86634
NREM,0.00128,5.61951,10.61463,10.11512,3.87122
NREM,0.00123,6.36878,10.98927,10.36488,4.12098
NREM,0.00133,6.36878,10.86439,9.86537,7.49268
NREM,0.00107,6.61854,10.86439,9.86537,4.12098
NREM,0.00123,6.49366,11.3639,10.11512,2.99707
NREM,0.0013,5.99415,10.86439,10.11512,7.24293
NREM,0.00111,6.11902,11.23902,10.24,7.24293
NREM,0.00116,6.49366,10.61463,10.11512,2.99707
NREM,0.00118,5.86927,10.73951,9.99024,6.74341
NREM,0.00107,6.2439,10.98927,9.74049,4.12098
NREM,0.00111,6.49366,10.61463,9.86537,7.9922
NREM,0.00172,5.99415,10.24,9.49073,7.9922
NREM,0.00099,6.86829,10.86439,9.86537,6.74341
NREM,0.00173,5.36976,10.61463,9.24098,4.24585
NREM,0.00137,5.49463,10.61463,9.74049,4.12098
NREM,0.00082,6.36878,10.98927,9.99024,7.49268
NREM,0.00121,6.36878,10.86439,10.24,4.12098
NREM,0.00125,6.2439,11.48878,9.99024,3.9961
NREM,0.00154,6.2439,11.11415,9.86537,7.24293
NREM,0.00094,7.11805,11.48878,10.24,8.36683
NREM,0.00096,6.2439,10.98927,9.74049,2.99707
NREM,0.00092,6.2439,11.23902,9.74049,6.74341
NREM,0.00089,6.2439,11.23902,9.86537,6.86829
NREM,0.00083,7.11805,10.73951,9.49073,7.24293
NREM,0.00114,5.74439,11.48878,9.99024,4.12098
NREM,0.00093,6.11902,10.73951,8.99122,4.12098
REM,0.00172,4.74537,12.23805,10.11512,4.99512
REM,0.00054,7.11805,12.11317,10.61463,7.9922
REM,0.00061,7.11805,11.23902,9.86537,7.74244
REM,0.00047,5.86927,12.11317,10.24,3.9961
REM,0.00061,5.99415,11.73854,10.24,4.24585
REM,0.00064,6.2439,11.73854,10.24,4.24585
REM,0.00054,5.74439,12.11317,10.61463,4.24585
REM,0.00058,5.24488,11.48878,9.61561,4.12098
REM,0.00069,5.24488,11.23902,9.74049,4.12098
REM,0.0006,4.99512,11.3639,9.74049,3.12195
REM,0.00788,3.62146,9.99024,6.99317,3.62146
NREM,0.00065,7.86732,11.3639,10.11512,8.11707
NREM,0.00069,7.61756,10.73951,9.74049,7.61756
NREM,0.00055,7.74244,11.3639,9.99024,7.86732
NREM,0.00047,7.24293,11.23902,9.99024,7.61756
NREM,0.00043,6.86829,11.98829,10.11512,3.9961
NREM,0.0005,7.49268,11.23902,9.74049,7.61756
NREM,0.00044,7.11805,11.86341,10.36488,4.12098
NREM,0.00039,6.49366,11.73854,10.24,7.49268
NREM,0.00042,6.99317,11.48878,9.99024,6.99317
NREM,0.00047,6.2439,11.11415,9.99024,3.9961
NREM,0.00049,7.11805,11.3639,10.48976,6.74341
NREM,0.00039,6.61854,11.61366,10.24,3.9961
NREM,0.00048,5.86927,12.23805,10.11512,6.99317
NREM,0.00036,6.61854,12.36293,10.61463,2.99707
NREM,0.00054,6.49366,11.86341,10.61463,4.87024
NREM,0.01552,3.74634,8.36683,6.61854,3.24683
NREM,0.00052,7.24293,11.23902,9.99024,7.74244
NREM,0.00052,5.49463,11.23902,9.61561,4.12098
NREM,0.00055,5.86927,11.73854,10.36488,4.12098
NREM,0.00052,6.99317,11.48878,10.24,4.12098
NREM,0.00056,6.99317,11.3639,10.11512,7.24293
NREM,0.00045,6.2439,11.23902,9.99024,3.9961
NREM,0.00067,6.99317,11.23902,9.49073,8.36683
NREM,0.00067,6.36878,10.98927,9.74049,3.9961
NREM,0.00074,6.99317,11.3639,10.36488,7.24293
NREM,0.00066,6.49366,11.98829,10.11512,7.24293
NREM,0.00073,6.74341,11.23902,9.74049,3.9961
NREM,0.00064,5.99415,12.36293,10.73951,3.9961
NREM,0.0007,6.86829,11.98829,10.61463,3.9961
NREM,0.00086,6.49366,11.48878,9.99024,7.11805
NREM,0.00054,6.99317,11.48878,10.36488,7.3678
NREM,0.00052,5.86927,12.4878,10.61463,3.9961
NREM,0.00064,6.86829,12.11317,10.73951,4.99512
NREM,0.0007,6.49366,11.86341,10.48976,4.12098
NREM,0.00083,6.11902,11.3639,10.11512,5.36976
NREM,0.0009,5.99415,11.48878,9.99024,4.12098
NREM,0.00087,5.99415,11.48878,10.24,3.9961
NREM,0.00075,6.36878,11.86341,10.48976,3.12195
NREM,0.00065,6.2439,11.86341,10.48976,3.9961
NREM,0.00094,7.3678,11.23902,10.11512,7.49268
NREM,0.00097,6.61854,11.23902,10.24,4.24585
NREM,0.00079,6.36878,11.3639,10.24,5.12
NREM,0.00065,6.11902,11.86341,10.73951,4.99512
NREM,0.00095,5.74439,11.48878,10.11512,4.24585
NREM,0.00092,6.11902,11.48878,10.11512,4.99512
NREM,0.00093,6.36878,11.23902,10.48976,4.12098
NREM,0.0011,7.11805,10.98927,10.11512,7.3678
NREM,0.00083,6.36878,11.23902,10.36488,4.12098
NREM,0.0008,5.99415,11.86341,10.48976,4.24585
NREM,0.00086,6.11902,10.98927,10.24,4.12098
NREM,0.00106,7.11805,11.23902,10.24,8.36683
NREM,0.00081,6.74341,11.3639,10.48976,7.3678
NREM,0.00102,6.99317,11.23902,10.24,7.3678
NREM,0.00086,6.49366,11.23902,10.11512,4.24585
NREM,0.00082,6.11902,11.48878,10.24,4.12098
NREM,0.00074,6.74341,11.23902,10.48976,7.11805
NREM,0.00089,6.74341,11.61366,10.36488,3.87122
NREM,0.00107,6.74341,11.11415,10.24,3.87122
NREM,0.00089,6.74341,11.11415,10.36488,7.24293
NREM,0.00109,5.99415,10.98927,10.11512,2.99707
NREM,0.00121,6.86829,10.73951,10.11512,4.12098
NREM,0.00103,6.49366,11.11415,10.24,5.12
NREM,0.00085,6.61854,10.98927,9.99024,7.24293
NREM,0.00108,7.3678,11.23902,10.61463,8.99122
NREM,0.00093,6.36878,11.3639,10.36488,3.9961
NREM,0.00134,6.74341,10.86439,10.24,6.11902
NREM,0.001,7.61756,12.11317,10.98927,9.99024
NREM,0.00127,5.61951,10.61463,9.86537,2.8722
NREM,0.00103,6.49366,10.98927,10.11512,3.9961
NREM,0.00094,6.74341,11.23902,10.48976,3.9961
NREM,0.00114,6.86829,10.86439,10.11512,7.24293
NREM,0.00101,6.86829,10.98927,10.11512,8.11707
NREM,0.00113,6.61854,10.73951,10.11512,4.99512
NREM,0.00156,5.61951,11.23902,9.99024,3.24683
NREM,0.00105,6.74341,10.98927,9.61561,3.24683
NREM,0.00075,6.11902,11.3639,10.24,4.12098
NREM,0.00116,5.36976,10.98927,9.1161,4.99512
NREM,0.00092,6.49366,10.98927,10.11512,4.12098
NREM,0.0013,6.49366,11.3639,10.36488,8.24195
NREM,0.00095,6.2439,10.98927,9.74049,7.74244
NREM,0.00071,6.36878,11.23902,10.24,4.12098
NREM,0.00105,5.49463,10.86439,9.74049,4.12098
NREM,0.00084,5.24488,11.48878,9.61561,4.99512
NREM,0.00093,6.36878,11.3639,10.48976,5.12
NREM,0.00092,5.86927,10.86439,9.86537,4.12098
NREM,0.00103,5.99415,11.23902,10.11512,4.24585
NREM,0.00076,5.99415,11.23902,9.99024,4.99512
NREM,0.00082,5.74439,11.73854,9.99024,4.37073
NREM,0.00139,5.36976,10.98927,9.74049,7.24293
NREM,0.00094,5.99415,10.98927,9.74049,7.74244
NREM,0.00055,6.11902,11.61366,10.11512,4.12098
NREM,0.00316,3.9961,11.86341,9.36585,2.99707
NREM,0.0005,8.11707,11.61366,10.61463,8.24195
NREM,0.00042,7.49268,11.61366,10.61463,7.9922
NREM,0.00036,6.74341,11.98829,10.36488,6.74341
NREM,0.0004,6.86829,11.73854,10.48976,3.9961
NREM,0.00063,5.61951,11.3639,10.11512,3.87122
NREM,0.00054,6.11902,11.61366,9.74049,7.86732
NREM,0.00056,6.49366,11.3639,10.11512,8.24195
NREM,0.00044,5.61951,11.98829,10.36488,4.74537
NREM,0.00051,6.36878,11.61366,10.36488,7.3678
NREM,0.00054,5.74439,10.73951,9.24098,3.87122
NREM,0.00054,6.11902,10.98927,9.36585,3.87122
REM,0.00041,5.86927,11.73854,10.48976,3.87122
REM,0.00049,7.86732,11.86341,10.73951,8.11707
REM,0.00033,5.86927,11.86341,10.11512,3.9961
REM,0.00063,7.86732,10.98927,10.11512,8.61659
REM,0.00036,5.86927,11.73854,9.99024,3.49659
REM,0.0003,6.49366,12.23805,10.48976,7.86732
REM,0.00054,7.24293,10.86439,9.86537,7.3678
REM,0.00033,5.74439,11.3639,9.86537,3.87122
REM,0.00027,6.2439,12.4878,10.11512,6.99317
REM,0.00081,7.11805,11.23902,9.74049,7.74244
REM,0.00032,5.86927,11.61366,9.99024,3.74634
REM,0.00046,6.99317,11.73854,10.24,7.9922
REM,0.00036,5.49463,11.48878,9.61561,3.87122
REM,0.00033,5.86927,12.11317,10.48976,3.87122
REM,0.00032,5.36976,12.73756,10.73951,4.99512
REM,0.00033,6.61854,11.98829,10.11512,6.99317
REM,0.00073,7.74244,11.23902,10.36488,8.49171
REM,0.00027,6.61854,12.11317,10.61463,4.24585
REM,0.00035,7.11805,12.36293,10.86439,6.99317
REM,0.0004,6.86829,11.73854,10.24,6.86829
REM,0.00056,7.61756,10.98927,10.24,7.49268
REM,0.00028,6.99317,12.61268,11.11415,3.9961
REM,0.00033,6.49366,12.23805,10.48976,4.62049
REM,0.00033,6.86829,11.86341,10.48976,3.87122
REM,0.0003,6.74341,12.4878,10.73951,7.3678
REM,0.00047,6.86829,11.48878,10.24,4.12098
REM,0.00043,6.74341,11.3639,10.24,8.49171
REM,0.0003,5.86927,11.73854,10.11512,3.9961
REM,0.00039,6.86829,11.86341,10.36488,8.86634
REM,0.00064,7.86732,10.86439,9.86537,8.74146
REM,0.00052,7.9922,11.73854,10.61463,8.36683
REM,0.00041,7.3678,11.61366,10.61463,7.3678
