Sleep_Stage,MeanP_Delta_C4,MedianF_Delta_C4,MeanF_Delta_C4,Spectral Edge_Delta_C4,PeakF_Delta_C4
NREM,0.00079,0.99902,7.11805,3.62146,0.62439
NREM,0.00104,1.37366,5.99415,3.37171,0.99902
NREM,0.00088,1.24878,6.11902,3.37171,0.74927
NREM,0.00288,1.37366,4.74537,2.74732,0.99902
NREM,0.00127,0.87415,6.86829,2.99707,0.62439
NREM,0.00284,0.99902,4.87024,2.8722,0.99902
NREM,0.00268,1.24878,5.12,2.8722,1.24878
NREM,0.00117,0.99902,6.11902,2.8722,0.99902
NREM,0.00216,1.37366,5.36976,2.99707,1.49854
NREM,0.003,1.24878,5.24488,2.74732,0.87415
NREM,0.00247,1.49854,5.12,2.99707,1.49854
NREM,0.00267,1.24878,5.24488,2.74732,1.24878
NREM,0.00284,1.24878,5.86927,2.8722,0.62439
NREM,0.00092,0.99902,7.24293,3.87122,0.37463
NREM,0.00162,1.62341,6.11902,2.99707,0.62439
NREM,0.0009,1.24878,6.99317,3.49659,0.87415
NREM,0.00217,1.49854,5.86927,3.12195,1.87317
NREM,0.00242,1.37366,5.74439,2.99707,1.74829
NREM,0.00274,1.1239,5.61951,2.8722,0.99902
NREM,0.00376,1.24878,5.36976,2.62244,0.74927
NREM,0.00555,1.1239,4.99512,2.37268,1.1239
NREM,0.00275,1.24878,5.74439,2.62244,0.74927
NREM,0.00348,1.24878,5.12,2.8722,0.87415
NREM,0.00375,0.99902,5.86927,2.8722,0.87415
NREM,0.00105,0.87415,8.49171,3.37171,0.87415
NREM,0.00055,0.74927,7.61756,3.37171,0.37463
NREM,0.00074,0.74927,7.3678,3.12195,0.49951
NREM,0.00093,0.87415,6.74341,2.74732,0.37463
NREM,0.00104,1.37366,6.11902,3.24683,0.37463
NREM,0.00077,0.99902,7.24293,3.37171,0.62439
NREM,0.00132,0.99902,6.61854,3.12195,0.87415
NREM,0.00183,1.37366,6.49366,2.99707,0.49951
NREM,0.00086,0.99902,7.3678,3.24683,0.49951
NREM,0.0005,0.99902,6.99317,3.49659,0.37463
NREM,0.0006,0.87415,7.3678,3.12195,0.49951
NREM,0.00167,1.24878,5.12,3.12195,0.62439
NREM,0.00187,1.49854,5.61951,2.99707,0.49951
NREM,0.00219,1.37366,4.87024,3.12195,0.74927
NREM,0.00207,1.24878,5.24488,2.74732,0.49951
NREM,0.00232,1.24878,5.12,2.8722,0.74927
NREM,0.00279,1.49854,4.87024,2.8722,0.74927
NREM,0.00185,1.49854,5.36976,3.24683,1.62341
NREM,0.0014,0.99902,5.49463,2.8722,0.37463
NREM,0.00213,1.87317,4.99512,3.12195,2.12293
NREM,0.00197,1.37366,5.12,3.12195,1.1239
NREM,0.00189,1.37366,5.12,3.24683,0.87415
NREM,0.00233,1.24878,5.36976,3.24683,0.99902
NREM,0.00043,0.87415,8.86634,3.37171,0.37463
NREM,0.00095,0.87415,6.49366,3.12195,0.49951
NREM,0.00113,1.24878,6.11902,3.12195,0.62439
NREM,0.00093,1.24878,7.24293,3.62146,0.49951
NREM,0.00145,1.1239,6.36878,2.99707,0.62439
NREM,0.00109,1.62341,6.74341,3.62146,1.87317
NREM,0.00189,1.37366,5.86927,3.12195,1.1239
NREM,0.00153,1.37366,5.74439,3.24683,1.37366
NREM,0.00359,1.24878,4.99512,2.8722,1.1239
NREM,0.00109,0.99902,6.74341,3.24683,0.99902
NREM,0.00176,1.49854,5.49463,3.24683,0.99902
NREM,0.00174,1.24878,5.61951,2.99707,0.87415
NREM,0.00194,1.49854,5.49463,3.24683,0.62439
NREM,0.00212,1.1239,5.12,2.8722,1.1239
NREM,0.00304,1.37366,5.12,2.74732,1.62341
NREM,0.00206,1.37366,5.12,3.12195,0.87415
NREM,0.0023,1.1239,5.36976,2.99707,0.74927
NREM,0.00282,1.24878,5.12,2.62244,1.24878
NREM,0.00386,1.37366,4.87024,2.8722,0.87415
NREM,0.00366,0.99902,4.87024,2.62244,0.99902
NREM,0.00298,1.49854,4.99512,2.74732,0.99902
NREM,0.00492,1.24878,4.74537,2.37268,1.37366
NREM,0.00413,1.1239,4.87024,2.49756,1.1239
NREM,0.00501,1.24878,4.74537,2.74732,1.1239
NREM,0.0064,1.1239,4.62049,2.37268,1.1239
NREM,0.00501,1.24878,4.37073,2.49756,1.24878
NREM,0.00506,1.24878,4.87024,2.49756,0.87415
NREM,0.00325,1.37366,4.87024,2.74732,1.24878
NREM,0.00484,1.24878,4.87024,2.74732,0.74927
NREM,0.00524,1.1239,5.49463,2.62244,0.74927
NREM,0.0048,1.1239,4.62049,2.2478,1.24878
NREM,0.00566,1.24878,4.74537,2.74732,1.37366
NREM,0.00254,1.1239,5.12,2.74732,0.74927
NREM,0.00407,1.37366,4.49561,2.49756,0.99902
NREM,0.00586,1.1239,4.62049,2.12293,1.1239
NREM,0.00373,1.1239,4.87024,2.74732,0.74927
NREM,0.00391,1.1239,4.74537,2.62244,1.1239
NREM,0.00866,1.1239,4.24585,2.2478,0.99902
NREM,0.00762,1.1239,4.49561,2.37268,0.87415
NREM,0.00607,1.1239,4.49561,2.37268,1.24878
NREM,0.00709,1.37366,4.37073,2.49756,0.99902
NREM,0.00658,1.1239,4.37073,2.2478,0.99902
NREM,0.00762,1.24878,4.62049,2.2478,1.24878
NREM,0.00417,1.49854,4.99512,2.99707,1.37366
NREM,0.01113,1.1239,4.12098,2.12293,1.1239
NREM,0.00752,1.24878,4.37073,2.49756,1.24878
NREM,0.00459,0.99902,4.74537,2.49756,0.62439
NREM,0.0077,0.99902,4.49561,2.37268,0.99902
NREM,0.00659,1.24878,4.37073,2.49756,1.24878
NREM,0.00609,1.1239,4.62049,2.37268,1.1239
NREM,0.00658,0.87415,8.61659,2.99707,0.99902
NREM,0.00218,0.87415,6.11902,2.62244,0.49951
NREM,0.00246,0.99902,5.74439,2.8722,0.62439
NREM,0.00148,1.37366,5.99415,3.24683,0.49951
NREM,0.00377,1.24878,4.62049,2.74732,0.99902
NREM,0.00286,1.24878,5.36976,2.74732,1.24878
NREM,0.00413,1.1239,5.12,2.62244,1.24878
NREM,0.00284,1.24878,5.74439,2.8722,0.62439
NREM,0.00131,1.1239,6.2439,3.24683,0.62439
NREM,0.00262,1.1239,5.61951,2.62244,0.99902
NREM,0.00102,0.87415,6.36878,3.49659,0.74927
NREM,0.00335,1.1239,4.99512,2.74732,0.74927
NREM,0.00258,1.37366,4.99512,2.74732,1.37366
NREM,0.00263,1.37366,5.12,2.8722,1.24878
NREM,0.00547,0.99902,4.99512,2.12293,0.74927
NREM,0.0047,1.37366,4.49561,2.74732,0.87415
NREM,0.0047,1.1239,4.87024,2.62244,0.99902
NREM,0.00383,1.24878,4.99512,2.62244,1.37366
NREM,0.00446,1.1239,4.99512,2.62244,0.62439
NREM,0.00307,1.37366,5.12,3.12195,1.49854
NREM,0.00592,1.1239,4.74537,2.37268,0.99902
NREM,0.00608,1.1239,4.74537,2.2478,1.1239
NREM,0.00315,1.49854,4.99512,2.8722,1.1239
NREM,0.00519,1.1239,4.49561,2.74732,0.99902
NREM,0.00458,0.99902,5.12,2.62244,0.74927
NREM,0.00229,1.49854,5.36976,2.8722,1.49854
NREM,0.00374,0.99902,4.99512,2.49756,0.87415
NREM,0.00252,0.87415,5.61951,2.62244,0.49951
NREM,0.00174,0.99902,6.86829,2.8722,1.24878
NREM,0.00208,1.37366,5.74439,3.12195,1.24878
NREM,0.00155,1.1239,5.86927,2.8722,0.74927
NREM,0.00614,1.1239,4.37073,2.49756,1.1239
NREM,0.00531,1.1239,5.12,2.49756,0.74927
NREM,0.00161,1.1239,6.2439,3.12195,1.1239
NREM,0.00322,1.1239,4.99512,2.62244,0.87415
NREM,0.00475,1.24878,5.49463,2.74732,1.24878
NREM,0.00148,1.1239,5.86927,2.99707,0.87415
NREM,0.00297,1.24878,4.74537,2.62244,1.1239
NREM,0.00296,0.87415,6.11902,2.49756,0.87415
NREM,0.00199,1.49854,5.86927,2.99707,1.62341
NREM,0.00442,1.1239,4.74537,2.49756,1.1239
NREM,0.00134,0.99902,7.86732,3.62146,0.74927
NREM,0.00094,1.24878,5.86927,3.24683,0.49951
NREM,0.00537,1.1239,5.49463,2.37268,0.74927
NREM,0.00104,0.99902,6.74341,2.99707,0.49951
NREM,0.00174,0.99902,5.24488,2.8722,0.74927
NREM,0.03592,0.87415,5.36976,2.12293,0.87415
NREM,0.00063,0.87415,6.74341,2.99707,0.37463
NREM,0.0006,0.87415,7.24293,3.24683,0.49951
NREM,0.0006,0.74927,6.99317,3.24683,0.62439
NREM,0.00074,0.74927,6.2439,2.8722,0.62439
NREM,0.00084,0.74927,5.86927,3.12195,0.62439
NREM,0.00102,1.37366,5.36976,3.12195,0.37463
NREM,0.00091,1.1239,5.99415,3.24683,0.37463
NREM,0.0017,1.24878,5.61951,3.24683,0.49951
NREM,0.00144,1.49854,5.61951,3.12195,0.49951
NREM,0.00093,1.1239,7.11805,3.37171,0.49951
NREM,0.0014,1.37366,5.99415,3.12195,0.37463
NREM,0.00219,1.37366,5.86927,2.8722,0.49951
NREM,0.00155,1.87317,5.61951,3.24683,2.12293
NREM,0.00104,1.24878,6.74341,3.37171,0.49951
NREM,0.00131,1.1239,6.74341,3.24683,0.49951
NREM,0.00162,1.24878,5.99415,2.99707,1.24878
NREM,0.00286,1.24878,4.87024,2.99707,0.99902
NREM,0.00062,1.24878,7.11805,3.49659,0.49951
NREM,0.0012,1.1239,5.74439,3.37171,1.1239
NREM,0.0017,1.37366,5.74439,3.12195,1.24878
NREM,0.00212,1.37366,5.36976,2.8722,0.37463
NREM,0.00247,1.37366,5.36976,2.8722,0.87415
NREM,0.00217,1.24878,5.36976,2.74732,1.1239
NREM,0.00191,1.37366,7.86732,3.74634,0.49951
NREM,0.00112,0.99902,6.11902,2.99707,0.49951
NREM,0.00125,1.49854,6.2439,3.24683,0.49951
NREM,0.00178,1.49854,5.74439,3.12195,1.49854
NREM,0.00183,1.24878,5.74439,2.99707,1.1239
NREM,0.00293,1.24878,4.87024,2.62244,0.87415
NREM,0.00145,1.62341,5.61951,3.12195,1.99805
NREM,0.00241,1.49854,4.99512,2.99707,1.87317
NREM,0.00238,0.99902,5.36976,2.8722,1.1239
NREM,0.00183,1.24878,5.86927,3.12195,1.24878
NREM,0.00212,1.37366,5.36976,3.12195,0.49951
NREM,0.00152,1.37366,5.86927,3.24683,0.49951
NREM,0.0041,1.24878,5.12,2.62244,0.99902
NREM,0.00296,1.24878,4.99512,2.62244,1.1239
NREM,0.00321,1.1239,5.36976,2.99707,0.87415
NREM,0.0049,1.74829,4.87024,2.74732,1.74829
NREM,0.00456,0.99902,5.12,2.2478,0.87415
NREM,0.00354,1.24878,5.24488,2.74732,0.99902
NREM,0.00468,1.74829,4.24585,2.49756,2.12293
NREM,0.00982,0.37463,4.62049,2.12293,0.37463
NREM,0.00135,0.62439,5.49463,2.2478,0.12488
REM,0.00116,0.87415,5.24488,2.74732,0.62439
REM,0.00074,0.62439,6.2439,2.99707,0.49951
REM,0.00151,0.87415,4.87024,2.37268,0.87415
REM,0.00124,0.87415,4.99512,2.74732,0.37463
REM,0.00165,0.62439,5.24488,2.49756,0.62439
REM,0.001,0.74927,5.49463,2.74732,0.37463
REM,0.00115,0.99902,4.99512,2.8722,0.74927
REM,0.00161,0.62439,4.87024,2.2478,0.62439
REM,0.0012,0.74927,6.2439,2.12293,0.87415
REM,0.00066,0.62439,7.24293,2.8722,0.49951
REM,0.00105,0.87415,5.49463,2.8722,0.49951
REM,0.00062,0.99902,6.49366,3.49659,0.74927
REM,0.00107,0.74927,5.36976,2.49756,0.74927
REM,0.00117,0.87415,5.24488,2.49756,0.74927
REM,0.00118,0.87415,4.99512,2.74732,0.62439
REM,0.00111,0.87415,5.12,2.37268,0.49951
REM,0.00329,0.74927,4.12098,2.12293,0.49951
REM,0.00187,0.62439,4.74537,2.12293,0.37463
REM,0.00057,0.87415,7.9922,2.99707,0.49951
NREM,0.00086,0.99902,6.49366,3.37171,0.49951
NREM,0.00108,1.49854,5.49463,3.37171,0.62439
NREM,0.00263,1.1239,4.74537,2.8722,1.24878
NREM,0.00173,0.99902,5.49463,2.74732,0.49951
NREM,0.00148,1.1239,5.36976,3.12195,0.37463
NREM,0.00082,0.99902,6.86829,3.37171,0.87415
NREM,0.00181,1.37366,4.99512,2.49756,1.37366
NREM,0.00124,1.24878,5.36976,2.99707,0.74927
NREM,0.00204,1.1239,5.36976,2.49756,1.1239
NREM,0.00263,1.87317,4.62049,2.99707,2.2478
NREM,0.00209,1.24878,5.49463,2.62244,1.1239
NREM,0.00066,0.74927,7.11805,3.12195,0.49951
NREM,0.00083,0.74927,8.24195,2.49756,0.49951
NREM,0.00141,1.24878,6.11902,3.24683,0.62439
NREM,0.00111,1.1239,6.36878,3.24683,0.49951
NREM,0.00226,1.87317,5.24488,2.74732,2.2478
NREM,0.00263,1.37366,4.62049,2.62244,1.49854
NREM,0.00219,1.1239,5.12,3.12195,0.87415
NREM,0.00324,1.37366,4.87024,2.8722,0.49951
NREM,0.00139,1.37366,4.99512,2.99707,0.49951
NREM,0.00265,1.37366,4.74537,3.12195,1.24878
NREM,0.00173,0.99902,5.24488,2.99707,0.62439
NREM,0.00103,0.74927,6.11902,2.37268,0.62439
NREM,0.00139,1.49854,8.36683,3.87122,0.87415
NREM,0.00137,1.74829,8.24195,3.74634,0.62439
NREM,0.00135,1.74829,7.9922,3.62146,0.49951
NREM,0.00189,1.62341,7.61756,3.49659,0.49951
NREM,0.00133,1.74829,7.61756,3.87122,0.87415
NREM,0.00184,1.24878,7.49268,3.62146,0.87415
NREM,0.00244,0.99902,7.3678,3.74634,0.62439
NREM,0.00164,1.74829,7.24293,3.74634,0.87415
NREM,0.00242,1.1239,6.49366,3.12195,0.62439
NREM,0.00267,1.62341,5.99415,3.62146,0.87415
NREM,0.00207,1.24878,6.2439,3.62146,0.74927
NREM,0.00329,1.62341,5.74439,3.24683,0.74927
NREM,0.00304,1.62341,6.11902,3.74634,0.87415
NREM,0.00405,1.49854,5.86927,3.49659,1.24878
NREM,0.00128,1.24878,7.61756,3.62146,0.37463
NREM,0.00183,1.37366,6.61854,3.62146,0.74927
NREM,0.00154,1.37366,6.99317,3.87122,0.99902
NREM,0.00122,1.1239,7.49268,3.62146,0.74927
NREM,0.00157,1.74829,6.74341,3.62146,2.8722
NREM,0.00222,1.49854,6.61854,3.74634,0.62439
NREM,0.00197,1.24878,6.49366,3.62146,0.99902
NREM,0.0022,1.49854,6.11902,3.74634,1.49854
NREM,0.00317,1.62341,5.99415,3.37171,0.99902
NREM,0.00424,1.37366,5.74439,3.24683,0.87415
NREM,0.00312,1.62341,5.74439,3.37171,1.37366
NREM,0.00291,1.74829,5.86927,3.74634,0.49951
NREM,0.00483,1.49854,5.36976,3.37171,0.87415
NREM,0.00426,1.24878,5.99415,3.37171,1.1239
NREM,0.00464,1.62341,5.86927,3.37171,1.1239
NREM,0.00412,1.49854,5.99415,3.62146,0.74927
NREM,0.00416,1.24878,5.99415,3.37171,0.74927
NREM,0.00673,1.1239,4.99512,2.74732,0.62439
NREM,0.00534,1.62341,5.74439,3.24683,0.62439
NREM,0.00436,1.37366,5.99415,3.12195,1.24878
NREM,0.00542,1.62341,5.74439,3.12195,0.87415
NREM,0.00804,0.99902,5.24488,2.8722,0.87415
NREM,0.00662,1.24878,5.36976,3.24683,1.1239
NREM,0.00762,1.24878,5.12,2.99707,1.49854
NREM,0.00614,1.37366,5.49463,2.74732,1.49854
NREM,0.00554,1.24878,5.74439,3.12195,1.24878
NREM,0.0071,1.1239,5.12,2.99707,0.87415
NREM,0.0103,1.1239,4.99512,2.8722,1.1239
NREM,0.00902,1.24878,5.12,2.62244,1.37366
NREM,0.00654,0.99902,5.36976,2.74732,0.62439
NREM,0.00862,1.24878,5.12,2.8722,0.87415
NREM,0.01045,1.1239,4.99512,2.62244,0.62439
NREM,0.00892,1.1239,4.99512,2.99707,0.74927
NREM,0.00753,1.24878,4.99512,2.74732,0.62439
NREM,0.00955,1.1239,5.12,2.62244,0.62439
NREM,0.00829,1.37366,4.87024,2.8722,0.87415
NREM,0.01102,1.1239,4.74537,2.8722,0.87415
NREM,0.00758,1.24878,5.12,2.74732,0.74927
NREM,0.00235,1.74829,6.36878,3.87122,0.87415
NREM,0.0024,1.74829,6.36878,3.74634,1.74829
NREM,0.0051,1.49854,5.86927,3.24683,0.87415
NREM,0.00583,1.37366,5.61951,2.8722,0.87415
NREM,0.00668,1.24878,5.24488,3.12195,0.74927
NREM,0.00579,1.49854,5.49463,3.12195,0.62439
NREM,0.0072,1.37366,5.36976,3.24683,1.24878
NREM,0.00602,1.37366,5.49463,3.12195,0.87415
NREM,0.00889,0.99902,5.24488,2.62244,0.62439
NREM,0.01448,0.99902,4.74537,2.37268,0.87415
NREM,0.00898,0.99902,5.12,2.62244,0.62439
NREM,0.00817,1.1239,5.12,2.8722,0.87415
NREM,0.01058,0.87415,5.12,2.37268,0.49951
NREM,0.01229,1.1239,4.74537,2.74732,0.74927
NREM,0.01212,0.99902,4.74537,2.62244,0.99902
NREM,0.0093,0.99902,5.36976,2.62244,0.99902
NREM,0.00744,1.24878,5.12,2.99707,0.99902
NREM,0.01044,1.1239,4.87024,2.99707,0.74927
NREM,0.01086,1.1239,4.99512,2.8722,0.74927
NREM,0.00945,1.24878,4.99512,2.49756,0.49951
NREM,0.01039,1.1239,4.99512,2.62244,0.49951
NREM,0.01391,0.99902,4.49561,2.37268,0.74927
NREM,0.01016,0.87415,4.87024,2.49756,0.49951
NREM,0.00849,1.49854,4.87024,2.99707,1.62341
NREM,0.01065,0.99902,4.87024,2.62244,0.62439
NREM,0.00885,0.74927,5.12,2.74732,0.62439
NREM,0.01275,0.99902,4.87024,2.49756,0.87415
NREM,0.00823,1.1239,5.12,2.99707,0.99902
NREM,0.01618,0.99902,4.49561,2.37268,0.62439
NREM,0.00195,1.24878,6.74341,3.87122,0.49951
NREM,0.00139,1.74829,6.86829,3.9961,0.49951
NREM,0.00285,0.99902,6.2439,3.12195,0.62439
NREM,0.00265,1.1239,6.36878,3.24683,0.62439
NREM,0.00291,1.24878,5.99415,3.12195,1.24878
NREM,0.00267,1.62341,5.86927,3.62146,0.99902
NREM,0.00363,1.37366,5.74439,3.12195,0.62439
NREM,0.00203,1.87317,6.49366,3.62146,2.8722
NREM,0.00366,1.24878,5.99415,3.24683,0.74927
NREM,0.00517,1.49854,5.61951,3.37171,0.87415
NREM,0.00363,1.24878,5.74439,3.24683,0.62439
NREM,0.00368,1.37366,5.86927,3.49659,0.87415
NREM,0.00342,1.62341,5.99415,3.37171,0.87415
NREM,0.00429,1.1239,5.74439,3.12195,0.99902
NREM,0.00322,1.37366,5.86927,3.24683,0.62439
NREM,0.00423,1.49854,5.74439,3.49659,0.99902
NREM,0.00532,1.37366,5.24488,2.99707,0.74927
NREM,0.0043,1.37366,5.74439,3.24683,0.99902
NREM,0.00412,1.24878,5.86927,3.49659,0.87415
NREM,0.00564,1.37366,5.12,2.8722,1.24878
NREM,0.00459,1.37366,5.74439,3.24683,0.99902
NREM,0.00516,1.62341,5.36976,3.24683,0.62439
NREM,0.00674,1.37366,5.12,3.24683,0.99902
NREM,0.00588,1.24878,5.24488,3.12195,1.1239
NREM,0.00872,0.99902,4.99512,2.62244,0.74927
NREM,0.01191,0.87415,4.74537,2.49756,0.74927
NREM,0.00815,1.1239,4.99512,2.74732,0.99902
NREM,0.00774,0.99902,5.36976,2.8722,0.62439
NREM,0.0074,1.1239,4.99512,2.8722,0.62439
NREM,0.00709,1.24878,5.36976,2.74732,0.87415
NREM,0.00845,0.99902,4.99512,2.8722,0.87415
NREM,0.01163,0.87415,4.62049,2.2478,0.74927
NREM,0.00891,1.1239,4.99512,2.62244,0.87415
NREM,0.01288,0.99902,4.62049,2.37268,0.74927
NREM,0.00978,0.99902,4.87024,2.62244,0.87415
NREM,0.01178,1.24878,4.74537,2.62244,1.37366
NREM,0.0118,1.1239,4.87024,2.49756,1.24878
NREM,0.00984,1.49854,4.87024,2.8722,1.49854
NREM,0.00634,0.99902,5.49463,3.12195,0.74927
NREM,0.00734,1.24878,5.12,2.8722,0.99902
NREM,0.00944,1.24878,4.99512,2.99707,1.1239
NREM,0.0134,1.1239,4.62049,2.74732,0.74927
NREM,0.01168,0.87415,4.87024,2.49756,0.62439
NREM,0.00915,1.24878,4.87024,2.8722,0.49951
NREM,0.0092,0.99902,4.74537,2.74732,0.74927
NREM,0.00606,1.1239,5.24488,3.12195,0.74927
NREM,0.01142,1.37366,4.74537,2.49756,0.87415
NREM,0.00508,1.24878,5.49463,3.37171,0.87415
NREM,0.00467,1.62341,5.49463,3.49659,0.87415
NREM,0.00302,1.24878,6.11902,3.24683,0.62439
NREM,0.006,1.1239,5.24488,2.8722,0.87415
NREM,0.00274,1.49854,6.2439,3.62146,0.49951
NREM,0.003,1.62341,5.86927,3.24683,0.37463
NREM,0.00824,0.37463,5.74439,1.99805,0.37463
REM,0.0029,1.49854,6.2439,3.74634,0.62439
REM,0.0024,1.1239,6.11902,3.12195,0.87415
REM,0.00212,1.87317,5.99415,3.74634,0.62439
REM,0.0013,1.62341,6.49366,3.74634,0.49951
REM,0.00166,1.1239,6.49366,3.62146,0.62439
REM,0.00244,1.49854,6.11902,3.62146,0.74927
REM,0.00176,1.74829,6.61854,3.9961,0.37463
REM,0.0012,1.49854,7.24293,3.49659,0.49951
REM,0.00164,1.62341,6.11902,3.74634,1.74829
NREM,0.00082,1.62341,7.86732,4.24585,0.49951
REM,0.00158,1.37366,6.36878,3.87122,0.37463
REM,0.0016,1.24878,6.11902,3.62146,0.49951
REM,0.00184,1.99805,6.2439,3.74634,0.87415
NREM,0.00583,0.74927,5.74439,1.99805,0.74927
REM,0.00128,1.74829,6.74341,3.9961,0.37463
REM,0.00152,1.87317,6.74341,3.87122,0.49951
REM,0.00168,1.87317,6.11902,3.87122,0.49951
REM,0.0063,0.62439,5.61951,1.99805,0.62439
REM,0.00122,1.37366,6.74341,3.87122,0.87415
NREM,0.00184,1.1239,10.36488,3.87122,0.49951
NREM,0.00664,0.49951,5.61951,1.24878,0.49951
NREM,0.00256,1.37366,5.61951,3.12195,0.62439
REM,0.00145,1.62341,6.36878,3.87122,0.37463
REM,0.00136,1.24878,6.74341,3.24683,0.74927
REM,0.00154,1.74829,6.2439,3.87122,1.87317
REM,0.00182,1.24878,6.2439,3.12195,0.49951
REM,0.00129,1.74829,6.74341,3.62146,0.87415
REM,0.00133,1.37366,6.2439,3.62146,0.87415
NREM,0.00241,1.1239,6.11902,2.8722,0.87415
NREM,0.00252,1.49854,5.99415,3.12195,0.49951
NREM,0.00163,1.49854,6.2439,3.37171,0.49951
NREM,0.00275,1.37366,5.61951,3.12195,0.87415
NREM,0.00235,1.37366,5.99415,3.49659,0.49951
NREM,0.00233,1.62341,5.74439,3.12195,1.1239
NREM,0.00228,1.37366,5.86927,3.37171,0.62439
NREM,0.0021,1.37366,5.99415,3.74634,1.1239
NREM,0.00302,1.24878,5.74439,3.37171,0.87415
NREM,0.0025,1.62341,5.74439,3.49659,1.87317
NREM,0.00389,1.37366,5.36976,2.99707,0.62439
NREM,0.00465,1.49854,5.24488,2.99707,0.87415
NREM,0.00404,1.37366,5.99415,2.99707,0.99902
NREM,0.00347,1.49854,5.36976,3.24683,1.24878
NREM,0.00457,1.37366,5.61951,2.99707,1.37366
NREM,0.00421,1.37366,5.36976,3.24683,0.99902
NREM,0.00585,1.24878,5.36976,3.12195,0.74927
NREM,0.00656,1.1239,5.12,2.8722,0.74927
NREM,0.00453,1.24878,5.49463,3.24683,0.62439
NREM,0.00686,1.24878,5.24488,2.74732,0.74927
NREM,0.00823,0.99902,4.99512,2.49756,0.87415
NREM,0.00583,0.99902,5.49463,2.8722,0.62439
NREM,0.00828,0.87415,5.12,2.2478,0.87415
NREM,0.00799,0.99902,5.12,2.62244,0.99902
NREM,0.00107,1.1239,6.49366,3.37171,0.62439
NREM,0.00121,1.1239,6.36878,3.37171,0.62439
NREM,0.00155,0.87415,6.86829,2.99707,0.74927
NREM,0.00217,0.99902,5.74439,2.8722,0.74927
NREM,0.00224,1.24878,6.11902,3.12195,0.99902
NREM,0.00133,0.99902,7.24293,3.62146,0.49951
NREM,0.00235,1.1239,5.86927,3.12195,1.1239
NREM,0.0019,1.37366,6.11902,3.49659,0.49951
NREM,0.00212,1.24878,6.2439,3.49659,0.62439
NREM,0.003,1.49854,5.61951,2.99707,1.62341
NREM,0.00253,1.74829,5.61951,3.24683,1.49854
NREM,0.0027,1.62341,5.86927,3.12195,0.87415
NREM,0.00233,1.37366,5.61951,3.24683,1.1239
NREM,0.00399,1.1239,5.36976,2.8722,1.1239
NREM,0.00362,1.49854,5.36976,3.37171,1.1239
NREM,0.00443,1.37366,5.61951,3.49659,0.74927
NREM,0.00356,1.49854,5.61951,3.62146,0.87415
NREM,0.00447,1.24878,5.36976,3.24683,1.1239
NREM,0.00447,1.37366,5.61951,3.24683,0.74927
NREM,0.0052,1.24878,5.49463,3.12195,1.1239
NREM,0.00552,1.37366,5.12,2.99707,1.49854
NREM,0.0059,1.1239,5.24488,2.8722,0.87415
NREM,0.00899,0.74927,4.87024,2.49756,0.62439
NREM,0.00638,1.37366,4.99512,2.8722,0.87415
NREM,0.00939,1.1239,4.87024,2.49756,0.74927
NREM,0.00894,0.87415,4.87024,2.62244,0.87415
NREM,0.00842,1.1239,4.99512,2.62244,0.62439
NREM,0.00727,0.99902,4.87024,2.62244,1.1239
NREM,0.01235,0.87415,4.62049,2.37268,0.74927
NREM,0.01039,0.99902,4.99512,2.49756,0.49951
NREM,0.00896,0.99902,4.99512,2.62244,0.99902
NREM,0.01096,0.74927,4.87024,2.2478,0.74927
NREM,0.00764,0.99902,5.24488,2.74732,0.99902
NREM,0.00697,0.99902,4.99512,2.74732,0.99902
NREM,0.00932,0.87415,4.74537,2.62244,0.74927
NREM,0.01309,0.87415,4.74537,2.12293,0.62439
NREM,0.00886,1.24878,4.74537,2.74732,0.49951
NREM,0.01084,0.99902,4.49561,2.49756,0.99902
NREM,0.01137,0.74927,4.49561,2.2478,0.62439
NREM,0.01294,0.87415,4.49561,2.12293,0.62439
NREM,0.01036,0.87415,4.74537,2.49756,0.49951
NREM,0.01282,0.87415,4.49561,2.2478,0.74927
NREM,0.00999,0.87415,4.99512,2.62244,0.49951
NREM,0.00813,0.99902,5.12,2.74732,0.62439
NREM,0.01302,0.87415,4.49561,2.12293,0.87415
NREM,0.01166,0.99902,4.74537,2.12293,0.99902
NREM,0.01516,0.87415,4.24585,1.99805,0.62439
NREM,0.01229,0.99902,4.49561,2.37268,1.1239
NREM,0.01181,0.99902,4.87024,2.2478,0.74927
NREM,0.01008,0.74927,4.49561,2.37268,0.62439
NREM,0.00934,0.74927,4.74537,2.62244,0.62439
NREM,0.00645,1.24878,5.12,2.74732,1.1239
NREM,0.00794,0.99902,4.87024,2.74732,0.74927
NREM,0.00932,1.1239,4.87024,2.49756,0.74927
NREM,0.01052,0.87415,4.74537,2.74732,0.62439
NREM,0.01018,0.99902,4.87024,2.74732,0.62439
NREM,0.01229,0.87415,4.62049,1.99805,0.49951
NREM,0.01052,0.99902,4.87024,2.49756,0.87415
NREM,0.00804,0.87415,4.99512,2.74732,0.49951
NREM,0.01247,0.87415,4.62049,2.2478,0.87415
NREM,0.00907,0.99902,4.87024,2.62244,0.62439
NREM,0.00823,1.1239,5.12,2.8722,0.62439
NREM,0.01307,0.87415,4.62049,2.12293,0.74927
NREM,0.00906,1.1239,4.99512,2.74732,0.87415
NREM,0.01245,0.99902,4.62049,2.37268,0.62439
NREM,0.00804,0.99902,5.12,2.74732,0.49951
