Sleep_Stage,MeanP_Alpha_C4,MedianF_Alpha_C4,MeanF_Alpha_C4,Spectral Edge_Alpha_C4,PeakF_Alpha_C4
NREM,0.00213,6.74341,12.36293,10.98927,6.49366
NREM,0.00213,6.99317,12.11317,10.73951,7.3678
NREM,0.00165,7.24293,12.73756,11.86341,5.86927
NREM,0.00188,6.86829,12.23805,10.73951,5.49463
NREM,0.00237,6.99317,12.86244,10.86439,6.2439
NREM,0.0038,7.74244,19.60585,17.98244,5.36976
NREM,0.00103,6.74341,12.86244,11.23902,7.3678
NREM,0.00173,6.49366,13.1122,12.61268,6.2439
NREM,0.00199,7.49268,12.98732,12.61268,8.24195
NREM,0.00146,7.11805,12.98732,12.23805,6.2439
NREM,0.0016,6.61854,12.61268,10.73951,6.86829
NREM,0.00171,6.86829,13.23707,12.36293,6.86829
NREM,0.00185,7.24293,12.86244,11.61366,6.2439
NREM,0.00185,7.11805,12.86244,12.36293,7.3678
NREM,0.00184,6.74341,12.73756,11.23902,5.99415
NREM,0.00193,6.61854,12.61268,11.11415,6.36878
NREM,0.00193,6.74341,12.11317,10.48976,5.74439
NREM,0.00187,6.49366,12.36293,10.98927,6.2439
NREM,0.00162,6.74341,11.73854,10.48976,6.99317
NREM,0.0015,6.74341,12.23805,10.86439,6.2439
NREM,0.00197,7.24293,12.86244,11.73854,6.11902
NREM,0.00171,7.11805,12.23805,10.98927,7.11805
NREM,0.0017,6.86829,12.4878,10.98927,8.24195
NREM,0.00209,6.11902,12.23805,10.36488,5.99415
NREM,0.00155,7.11805,12.73756,11.86341,7.24293
NREM,0.00159,6.86829,12.36293,10.61463,6.74341
NREM,0.00197,6.61854,11.98829,10.48976,5.49463
NREM,0.00142,6.61854,12.23805,10.48976,6.49366
NREM,0.00155,6.61854,12.61268,11.11415,7.24293
NREM,0.00148,6.61854,11.73854,10.48976,6.49366
NREM,0.00133,6.49366,11.73854,10.61463,6.36878
NREM,0.00158,6.49366,12.98732,11.86341,6.99317
NREM,0.00166,6.74341,12.4878,10.73951,6.2439
NREM,0.00167,6.49366,12.36293,10.73951,6.49366
NREM,0.00871,8.86634,18.35707,16.73366,6.74341
NREM,0.00303,7.3678,15.23512,13.73659,11.11415
NREM,0.00243,7.61756,15.98439,14.48585,6.36878
NREM,0.0009,7.24293,13.36195,12.4878,7.49268
NREM,0.00088,7.11805,13.61171,12.36293,6.36878
NREM,0.0007,7.3678,13.73659,12.23805,7.49268
NREM,0.00116,6.86829,13.36195,13.1122,5.74439
NREM,0.00113,7.11805,13.36195,12.36293,3.37171
NREM,0.00086,6.49366,13.86146,13.23707,3.9961
NREM,0.00154,7.11805,13.48683,12.61268,6.99317
NREM,0.00101,6.2439,13.73659,11.86341,6.74341
REM,0.00077,7.11805,13.23707,11.61366,7.24293
REM,0.00068,6.36878,13.23707,11.48878,4.74537
NREM,0.00048,7.86732,15.11024,14.11122,7.9922
REM,0.00071,7.49268,14.36098,12.86244,7.61756
REM,0.0009,6.61854,13.73659,11.86341,5.49463
REM,0.00072,7.11805,14.36098,12.98732,5.86927
NREM,0.00071,7.49268,15.11024,13.86146,7.49268
NREM,0.00203,6.86829,13.36195,12.4878,6.74341
REM,0.00076,6.86829,13.61171,11.3639,5.36976
REM,0.00059,6.86829,14.98537,13.61171,6.49366
REM,0.00073,6.99317,13.23707,11.48878,6.2439
REM,0.00053,6.86829,14.73561,12.73756,5.24488
REM,0.00059,6.61854,13.61171,11.86341,5.12
REM,0.00048,7.11805,14.61073,13.1122,5.24488
REM,0.00061,7.3678,14.36098,12.73756,8.11707
REM,0.00069,6.74341,12.86244,11.3639,6.11902
REM,0.00133,11.86341,17.6078,17.35805,13.48683
REM,0.00066,6.86829,14.61073,12.61268,5.61951
REM,0.00064,6.86829,13.23707,11.3639,7.11805
REM,0.00064,6.49366,14.2361,11.61366,5.49463
REM,0.00062,6.99317,13.73659,11.98829,7.49268
REM,0.00059,6.86829,14.36098,12.11317,6.36878
REM,0.00056,6.61854,13.98634,11.48878,5.49463
REM,0.00063,7.74244,15.98439,14.73561,7.3678
REM,0.00061,6.99317,14.86049,13.61171,5.49463
REM,0.00068,6.49366,13.73659,11.73854,5.74439
REM,0.00058,6.61854,14.11122,11.86341,5.49463
REM,0.00044,7.74244,14.61073,13.1122,6.99317
REM,0.00058,6.86829,13.86146,11.86341,6.2439
REM,0.00077,8.11707,14.11122,12.11317,8.74146
REM,0.00057,7.3678,14.36098,12.36293,7.49268
REM,0.00064,6.61854,13.48683,11.48878,6.49366
REM,0.00046,7.86732,15.36,14.2361,7.74244
REM,0.00065,7.49268,13.86146,12.61268,5.61951
REM,0.00082,7.49268,16.23415,14.61073,7.61756
NREM,0.00056,7.86732,14.61073,13.61171,7.74244
NREM,0.00077,7.86732,14.98537,13.48683,8.11707
NREM,0.00051,8.11707,15.23512,13.98634,7.49268
NREM,0.00041,8.24195,15.23512,13.98634,8.49171
NREM,0.00044,7.49268,14.48585,13.61171,6.74341
NREM,0.00054,8.49171,14.73561,13.73659,9.74049
NREM,0.00057,7.9922,14.86049,14.11122,7.74244
NREM,0.00045,8.61659,15.11024,14.36098,8.49171
NREM,0.00052,8.99122,14.36098,14.11122,9.1161
NREM,0.00073,8.49171,14.2361,13.73659,5.49463
NREM,0.00064,7.9922,14.11122,13.48683,6.11902
NREM,0.0008,9.36585,13.86146,13.48683,10.98927
NREM,0.00091,9.61561,13.98634,13.73659,11.3639
NREM,0.00105,9.49073,13.48683,13.36195,12.86244
NREM,0.00076,8.86634,13.48683,13.36195,8.36683
NREM,0.00133,9.61561,13.36195,13.23707,10.61463
NREM,0.00118,9.86537,13.61171,13.36195,12.98732
NREM,0.001,8.61659,13.73659,13.36195,11.11415
NREM,0.00086,8.61659,13.61171,13.23707,5.86927
NREM,0.00101,8.49171,13.73659,13.23707,9.49073
NREM,0.00118,8.11707,13.48683,13.23707,7.49268
NREM,0.00119,8.61659,13.48683,13.23707,6.61854
NREM,0.00101,7.74244,13.61171,13.1122,7.24293
NREM,0.00139,7.9922,13.36195,12.98732,6.74341
NREM,0.0012,7.86732,13.36195,13.1122,7.11805
NREM,0.00132,7.3678,13.1122,12.73756,6.99317
NREM,0.00162,7.24293,13.1122,12.23805,7.49268
NREM,0.00133,7.3678,13.23707,12.61268,7.61756
NREM,0.00119,7.74244,13.23707,12.86244,5.86927
NREM,0.00175,6.74341,12.86244,11.3639,4.49561
NREM,0.00131,7.24293,13.23707,12.23805,6.99317
NREM,0.00152,7.11805,12.98732,12.23805,7.24293
NREM,0.00159,6.99317,13.1122,12.61268,6.11902
NREM,0.00134,7.74244,13.23707,12.86244,7.86732
NREM,0.00155,7.3678,13.1122,12.73756,6.36878
NREM,0.00182,6.49366,12.86244,11.73854,5.74439
NREM,0.00225,6.36878,12.36293,10.61463,5.61951
NREM,0.00115,6.61854,12.86244,11.3639,4.49561
NREM,0.00153,6.99317,12.98732,12.36293,6.36878
NREM,0.00144,7.11805,12.98732,12.4878,6.61854
NREM,0.00134,7.11805,13.23707,12.61268,5.61951
NREM,0.00156,6.49366,12.98732,11.73854,6.49366
NREM,0.00133,6.99317,12.98732,11.3639,7.11805
NREM,0.00192,6.74341,12.4878,11.11415,6.2439
NREM,0.0015,7.24293,12.86244,11.98829,6.36878
NREM,0.00139,6.86829,12.73756,11.61366,6.74341
NREM,0.00147,6.61854,12.86244,10.98927,6.74341
NREM,0.00195,6.61854,12.36293,11.11415,6.2439
NREM,0.00127,6.86829,12.98732,11.73854,6.11902
NREM,0.00112,6.86829,12.98732,11.98829,5.74439
NREM,0.00178,6.86829,12.61268,11.23902,5.99415
NREM,0.00568,9.99024,19.73073,18.48195,11.48878
NREM,0.00097,7.24293,16.23415,13.48683,6.74341
NREM,0.00095,7.11805,13.48683,12.61268,6.2439
NREM,0.00348,10.11512,17.6078,17.23317,11.23902
NREM,0.00074,7.49268,13.61171,12.73756,7.61756
NREM,0.0011,8.24195,13.61171,12.61268,6.61854
NREM,0.00094,7.86732,13.73659,13.36195,6.86829
NREM,0.00103,9.1161,13.61171,13.23707,9.24098
NREM,0.00106,7.9922,13.48683,13.23707,6.36878
NREM,0.00152,6.86829,13.23707,12.86244,6.2439
NREM,0.00123,7.74244,13.48683,13.23707,6.2439
NREM,0.00148,7.3678,13.23707,12.86244,6.36878
NREM,0.00119,7.74244,13.23707,12.73756,6.99317
NREM,0.00193,6.61854,12.61268,11.23902,6.61854
NREM,0.00098,7.3678,13.36195,12.61268,5.99415
NREM,0.00181,6.49366,12.73756,11.61366,6.11902
NREM,0.00131,6.99317,12.86244,11.61366,6.86829
NREM,0.00162,7.11805,12.98732,11.73854,5.36976
NREM,0.00114,7.3678,13.86146,12.73756,5.74439
NREM,0.00131,7.11805,13.61171,13.23707,6.99317
NREM,0.00655,9.49073,18.60683,17.6078,7.49268
NREM,0.00087,8.11707,13.98634,13.23707,6.86829
NREM,0.00069,7.61756,13.36195,12.4878,7.61756
NREM,0.00077,7.3678,13.61171,12.73756,6.36878
NREM,0.00104,9.61561,13.61171,13.36195,12.98732
NREM,0.00118,7.86732,13.36195,12.98732,6.86829
NREM,0.00109,7.61756,13.48683,12.98732,6.86829
NREM,0.00096,7.86732,13.36195,13.1122,5.49463
NREM,0.00097,7.86732,13.48683,13.1122,7.86732
NREM,0.00115,7.24293,13.23707,12.73756,5.61951
NREM,0.00117,7.3678,13.23707,12.73756,6.99317
NREM,0.00135,6.99317,12.98732,11.48878,6.61854
NREM,0.00188,6.2439,12.23805,10.86439,6.2439
NREM,0.00129,6.11902,13.23707,11.73854,4.99512
NREM,0.00122,7.24293,13.1122,12.4878,5.86927
NREM,0.00195,6.49366,12.86244,11.73854,5.74439
NREM,0.0012,7.11805,13.36195,12.36293,6.2439
NREM,0.00142,6.74341,12.86244,12.23805,6.49366
NREM,0.00145,7.24293,13.1122,12.4878,6.11902
NREM,0.00163,6.86829,12.86244,11.73854,6.74341
NREM,0.00149,6.86829,13.48683,12.73756,6.86829
NREM,0.00116,6.99317,12.98732,12.23805,5.74439
NREM,0.00167,6.99317,13.1122,12.23805,5.99415
NREM,0.00152,7.11805,12.98732,12.23805,6.99317
NREM,0.00188,9.49073,18.60683,16.73366,12.4878
NREM,0.00058,7.49268,13.98634,13.1122,6.74341
NREM,0.00121,7.9922,13.86146,13.23707,10.24
NREM,0.00076,7.74244,15.23512,13.48683,6.2439
NREM,0.00086,7.61756,13.98634,12.98732,7.11805
NREM,0.00082,7.49268,13.98634,12.86244,7.11805
NREM,0.00068,7.49268,14.2361,13.48683,6.74341
NREM,0.00087,8.49171,13.98634,13.36195,6.36878
NREM,0.00054,7.24293,14.48585,13.73659,4.62049
NREM,0.00083,8.36683,13.98634,13.48683,6.74341
NREM,0.00103,8.24195,13.61171,13.48683,5.74439
NREM,0.00077,8.86634,13.61171,13.36195,12.98732
NREM,0.00091,8.24195,13.98634,13.73659,6.86829
NREM,0.00091,8.49171,13.73659,13.36195,6.86829
NREM,0.00127,7.11805,13.48683,13.1122,6.11902
NREM,0.00091,7.49268,13.86146,13.36195,7.3678
NREM,0.00078,7.49268,13.73659,13.36195,6.74341
NREM,0.00097,8.36683,13.73659,13.23707,8.24195
NREM,0.00078,8.74146,13.73659,13.48683,13.48683
NREM,0.0008,8.49171,13.36195,13.1122,7.11805
NREM,0.00147,7.24293,13.48683,13.1122,5.74439
NREM,0.00125,7.49268,13.61171,13.23707,5.49463
NREM,0.00096,7.86732,13.86146,13.48683,6.36878
NREM,0.00098,7.61756,13.23707,12.4878,8.11707
NREM,0.00119,7.11805,13.36195,12.98732,6.2439
NREM,0.00104,7.9922,13.48683,13.23707,13.23707
NREM,0.00115,7.9922,13.36195,13.1122,7.49268
NREM,0.00164,7.49268,12.98732,11.98829,6.11902
NREM,0.00157,6.86829,12.86244,11.98829,6.61854
NREM,0.00124,7.24293,13.36195,12.98732,6.86829
NREM,0.00115,7.49268,13.23707,12.73756,6.86829
NREM,0.00139,7.24293,13.1122,12.36293,6.61854
NREM,0.00135,7.3678,13.1122,12.73756,7.9922
NREM,0.00145,6.61854,13.36195,12.73756,6.36878
NREM,0.00123,6.61854,12.98732,12.11317,6.36878
NREM,0.00138,7.11805,12.86244,11.48878,7.3678
NREM,0.00132,7.3678,13.1122,12.4878,6.99317
NREM,0.00169,6.2439,12.4878,11.11415,5.74439
NREM,0.00133,7.3678,12.61268,11.3639,6.36878
NREM,0.00146,6.86829,12.86244,11.48878,6.61854
NREM,0.00445,7.3678,16.35902,14.73561,3.9961
NREM,0.00076,7.9922,13.48683,12.36293,7.24293
NREM,0.00088,8.24195,13.48683,13.1122,12.61268
NREM,0.00133,7.9922,13.23707,12.23805,10.86439
NREM,0.00455,9.61561,20.10537,18.98146,6.61854
NREM,0.00112,8.24195,15.98439,14.48585,7.24293
NREM,0.00118,7.3678,13.73659,13.1122,6.74341
NREM,0.00182,9.24098,18.48195,17.23317,7.9922
NREM,0.00311,9.24098,16.73366,16.23415,10.61463
NREM,0.00057,7.86732,14.61073,13.86146,7.74244
NREM,0.00102,7.11805,13.48683,12.73756,5.49463
NREM,0.00075,7.86732,13.86146,12.73756,7.9922
NREM,0.00308,9.1161,19.98049,18.48195,5.49463
NREM,0.00046,7.61756,14.48585,13.1122,7.3678
NREM,0.0019,7.49268,13.48683,12.4878,7.11805
NREM,0.00233,9.61561,17.48293,14.86049,10.98927
NREM,0.00056,7.24293,14.48585,13.98634,7.3678
NREM,0.00082,8.36683,14.11122,13.73659,7.24293
NREM,0.00094,7.9922,14.11122,13.86146,6.86829
NREM,0.00071,6.99317,13.36195,12.36293,6.49366
NREM,0.00071,6.99317,15.11024,14.11122,5.36976
NREM,0.00072,7.61756,16.4839,14.61073,7.61756
NREM,0.00478,7.9922,17.10829,15.48488,5.24488
NREM,0.00334,9.61561,25.47512,23.97659,6.2439
NREM,0.00164,9.49073,21.35415,20.72976,9.49073
NREM,0.00097,8.61659,17.85756,16.85854,8.86634
NREM,0.00053,7.74244,15.11024,13.98634,7.9922
NREM,0.00053,7.74244,14.86049,13.61171,7.61756
NREM,0.00058,7.3678,14.73561,13.61171,6.86829
NREM,0.00071,7.11805,14.86049,13.36195,5.99415
NREM,0.00059,7.61756,14.98537,13.73659,7.61756
NREM,0.0005,7.74244,14.86049,13.36195,6.49366
NREM,0.00357,12.98732,22.10341,23.22732,15.98439
NREM,0.00074,8.49171,15.23512,13.98634,8.49171
NREM,0.0004,7.86732,16.10927,14.98537,8.11707
NREM,0.00058,7.11805,15.23512,13.48683,6.49366
NREM,0.00071,7.61756,14.36098,12.86244,7.9922
NREM,0.00055,7.49268,14.61073,13.36195,6.49366
NREM,0.0009,6.99317,13.61171,12.61268,7.11805
NREM,0.00196,9.24098,20.48,19.85561,8.74146
NREM,0.00081,8.36683,18.73171,17.35805,8.36683
NREM,0.0005,7.74244,14.86049,12.98732,6.2439
NREM,0.0005,7.9922,14.61073,12.98732,8.99122
NREM,0.00046,8.24195,14.98537,13.48683,8.74146
NREM,0.00044,7.9922,15.36,13.86146,4.99512
NREM,0.00053,7.49268,14.48585,13.1122,4.87024
NREM,0.00044,7.9922,14.98537,13.48683,8.49171
NREM,0.00043,7.9922,15.23512,13.98634,8.61659
NREM,0.00035,7.74244,15.85951,14.73561,8.11707
NREM,0.00085,8.24195,16.4839,15.11024,8.49171
NREM,0.00044,8.24195,14.98537,13.1122,8.61659
NREM,0.00044,7.74244,16.23415,14.73561,7.74244
NREM,0.00045,7.74244,15.48488,14.36098,5.61951
NREM,0.00041,7.74244,15.73463,14.36098,7.61756
NREM,0.00048,8.61659,15.85951,14.73561,8.86634
NREM,0.00054,7.61756,14.98537,13.98634,6.86829
NREM,0.00053,7.74244,15.36,14.36098,6.2439
NREM,0.00054,7.86732,15.98439,14.73561,8.49171
NREM,0.00043,7.9922,15.85951,14.86049,7.74244
NREM,0.00033,7.9922,15.23512,14.2361,6.11902
NREM,0.00047,8.11707,14.86049,14.11122,7.9922
NREM,0.0005,6.74341,14.86049,13.61171,5.36976
NREM,0.0008,8.86634,15.36,14.61073,7.3678
NREM,0.00073,8.36683,15.36,13.73659,8.86634
NREM,0.00034,7.9922,15.73463,14.36098,7.86732
NREM,0.00065,7.86732,15.73463,14.48585,6.86829
NREM,0.00041,7.9922,15.48488,13.98634,7.86732
NREM,0.00054,8.11707,14.98537,13.73659,8.86634
NREM,0.00061,6.61854,14.48585,12.73756,4.87024
NREM,0.0011,6.49366,13.61171,12.86244,6.36878
NREM,0.00063,6.99317,14.73561,13.36195,7.11805
NREM,0.00053,7.61756,14.2361,12.98732,4.49561
NREM,0.00073,6.99317,14.36098,13.36195,6.36878
NREM,0.00066,7.61756,14.98537,14.11122,6.49366
NREM,0.00098,9.1161,16.10927,15.60976,8.24195
NREM,0.00082,10.98927,17.6078,17.35805,8.11707
NREM,0.00066,7.9922,14.2361,12.86244,8.61659
NREM,0.00132,8.49171,14.86049,13.1122,8.74146
NREM,0.00053,7.11805,14.61073,12.36293,4.74537
NREM,0.0005,6.99317,15.11024,12.61268,4.99512
NREM,0.00046,7.3678,15.36,13.23707,7.49268
NREM,0.00045,6.86829,14.61073,12.61268,5.36976
NREM,0.0005,6.99317,14.11122,12.23805,6.61854
NREM,0.0006,7.24293,13.61171,11.86341,5.12
NREM,0.00072,6.74341,13.73659,12.23805,6.2439
NREM,0.00048,7.11805,13.86146,12.4878,5.74439
NREM,0.00054,6.99317,14.73561,12.23805,5.61951
NREM,0.00057,6.86829,14.36098,12.36293,5.61951
NREM,0.00064,7.11805,15.11024,13.36195,4.99512
NREM,0.00045,6.61854,14.86049,12.61268,6.2439
REM,0.00056,7.3678,14.11122,12.86244,5.49463
NREM,0.00053,7.74244,15.60976,14.11122,5.12
REM,0.00064,7.3678,13.86146,12.11317,6.36878
REM,0.00048,7.24293,14.86049,13.23707,5.61951
REM,0.0007,7.24293,13.61171,11.73854,7.3678
NREM,0.00103,8.74146,18.35707,17.73268,8.74146
REM,0.00065,6.99317,12.73756,11.11415,7.49268
REM,0.00057,7.74244,14.73561,12.98732,7.86732
REM,0.00069,7.49268,12.86244,11.23902,5.86927
REM,0.00055,7.3678,14.2361,12.36293,6.99317
NREM,0.00059,7.3678,15.36,14.11122,7.3678
NREM,0.00106,9.86537,16.73366,16.10927,7.3678
REM,0.00055,6.86829,14.36098,12.23805,6.99317
REM,0.00054,6.86829,14.36098,12.36293,5.99415
NREM,0.00055,7.49268,14.98537,13.36195,7.49268
REM,0.00066,6.99317,13.1122,11.61366,6.2439
REM,0.00073,6.86829,12.4878,10.98927,8.24195
REM,0.0007,7.74244,15.85951,14.86049,8.36683
REM,0.00052,6.74341,13.86146,11.98829,6.36878
NREM,0.00092,9.36585,18.60683,17.23317,5.61951
REM,0.00099,7.9922,15.73463,14.48585,5.86927
REM,0.00047,6.86829,14.61073,12.61268,5.74439
REM,0.0005,7.24293,14.86049,13.23707,6.49366
REM,0.00058,7.49268,15.36,13.86146,5.36976
NREM,0.00055,7.3678,14.86049,12.73756,5.99415
NREM,0.00054,7.61756,15.11024,13.73659,6.11902
NREM,0.00058,6.99317,14.61073,13.23707,7.11805
NREM,0.00047,7.49268,15.36,14.11122,6.86829
NREM,0.00081,6.49366,14.48585,12.98732,5.61951
NREM,0.00058,6.86829,14.98537,13.98634,5.36976
NREM,0.00066,6.36878,14.61073,12.86244,5.99415
NREM,0.00054,7.74244,14.86049,13.98634,4.62049
NREM,0.00089,6.74341,14.11122,13.1122,5.49463
NREM,0.00049,7.3678,14.86049,13.86146,8.36683
NREM,0.00078,8.11707,14.2361,13.98634,4.37073
NREM,0.00088,7.9922,14.11122,13.73659,13.23707
NREM,0.00074,7.11805,14.11122,13.48683,4.49561
NREM,0.0009,6.61854,14.48585,13.48683,5.49463
NREM,0.00074,8.74146,14.36098,13.98634,5.36976
NREM,0.00086,7.3678,13.98634,13.73659,5.86927
NREM,0.0009,8.74146,14.2361,13.86146,13.73659
NREM,0.00091,7.74244,14.11122,13.73659,5.24488
NREM,0.00111,7.74244,13.73659,13.48683,5.49463
NREM,0.00095,8.74146,13.98634,13.73659,13.1122
NREM,0.00129,8.36683,13.61171,13.23707,6.99317
NREM,0.00121,10.11512,13.61171,13.36195,12.4878
NREM,0.00116,7.9922,13.98634,13.73659,13.61171
NREM,0.00105,9.24098,13.73659,13.48683,13.1122
NREM,0.00111,7.49268,14.36098,13.73659,7.24293
NREM,0.00552,8.49171,23.3522,22.35317,6.36878
NREM,0.00059,7.9922,14.86049,13.98634,6.86829
NREM,0.00104,8.24195,13.98634,13.61171,8.49171
NREM,0.00086,7.49268,13.98634,13.61171,6.61854
NREM,0.00115,10.73951,13.73659,13.61171,13.36195
NREM,0.00116,9.61561,13.48683,13.1122,11.23902
NREM,0.0012,8.11707,13.48683,13.23707,5.74439
NREM,0.00105,7.9922,13.61171,12.61268,10.98927
NREM,0.00083,8.11707,14.11122,13.73659,6.99317
NREM,0.00122,10.73951,14.11122,13.86146,12.4878
NREM,0.00128,8.74146,13.73659,13.48683,7.3678
NREM,0.00105,7.86732,13.36195,12.73756,6.86829
NREM,0.00161,8.36683,13.23707,12.98732,7.3678
NREM,0.00128,8.24195,13.1122,12.73756,10.86439
NREM,0.00129,8.11707,13.61171,13.48683,6.11902
NREM,0.00115,8.11707,13.1122,12.73756,8.61659
NREM,0.00156,7.24293,13.1122,12.61268,6.11902
NREM,0.00096,8.24195,13.48683,13.23707,6.2439
NREM,0.00134,7.74244,13.23707,12.73756,6.86829
NREM,0.00124,7.9922,12.98732,12.61268,8.36683
NREM,0.00147,8.49171,13.1122,12.86244,7.74244
NREM,0.00132,7.24293,13.1122,12.61268,5.86927
NREM,0.0017,7.74244,13.36195,12.98732,6.86829
NREM,0.00144,7.11805,13.23707,12.11317,7.11805
NREM,0.00175,6.86829,13.23707,12.86244,6.61854
NREM,0.00121,7.49268,13.1122,11.98829,7.24293
NREM,0.00137,7.49268,12.86244,11.86341,9.49073
NREM,0.00144,6.74341,12.98732,12.23805,5.86927
NREM,0.00161,7.11805,13.1122,12.4878,4.99512
NREM,0.00138,7.24293,12.86244,12.23805,7.49268
NREM,0.00172,6.99317,12.98732,11.98829,6.99317
NREM,0.00118,7.49268,12.86244,12.11317,6.11902
NREM,0.00151,7.24293,13.1122,12.86244,6.99317
NREM,0.00122,7.49268,12.61268,11.3639,5.99415
NREM,0.00134,7.11805,12.98732,12.36293,5.61951
NREM,0.00136,7.74244,13.36195,12.86244,6.2439
NREM,0.00219,6.61854,11.48878,10.73951,5.36976
NREM,0.0012,6.99317,12.98732,12.4878,6.86829
NREM,0.00122,7.11805,12.23805,11.3639,6.86829
NREM,0.00847,7.61756,17.48293,15.48488,5.36976
NREM,0.00141,7.11805,15.23512,13.86146,6.61854
NREM,0.0008,8.24195,13.98634,13.1122,8.49171
NREM,0.00103,7.61756,13.48683,12.73756,6.61854
NREM,0.00074,7.9922,14.2361,13.73659,7.86732
NREM,0.0009,7.3678,13.73659,13.36195,7.11805
NREM,0.00084,8.11707,13.61171,13.36195,11.11415
NREM,0.00085,7.9922,13.61171,13.23707,7.49268
NREM,0.00077,8.36683,13.73659,13.36195,10.61463
NREM,0.00152,7.9922,13.61171,13.23707,5.49463
NREM,0.00103,10.11512,13.86146,13.73659,13.73659
NREM,0.00498,7.9922,19.23122,17.10829,8.36683
NREM,0.0063,10.48976,20.72976,20.23024,10.73951
NREM,0.00053,7.9922,14.61073,13.36195,8.24195
NREM,0.00092,7.9922,13.73659,13.1122,6.61854
NREM,0.00056,7.9922,14.61073,13.86146,6.61854
NREM,0.00057,8.86634,14.11122,13.73659,10.86439
NREM,0.00086,7.74244,13.86146,13.36195,11.11415
NREM,0.00144,8.11707,13.61171,13.36195,13.1122
NREM,0.00136,7.74244,13.36195,13.1122,6.61854
NREM,0.001,8.11707,13.36195,12.86244,5.86927
NREM,0.00081,8.11707,13.73659,13.36195,6.61854
NREM,0.00092,7.74244,13.86146,12.73756,6.61854
NREM,0.00381,8.74146,18.10732,17.10829,9.49073
NREM,0.0006,8.24195,15.48488,14.36098,8.49171
NREM,0.00053,7.24293,14.36098,13.61171,9.24098
NREM,0.00099,7.3678,13.86146,13.61171,6.2439
NREM,0.0008,7.3678,13.73659,12.86244,7.61756
NREM,0.00053,6.86829,14.11122,12.61268,5.24488
NREM,0.0006,6.86829,13.61171,11.3639,5.61951
NREM,0.00062,6.61854,13.61171,11.86341,4.99512
NREM,0.00087,6.99317,13.98634,11.98829,6.2439
REM,0.00059,6.74341,13.23707,11.73854,6.36878
REM,0.00061,6.99317,13.61171,11.23902,8.24195
REM,0.00049,7.3678,15.73463,14.2361,5.99415
NREM,0.00057,7.49268,14.98537,13.48683,5.12
REM,0.0006,7.11805,13.73659,12.36293,7.11805
REM,0.00091,6.86829,12.23805,10.48976,5.24488
REM,0.00063,6.49366,13.36195,11.61366,6.11902
REM,0.00048,6.74341,13.98634,12.36293,6.74341
REM,0.00073,6.86829,13.36195,11.48878,6.74341
REM,0.00049,7.49268,15.36,13.36195,6.74341
REM,0.00066,6.61854,13.1122,11.23902,6.36878
REM,0.00051,7.3678,13.86146,12.23805,7.49268
REM,0.00076,6.74341,13.98634,12.11317,6.2439
REM,0.00069,6.74341,13.1122,11.11415,6.99317
REM,0.00055,6.99317,14.36098,12.61268,6.2439
REM,0.00063,7.24293,13.1122,11.61366,8.11707
REM,0.00068,6.86829,12.61268,10.98927,6.49366
REM,0.00047,7.11805,13.98634,11.61366,6.61854
REM,0.0006,6.61854,12.73756,10.73951,5.49463
REM,0.00062,6.74341,13.23707,10.86439,4.87024
REM,0.00079,7.11805,12.36293,10.86439,8.11707
REM,0.00065,8.11707,14.11122,12.11317,8.74146
REM,0.00076,7.11805,13.1122,11.3639,7.3678
REM,0.00061,6.61854,13.23707,11.23902,5.61951
REM,0.00073,7.3678,12.36293,10.86439,8.24195
REM,0.00208,9.86537,20.23024,19.98049,8.11707
NREM,0.00068,7.61756,14.36098,12.61268,8.11707
NREM,0.0034,10.11512,20.97951,20.35512,9.24098
NREM,0.00089,7.61756,13.48683,11.73854,7.3678
NREM,0.0006,7.86732,15.11024,13.1122,7.86732
REM,0.00077,7.11805,14.73561,12.23805,6.86829
REM,0.00072,6.86829,13.23707,11.11415,6.86829
REM,0.00153,7.24293,13.36195,11.73854,5.12
NREM,0.00078,7.74244,13.73659,11.23902,8.49171
NREM,0.0005,7.49268,14.86049,13.23707,7.86732
NREM,0.00063,6.86829,14.86049,12.86244,5.36976
NREM,0.0004,7.11805,15.48488,13.86146,6.99317
NREM,0.00072,6.86829,13.86146,11.98829,4.99512
NREM,0.00046,7.49268,13.98634,12.36293,5.24488
REM,0.00071,6.36878,13.73659,11.48878,5.99415
REM,0.0007,7.3678,13.36195,11.73854,6.36878
REM,0.00055,6.74341,13.48683,11.86341,5.74439
REM,0.0005,6.74341,13.36195,11.86341,5.61951
NREM,0.00058,7.74244,15.85951,14.86049,6.86829
NREM,0.00071,6.86829,12.98732,11.23902,6.86829
NREM,0.00044,7.49268,15.23512,13.73659,5.61951
NREM,0.00049,7.3678,13.36195,11.86341,5.86927
NREM,0.00073,6.61854,13.23707,11.48878,5.74439
NREM,0.00065,6.99317,14.2361,12.11317,7.11805
NREM,0.00068,6.2439,12.98732,10.86439,5.24488
NREM,0.00079,7.3678,13.98634,13.1122,6.36878
NREM,0.00062,6.99317,13.98634,12.36293,6.36878
NREM,0.00067,6.49366,12.98732,11.23902,6.61854
NREM,0.00098,8.49171,16.35902,14.86049,8.36683
NREM,0.00243,9.49073,18.85659,18.35707,8.99122
NREM,0.00054,7.86732,15.98439,14.61073,8.11707
NREM,0.00048,8.24195,16.35902,15.23512,8.86634
NREM,0.00051,7.74244,14.86049,13.61171,8.11707
