Sleep_Stage,MeanP_Theta_F4,MedianF_Theta_F4,MeanF_Theta_F4,Spectral Edge_Theta_F4,PeakF_Theta_F4
NREM,0.00059,5.36976,11.73854,9.86537,5.12
NREM,0.00068,5.12,11.23902,9.36585,5.12
NREM,0.00072,4.74537,10.98927,8.61659,5.24488
NREM,0.00059,5.12,11.3639,9.24098,6.74341
NREM,0.00075,4.62049,10.61463,8.74146,4.37073
NREM,0.00062,5.12,11.61366,9.61561,5.24488
NREM,0.0007,4.99512,10.73951,8.49171,5.12
NREM,0.00067,5.24488,11.73854,10.61463,5.24488
NREM,0.00052,5.36976,11.23902,9.61561,5.12
NREM,0.00057,5.12,11.48878,9.49073,5.12
NREM,0.00058,5.24488,10.86439,8.74146,5.12
NREM,0.00059,4.99512,10.98927,8.99122,3.37171
NREM,0.00064,4.74537,11.11415,8.99122,4.37073
NREM,0.00346,2.8722,11.73854,8.86634,1.62341
NREM,0.00062,6.49366,12.61268,10.98927,5.24488
NREM,0.00081,6.36878,13.86146,11.48878,5.61951
NREM,0.00089,6.99317,12.11317,10.73951,3.24683
NREM,0.00104,8.61659,11.11415,9.99024,9.49073
NREM,0.001,8.49171,11.11415,10.36488,9.24098
NREM,0.00073,7.3678,11.86341,10.61463,9.49073
NREM,0.0007,6.49366,12.36293,10.86439,2.99707
NREM,0.00112,6.49366,12.4878,10.98927,5.74439
NREM,0.00074,6.99317,12.23805,11.23902,8.49171
NREM,0.00072,5.86927,12.11317,10.73951,4.49561
NREM,0.0015,7.74244,12.86244,11.48878,8.36683
NREM,0.00149,5.74439,15.23512,12.23805,5.12
NREM,0.0012,5.86927,11.86341,10.61463,5.24488
NREM,0.00106,5.49463,11.61366,10.36488,3.49659
NREM,0.00106,5.99415,11.86341,10.98927,2.8722
NREM,0.00097,6.2439,12.11317,11.23902,4.37073
NREM,0.00101,5.49463,11.61366,10.36488,5.49463
NREM,0.001,5.99415,11.61366,10.61463,4.12098
NREM,0.00096,5.36976,11.61366,10.86439,3.9961
NREM,0.00118,7.61756,12.36293,11.23902,9.36585
NREM,0.00075,8.36683,11.23902,10.24,8.99122
NREM,0.00057,5.74439,12.36293,10.86439,5.74439
NREM,0.00074,8.36683,12.86244,11.61366,9.61561
NREM,0.00072,7.74244,11.3639,10.48976,8.86634
NREM,0.00122,6.61854,12.11317,10.86439,8.36683
NREM,0.00072,5.86927,11.73854,10.73951,4.24585
NREM,0.0008,5.74439,11.98829,10.61463,5.61951
NREM,0.00097,7.24293,12.23805,11.11415,9.74049
NREM,0.00066,5.86927,11.98829,10.48976,6.36878
NREM,0.00087,6.11902,11.98829,10.86439,5.61951
NREM,0.00098,5.74439,11.48878,10.61463,5.61951
NREM,0.00101,6.11902,11.23902,10.24,3.62146
NREM,0.00099,5.74439,11.3639,10.36488,4.62049
NREM,0.00101,5.49463,11.48878,10.24,5.61951
NREM,0.00107,5.61951,11.73854,10.98927,5.61951
NREM,0.00122,5.36976,11.61366,10.73951,4.62049
NREM,0.00101,5.49463,11.48878,10.36488,3.74634
NREM,0.00144,4.99512,11.61366,10.36488,3.9961
NREM,0.00162,5.12,11.23902,9.99024,3.49659
NREM,0.00126,4.99512,11.3639,9.49073,5.12
NREM,0.00115,5.12,11.3639,10.36488,4.12098
NREM,0.00121,5.12,11.61366,10.24,3.49659
NREM,0.00143,4.74537,11.48878,10.61463,2.8722
NREM,0.00135,4.74537,11.23902,9.49073,3.74634
NREM,0.00113,4.87024,11.3639,10.36488,3.62146
NREM,0.00124,4.49561,11.48878,9.61561,3.37171
NREM,0.00131,4.74537,11.3639,9.99024,2.74732
NREM,0.00127,4.12098,11.3639,9.86537,3.24683
NREM,0.00141,4.99512,11.23902,9.99024,3.74634
NREM,0.00121,4.99512,11.23902,10.61463,4.99512
NREM,0.00125,5.12,11.3639,10.48976,5.36976
NREM,0.00143,4.62049,11.11415,9.74049,3.49659
NREM,0.00126,4.62049,11.3639,10.73951,4.74537
NREM,0.00127,4.37073,11.11415,9.49073,5.49463
NREM,0.00124,4.37073,11.3639,9.74049,4.37073
NREM,0.0014,4.49561,11.23902,9.99024,3.37171
NREM,0.00145,4.37073,10.98927,8.49171,3.24683
NREM,0.00112,4.62049,11.23902,9.74049,3.24683
NREM,0.00134,4.62049,11.11415,9.86537,3.24683
NREM,0.00145,4.49561,10.98927,8.74146,4.12098
NREM,0.00136,4.37073,11.61366,10.48976,3.9961
NREM,0.00091,4.49561,10.98927,8.74146,2.99707
NREM,0.00109,4.49561,11.3639,9.61561,4.37073
NREM,0.00114,4.49561,10.73951,8.99122,3.37171
NREM,0.00131,4.37073,10.98927,8.61659,3.74634
NREM,0.00124,4.74537,11.23902,9.49073,3.74634
NREM,0.00139,4.12098,11.11415,8.99122,3.74634
NREM,0.00115,4.12098,11.3639,8.99122,4.62049
NREM,0.00125,5.12,11.3639,10.48976,4.37073
NREM,0.00122,4.49561,11.11415,8.99122,3.12195
NREM,0.00111,4.74537,10.48976,8.61659,3.49659
NREM,0.0012,4.37073,10.98927,8.61659,3.24683
NREM,0.00101,4.49561,11.11415,8.74146,3.24683
NREM,0.00114,4.37073,11.3639,8.99122,3.37171
NREM,0.00165,5.24488,11.73854,9.74049,4.62049
NREM,0.00213,8.11707,12.61268,11.23902,8.24195
NREM,0.00071,7.11805,11.3639,9.99024,8.61659
NREM,0.00097,7.86732,11.11415,10.24,8.61659
NREM,0.00077,5.49463,11.23902,9.86537,4.62049
NREM,0.00075,5.49463,11.61366,10.11512,4.24585
NREM,0.00094,6.61854,11.98829,10.11512,7.74244
NREM,0.00114,5.99415,11.11415,9.86537,5.99415
NREM,0.00114,6.99317,12.23805,10.73951,5.24488
NREM,0.00072,7.74244,11.61366,10.98927,9.24098
NREM,0.00069,6.36878,11.23902,10.24,4.74537
NREM,0.00068,5.99415,11.73854,10.48976,4.49561
NREM,0.00109,5.86927,11.98829,10.73951,5.99415
NREM,0.00096,5.74439,11.73854,10.73951,4.74537
NREM,0.00067,6.2439,11.61366,10.36488,5.36976
NREM,0.00087,6.11902,11.23902,10.11512,7.11805
NREM,0.00117,6.49366,11.61366,10.73951,8.11707
NREM,0.00067,5.49463,11.73854,10.24,4.99512
NREM,0.00105,6.74341,11.86341,11.11415,8.11707
NREM,0.00074,5.49463,12.36293,10.73951,2.8722
NREM,0.00081,5.61951,11.48878,9.99024,5.24488
NREM,0.00121,6.86829,11.86341,10.61463,6.74341
NREM,0.00076,4.99512,11.86341,10.36488,2.99707
NREM,0.00092,5.99415,12.23805,10.86439,4.12098
NREM,0.00077,5.24488,11.98829,10.24,5.24488
NREM,0.00093,5.61951,11.61366,9.86537,3.49659
NREM,0.00081,5.86927,11.48878,10.48976,4.62049
NREM,0.00096,6.11902,11.48878,10.73951,5.49463
NREM,0.00098,5.61951,11.61366,10.36488,4.12098
NREM,0.00081,5.24488,11.48878,9.99024,5.24488
NREM,0.001,6.86829,11.98829,10.73951,9.61561
NREM,0.00119,5.12,11.23902,10.11512,4.99512
NREM,0.00092,5.36976,11.61366,10.24,4.37073
NREM,0.00095,5.74439,11.61366,10.48976,4.49561
NREM,0.00106,5.49463,11.48878,9.99024,3.37171
NREM,0.00092,5.36976,11.61366,10.24,5.49463
NREM,0.0015,5.86927,11.3639,10.11512,3.62146
NREM,0.00089,6.36878,11.73854,10.36488,7.11805
NREM,0.00067,5.99415,11.98829,10.61463,2.8722
NREM,0.00103,5.99415,11.48878,10.24,5.12
NREM,0.00095,5.99415,11.86341,10.36488,4.49561
NREM,0.00126,6.36878,11.73854,10.24,5.74439
NREM,0.00097,5.24488,11.48878,10.11512,4.37073
NREM,0.00087,6.99317,12.11317,10.86439,6.86829
NREM,0.00115,6.2439,12.4878,10.24,4.62049
NREM,0.0007,6.49366,11.48878,10.36488,7.86732
NREM,0.00085,5.12,11.11415,9.61561,4.24585
NREM,0.00107,5.49463,11.86341,10.73951,4.74537
NREM,0.00083,5.24488,11.73854,10.24,4.24585
NREM,0.00082,6.2439,11.86341,10.48976,4.49561
NREM,0.00098,5.86927,11.11415,9.99024,5.12
NREM,0.00112,5.61951,11.61366,10.48976,3.24683
NREM,0.00134,4.62049,11.3639,9.86537,3.74634
NREM,0.00095,5.36976,11.3639,10.36488,4.37073
NREM,0.00134,5.74439,11.61366,10.61463,5.49463
NREM,0.00072,5.61951,11.48878,10.24,4.62049
NREM,0.00108,5.49463,11.48878,10.24,4.62049
NREM,0.00107,5.12,11.61366,10.48976,3.49659
NREM,0.00099,4.87024,11.3639,9.49073,3.49659
NREM,0.00105,5.86927,11.3639,10.61463,4.37073
NREM,0.00098,5.12,11.61366,9.99024,3.9961
NREM,0.00142,5.12,11.23902,9.86537,2.99707
NREM,0.00156,5.24488,11.11415,9.99024,4.62049
NREM,0.00114,6.49366,13.23707,11.73854,6.61854
NREM,0.0014,5.99415,12.61268,10.61463,4.87024
NREM,0.00107,8.61659,10.48976,9.86537,8.99122
NREM,0.00098,5.49463,11.48878,9.61561,5.86927
NREM,0.00089,5.61951,12.23805,10.61463,3.9961
NREM,0.00063,5.61951,11.48878,10.24,4.12098
NREM,0.00121,4.87024,11.11415,9.86537,4.12098
NREM,0.00063,5.24488,11.61366,9.61561,4.74537
NREM,0.00094,5.36976,11.11415,9.86537,3.9961
NREM,0.0007,5.12,11.86341,10.24,3.62146
NREM,0.0011,7.11805,11.86341,10.11512,8.36683
NREM,0.00124,8.49171,11.86341,10.61463,8.74146
NREM,0.00053,5.74439,11.86341,10.48976,4.62049
NREM,0.00067,8.24195,10.86439,10.24,8.61659
NREM,0.00063,6.61854,11.86341,10.36488,8.11707
NREM,0.00076,6.2439,12.4878,10.86439,2.99707
NREM,0.00081,7.9922,10.98927,9.99024,8.74146
NREM,0.0005,5.86927,11.86341,10.24,7.86732
NREM,0.00063,6.36878,12.4878,10.98927,5.86927
NREM,0.00078,7.74244,11.98829,10.36488,8.74146
NREM,0.00069,5.86927,11.98829,10.73951,5.61951
NREM,0.00071,5.74439,11.86341,10.36488,4.62049
NREM,0.00123,7.9922,12.36293,10.73951,9.1161
NREM,0.00083,8.24195,10.86439,10.24,8.86634
NREM,0.00089,5.12,11.48878,10.11512,4.37073
NREM,0.0008,5.36976,11.73854,9.74049,4.49561
NREM,0.0007,6.86829,11.3639,9.86537,5.86927
NREM,0.00064,5.12,11.73854,9.86537,2.99707
NREM,0.0006,5.12,11.86341,9.99024,5.12
NREM,0.00106,6.74341,11.86341,10.61463,8.74146
NREM,0.00137,8.36683,11.23902,10.36488,8.74146
NREM,0.00044,6.99317,12.11317,10.48976,8.99122
NREM,0.00126,6.74341,13.86146,12.11317,9.49073
NREM,0.00097,8.49171,10.61463,10.11512,8.86634
NREM,0.00083,8.24195,10.73951,10.11512,9.1161
NREM,0.00071,5.36976,11.86341,10.11512,3.12195
NREM,0.00083,5.86927,11.73854,11.23902,3.74634
NREM,0.00066,5.74439,11.48878,10.24,3.9961
NREM,0.00123,7.86732,11.61366,10.61463,8.74146
NREM,0.00099,8.49171,10.61463,9.99024,8.74146
NREM,0.00095,6.49366,11.3639,10.11512,7.61756
NREM,0.00098,7.74244,12.11317,10.86439,8.61659
NREM,0.00113,8.36683,10.48976,9.99024,8.61659
NREM,0.0006,5.61951,11.3639,9.99024,3.9961
NREM,0.00088,5.74439,11.98829,10.48976,3.62146
NREM,0.00084,7.9922,11.11415,10.11512,9.1161
NREM,0.00078,6.2439,11.23902,9.99024,6.61854
NREM,0.00066,5.36976,11.61366,9.74049,3.9961
NREM,0.00072,5.12,11.73854,10.24,3.37171
NREM,0.00066,5.24488,11.48878,9.86537,3.24683
NREM,0.0008,5.49463,11.3639,9.61561,4.62049
NREM,0.00117,5.36976,11.3639,9.99024,2.99707
NREM,0.00067,5.36976,11.3639,9.74049,4.24585
NREM,0.00087,5.74439,11.73854,9.49073,4.37073
NREM,0.00041,5.36976,11.86341,9.99024,4.99512
REM,0.00043,5.99415,12.73756,10.73951,2.99707
REM,0.00035,5.49463,12.23805,10.11512,4.49561
REM,0.00037,5.61951,12.4878,10.48976,5.24488
REM,0.00038,5.99415,12.61268,11.3639,3.74634
REM,0.00043,5.49463,12.61268,12.23805,4.37073
REM,0.00033,5.49463,12.86244,11.11415,4.74537
REM,0.00039,5.12,11.86341,9.74049,4.49561
REM,0.00052,7.3678,12.23805,10.61463,8.99122
REM,0.00041,5.24488,11.23902,9.74049,4.37073
REM,0.00029,6.11902,12.4878,10.73951,4.62049
REM,0.00035,4.99512,11.73854,10.24,4.37073
REM,0.00028,5.49463,11.86341,9.86537,3.12195
REM,0.00032,4.62049,12.23805,9.61561,3.87122
REM,0.00044,5.49463,12.86244,11.73854,3.12195
REM,0.00045,6.36878,11.98829,10.61463,4.87024
REM,0.00047,6.36878,11.23902,9.99024,2.99707
REM,0.00039,5.74439,12.61268,12.11317,4.12098
REM,0.00051,5.24488,11.86341,9.61561,5.36976
REM,0.00041,5.49463,12.11317,10.24,3.74634
REM,0.00043,6.11902,11.48878,9.86537,3.37171
REM,0.00045,6.36878,11.48878,10.11512,7.86732
REM,0.00041,5.74439,11.61366,10.11512,5.86927
REM,0.00038,6.11902,12.23805,10.48976,3.74634
REM,0.00039,5.61951,11.48878,9.86537,4.87024
REM,0.00035,5.99415,13.1122,10.61463,3.24683
REM,0.00035,4.87024,11.61366,9.61561,4.62049
REM,0.00036,4.99512,11.61366,9.99024,2.99707
REM,0.0003,5.24488,12.36293,10.48976,3.9961
REM,0.00032,5.49463,12.4878,10.36488,2.8722
REM,0.00035,5.61951,12.4878,10.86439,3.12195
REM,0.00039,5.12,12.98732,10.73951,3.62146
REM,0.00044,5.61951,11.48878,10.24,4.12098
REM,0.0009,8.11707,10.73951,9.74049,8.49171
REM,0.00042,5.86927,11.73854,10.36488,4.74537
REM,0.00047,6.86829,12.36293,10.48976,4.99512
REM,0.00045,5.99415,12.4878,10.36488,4.12098
REM,0.00051,6.11902,11.61366,10.24,4.49561
REM,0.00055,5.86927,12.4878,10.36488,6.36878
REM,0.00034,5.36976,11.48878,9.86537,3.12195
REM,0.00031,5.74439,12.98732,11.11415,4.74537
REM,0.00033,5.86927,12.86244,10.98927,5.24488
REM,0.00034,5.61951,12.98732,11.23902,3.12195
REM,0.00031,5.12,11.73854,9.61561,4.49561
REM,0.00038,4.62049,11.11415,9.24098,4.74537
REM,0.00036,5.24488,11.61366,9.86537,4.49561
REM,0.00034,5.74439,11.73854,10.11512,4.99512
REM,0.00035,5.49463,13.1122,11.73854,3.12195
REM,0.00035,5.74439,11.98829,10.61463,5.49463
REM,0.00036,6.49366,12.86244,11.11415,3.62146
REM,0.0013,7.9922,11.11415,10.24,8.24195
REM,0.0012,8.11707,10.86439,9.99024,8.49171
NREM,0.00073,5.36976,11.48878,9.74049,5.36976
NREM,0.00066,5.12,12.11317,9.99024,3.49659
NREM,0.00062,4.87024,11.98829,10.11512,3.24683
NREM,0.0008,5.36976,11.3639,9.61561,3.24683
NREM,0.00117,7.61756,12.36293,11.23902,6.61854
NREM,0.00054,5.24488,11.61366,9.99024,3.12195
NREM,0.00071,5.36976,11.61366,10.36488,3.12195
NREM,0.00094,4.74537,11.48878,9.49073,4.37073
NREM,0.00078,5.12,11.86341,10.24,5.12
NREM,0.00088,5.12,11.48878,9.99024,4.74537
NREM,0.00084,5.12,11.48878,9.99024,4.49561
NREM,0.00095,5.24488,11.3639,10.48976,4.62049
NREM,0.00098,5.36976,11.11415,10.24,4.87024
NREM,0.00089,4.62049,11.3639,9.61561,3.24683
NREM,0.00103,5.12,11.23902,9.86537,3.24683
NREM,0.00103,5.61951,11.73854,10.86439,3.24683
NREM,0.00092,4.49561,11.3639,9.86537,4.49561
NREM,0.001,4.74537,11.23902,9.86537,4.62049
NREM,0.00105,4.99512,11.23902,9.36585,3.9961
NREM,0.00108,4.99512,11.48878,9.86537,3.87122
NREM,0.00113,4.87024,11.11415,9.24098,5.12
NREM,0.00103,5.24488,11.23902,10.24,3.87122
NREM,0.00095,5.24488,11.11415,9.86537,4.99512
NREM,0.00116,4.24585,11.23902,9.24098,3.87122
NREM,0.00163,6.11902,11.11415,9.61561,6.49366
NREM,0.00146,4.99512,11.86341,9.99024,2.62244
NREM,0.00078,4.99512,11.86341,10.36488,3.37171
NREM,0.00103,5.24488,11.23902,9.36585,5.61951
NREM,0.00093,4.99512,10.98927,9.86537,3.12195
NREM,0.0011,5.12,10.98927,9.86537,4.24585
NREM,0.00101,5.61951,11.23902,9.99024,5.74439
NREM,0.00138,5.49463,11.3639,10.48976,3.62146
NREM,0.00074,5.74439,11.48878,10.36488,3.49659
NREM,0.00135,5.24488,11.48878,10.24,5.24488
NREM,0.0007,5.36976,10.98927,9.36585,3.9961
NREM,0.0008,5.99415,11.3639,10.11512,5.12
NREM,0.00102,5.61951,11.11415,9.99024,3.37171
NREM,0.00143,6.2439,11.61366,10.36488,8.24195
NREM,0.00122,8.11707,12.73756,11.11415,8.86634
NREM,0.00116,5.61951,11.61366,10.48976,4.74537
NREM,0.0008,7.49268,12.23805,10.73951,8.24195
NREM,0.00109,7.49268,12.4878,10.61463,8.61659
NREM,0.00082,5.49463,11.48878,9.99024,4.49561
NREM,0.00088,5.49463,11.23902,10.24,3.24683
NREM,0.00088,5.12,11.3639,9.61561,4.37073
NREM,0.00094,5.24488,11.48878,10.48976,5.24488
NREM,0.00115,5.36976,11.11415,9.74049,5.61951
NREM,0.00119,5.24488,11.11415,9.86537,3.9961
NREM,0.00113,4.87024,11.11415,9.61561,3.74634
NREM,0.0012,5.12,11.23902,10.11512,4.74537
NREM,0.00128,4.74537,11.23902,9.86537,4.12098
NREM,0.00108,4.74537,11.11415,8.99122,3.9961
NREM,0.00122,5.24488,11.11415,9.74049,5.61951
NREM,0.00102,4.74537,11.3639,10.11512,4.37073
NREM,0.00111,4.74537,10.98927,9.74049,3.87122
NREM,0.00126,4.49561,10.61463,9.1161,2.49756
NREM,0.00104,5.24488,11.48878,9.99024,4.74537
NREM,0.0012,4.74537,10.98927,9.1161,4.37073
NREM,0.00108,4.62049,11.11415,7.9922,3.12195
NREM,0.0014,4.62049,10.86439,8.99122,4.74537
NREM,0.00106,4.49561,11.11415,9.36585,3.12195
NREM,0.00114,4.24585,11.23902,8.99122,3.74634
NREM,0.00121,4.24585,10.86439,8.36683,3.24683
NREM,0.00116,4.49561,10.98927,9.1161,3.12195
NREM,0.00112,4.24585,11.11415,8.49171,3.37171
NREM,0.00131,4.24585,11.23902,9.74049,3.62146
NREM,0.00122,4.12098,11.11415,9.1161,4.24585
NREM,0.00113,4.12098,10.86439,8.36683,2.49756
NREM,0.0011,4.12098,11.23902,9.1161,3.49659
NREM,0.00158,4.37073,10.73951,8.49171,3.62146
NREM,0.00113,4.37073,11.23902,9.61561,4.24585
NREM,0.00122,4.37073,11.11415,9.36585,3.62146
NREM,0.00098,4.37073,10.86439,9.1161,3.12195
NREM,0.00119,4.62049,10.86439,8.61659,4.99512
NREM,0.00099,4.49561,10.98927,8.61659,4.37073
NREM,0.00119,4.12098,11.11415,8.74146,2.99707
NREM,0.00133,3.9961,10.73951,8.36683,3.12195
NREM,0.00141,4.37073,10.98927,8.49171,3.37171
NREM,0.00129,4.62049,11.23902,9.36585,3.62146
NREM,0.00159,4.12098,10.24,7.49268,4.12098
NREM,0.00112,4.49561,11.3639,9.36585,3.74634
NREM,0.00113,4.49561,10.98927,9.49073,4.37073
NREM,0.00117,4.49561,11.23902,9.24098,3.24683
NREM,0.00112,4.24585,10.73951,8.74146,4.12098
NREM,0.00112,4.74537,11.11415,9.1161,3.9961
NREM,0.00108,4.87024,10.86439,9.61561,4.99512
NREM,0.00123,4.12098,11.11415,8.99122,3.37171
NREM,0.00117,4.37073,10.73951,8.74146,3.62146
NREM,0.00121,4.49561,10.86439,8.86634,3.24683
NREM,0.0012,4.37073,10.86439,8.99122,3.12195
NREM,0.00113,4.49561,11.11415,9.61561,4.62049
NREM,0.00135,3.9961,10.61463,8.49171,3.37171
NREM,0.00127,4.49561,11.11415,9.36585,2.49756
NREM,0.00099,4.37073,11.23902,10.24,2.8722
NREM,0.00126,4.37073,10.48976,8.11707,3.12195
NREM,0.00108,4.37073,10.48976,8.49171,3.49659
NREM,0.00126,4.49561,10.98927,8.99122,2.99707
NREM,0.00103,4.12098,10.73951,8.99122,3.24683
NREM,0.00112,4.24585,10.86439,8.49171,4.24585
NREM,0.00126,4.24585,10.86439,8.74146,3.62146
NREM,0.00103,4.24585,10.73951,8.36683,4.49561
NREM,0.0016,5.49463,11.73854,9.36585,7.61756
NREM,0.00264,7.24293,13.98634,11.11415,7.61756
NREM,0.00086,5.74439,11.11415,9.86537,4.87024
NREM,0.00141,6.74341,11.3639,9.86537,8.11707
NREM,0.00204,7.3678,10.36488,9.49073,8.49171
NREM,0.00132,7.11805,11.48878,9.99024,7.49268
NREM,0.00128,6.2439,11.23902,9.24098,7.9922
NREM,0.00097,7.24293,12.11317,10.36488,7.61756
NREM,0.00099,5.86927,11.11415,9.86537,6.49366
NREM,0.0016,7.49268,11.3639,9.86537,8.49171
NREM,0.00126,6.86829,10.98927,9.99024,8.99122
NREM,0.00095,5.86927,11.61366,10.11512,3.74634
NREM,0.00109,5.61951,11.23902,9.61561,8.24195
NREM,0.00105,5.49463,11.48878,10.24,4.37073
NREM,0.00085,6.49366,11.86341,10.24,6.49366
NREM,0.00128,5.99415,10.98927,9.61561,6.86829
NREM,0.00104,5.49463,11.11415,9.74049,3.62146
NREM,0.00125,6.61854,11.48878,10.24,5.12
NREM,0.00069,7.61756,11.86341,10.48976,8.36683
NREM,0.00066,5.86927,11.73854,9.86537,5.36976
NREM,0.00096,6.36878,11.98829,10.61463,6.86829
NREM,0.00123,7.86732,10.61463,9.49073,8.74146
NREM,0.00101,6.99317,10.86439,9.61561,8.61659
NREM,0.0011,5.86927,10.98927,9.61561,5.86927
NREM,0.00147,6.11902,11.73854,10.48976,3.49659
NREM,0.00105,5.99415,11.73854,10.11512,6.86829
NREM,0.00066,5.86927,11.73854,10.73951,4.74537
NREM,0.00073,5.49463,11.48878,10.11512,4.49561
NREM,0.00107,6.49366,11.98829,10.48976,8.11707
NREM,0.00091,5.86927,11.61366,10.24,8.49171
NREM,0.00088,6.11902,11.86341,10.24,4.37073
NREM,0.00076,6.2439,11.23902,9.74049,5.12
NREM,0.00105,6.61854,11.86341,11.23902,7.24293
NREM,0.00106,6.11902,11.48878,10.36488,4.87024
NREM,0.00114,6.11902,11.61366,10.48976,3.9961
NREM,0.00082,5.49463,11.23902,9.49073,4.37073
NREM,0.00083,5.61951,11.23902,9.99024,4.99512
NREM,0.00138,7.61756,12.61268,10.86439,8.36683
NREM,0.00096,8.24195,11.3639,10.24,8.99122
NREM,0.00104,5.49463,10.98927,10.11512,4.12098
NREM,0.00087,5.86927,11.11415,10.24,4.99512
NREM,0.00076,5.49463,11.48878,10.11512,4.87024
NREM,0.00104,5.12,11.23902,9.99024,4.12098
NREM,0.00167,7.11805,12.11317,10.61463,9.61561
NREM,0.00084,7.74244,10.61463,9.99024,8.61659
NREM,0.00075,4.87024,11.73854,10.36488,3.12195
NREM,0.00073,5.74439,11.23902,10.24,3.49659
NREM,0.00086,5.24488,11.11415,10.11512,4.24585
NREM,0.00157,5.61951,11.3639,10.11512,4.49561
NREM,0.00081,5.24488,11.11415,9.86537,3.12195
NREM,0.00087,5.49463,11.11415,9.86537,4.62049
NREM,0.00075,5.36976,11.3639,10.36488,4.74537
NREM,0.00113,5.36976,10.86439,10.11512,3.37171
NREM,0.00085,4.99512,10.98927,9.99024,2.8722
NREM,0.00083,5.36976,10.98927,9.99024,4.37073
NREM,0.00101,5.99415,11.23902,10.48976,4.24585
NREM,0.00092,4.99512,11.23902,9.99024,4.24585
NREM,0.00101,4.99512,11.23902,9.86537,4.37073
NREM,0.00112,5.24488,10.73951,9.86537,3.37171
NREM,0.00102,5.74439,10.98927,10.11512,4.62049
NREM,0.00111,5.36976,11.11415,9.99024,3.87122
NREM,0.00128,5.36976,10.86439,9.49073,3.87122
NREM,0.00098,5.61951,10.98927,10.24,4.62049
NREM,0.0011,5.24488,10.98927,9.99024,4.99512
NREM,0.00115,5.12,10.98927,9.74049,4.49561
NREM,0.00082,5.12,11.11415,9.86537,3.24683
NREM,0.00122,5.49463,10.98927,9.99024,5.74439
NREM,0.00116,5.61951,10.86439,9.74049,3.62146
NREM,0.00118,5.36976,10.86439,9.61561,3.74634
NREM,0.00114,5.61951,10.61463,9.99024,3.87122
NREM,0.001,5.12,10.86439,9.36585,2.99707
NREM,0.00099,5.49463,11.11415,9.99024,4.74537
NREM,0.00107,4.49561,10.86439,9.1161,4.24585
NREM,0.00104,5.36976,11.23902,10.11512,3.49659
NREM,0.00108,5.36976,10.86439,9.86537,4.49561
NREM,0.001,5.24488,10.98927,9.86537,3.74634
NREM,0.00104,5.36976,10.98927,10.11512,3.49659
NREM,0.00133,4.87024,10.61463,9.49073,4.62049
NREM,0.00093,5.24488,10.73951,9.74049,5.74439
NREM,0.00109,5.24488,10.98927,9.74049,5.12
NREM,0.00121,5.12,10.61463,8.99122,5.74439
NREM,0.00109,5.36976,10.98927,9.74049,4.37073
NREM,0.00133,5.12,10.61463,8.86634,5.49463
NREM,0.00093,4.99512,11.23902,9.86537,3.49659
NREM,0.00097,5.24488,10.73951,9.36585,5.74439
NREM,0.00133,4.87024,10.61463,9.24098,3.62146
NREM,0.0012,4.99512,10.73951,8.99122,6.36878
NREM,0.00105,4.74537,10.98927,9.24098,3.37171
NREM,0.001,4.74537,10.73951,8.74146,3.24683
NREM,0.00112,4.87024,10.86439,9.1161,3.9961
NREM,0.00129,4.37073,10.48976,8.11707,3.37171
NREM,0.0011,4.49561,10.61463,8.61659,3.49659
NREM,0.00081,4.62049,10.98927,9.1161,3.87122
NREM,0.00103,4.62049,10.73951,8.99122,3.9961
NREM,0.00105,4.49561,10.61463,7.86732,3.9961
NREM,0.00101,4.87024,11.23902,9.24098,4.99512
NREM,0.00108,4.62049,10.86439,8.49171,4.37073
NREM,0.00104,4.37073,10.73951,8.86634,4.49561
NREM,0.001,4.62049,10.86439,8.99122,4.12098
NREM,0.00109,4.49561,10.61463,8.36683,5.61951
NREM,0.001,4.49561,10.98927,8.86634,3.9961
NREM,0.00106,4.49561,10.48976,8.86634,3.9961
NREM,0.00161,5.24488,11.73854,9.74049,5.61951
NREM,0.00187,7.86732,11.86341,10.36488,8.24195
NREM,0.00135,7.24293,10.48976,9.36585,8.74146
NREM,0.00095,6.11902,11.86341,10.61463,6.99317
NREM,0.00178,7.49268,11.86341,9.86537,8.61659
NREM,0.0011,7.86732,10.61463,9.86537,8.74146
NREM,0.00112,6.99317,10.98927,9.74049,8.36683
NREM,0.00082,6.2439,11.3639,9.74049,8.24195
NREM,0.00106,6.11902,11.73854,10.11512,6.49366
NREM,0.00053,5.61951,11.98829,10.36488,4.49561
NREM,0.00086,5.36976,11.48878,9.74049,4.49561
NREM,0.00076,5.24488,11.23902,9.49073,4.37073
NREM,0.00058,5.61951,12.36293,10.36488,4.74537
NREM,0.00058,5.86927,12.61268,10.86439,4.49561
REM,0.00058,5.74439,12.61268,11.48878,4.99512
REM,0.00051,5.74439,12.36293,10.36488,5.86927
REM,0.00058,5.74439,11.48878,9.61561,4.49561
REM,0.00051,5.74439,12.36293,10.24,3.12195
REM,0.00059,5.61951,12.36293,10.73951,2.99707
REM,0.00051,5.49463,11.73854,10.36488,4.62049
REM,0.00061,5.99415,11.61366,9.99024,7.86732
REM,0.00061,6.74341,10.98927,10.11512,7.86732
REM,0.00057,5.61951,12.11317,10.11512,7.49268
REM,0.00057,5.61951,11.73854,10.24,5.12
REM,0.00058,5.61951,12.4878,10.24,4.74537
REM,0.00053,5.61951,12.61268,10.86439,3.12195
